entity_id,kind,substation,date,value,present,degree,e_sh_kwh,e_cu_kwh,chi,pool,w,flex_potential,phi1,phi2,phi3,phi4
DHNC0299-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0299-A01"", ""hID"": ""DHNC0299"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 2, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,0.48,0.007481296758104738,0.0,1.0,0.0
DHNC0299-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0299-A02"", ""hID"": ""DHNC0299"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,0.1425,0.007481296758104738,0.0,1.0,0.0
DHNC0299-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0299-A03"", ""hID"": ""DHNC0299"", ""class"": ""shiftable"", ""appliance"": ""water_heater_storage"", ""n"": 1, ""p_rat_kw"": 2.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,0.9,0.007481296758104738,0.0,1.0,0.0
DHNC0299-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0299-A04"", ""hID"": ""DHNC0299"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 1, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.2602642222062006}",1,3,0.0,364.25552360946375,0.24091452249826936,PH,0.00016,2.275,0.007481296758104738,0.1289004449027931,1.0,0.0
DHNC0299-A05,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0299-A05"", ""hID"": ""DHNC0299"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 2, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2602642222062006}",1,3,0.0,187.33141214200992,0.22213188624100522,PH,0.00016,1.71,0.007481296758104738,0.0662916573785793,1.0,0.0
DHNC0299-A06,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0299-A06"", ""hID"": ""DHNC0299"", ""class"": ""curtailable"", ""appliance"": ""signage_and_display"", ""n"": 2, ""p_rat_kw"": 0.4, ""x_star"": 0.0, ""y_star"": 0.2602642222062006}",1,3,0.0,83.25840539644885,0.21108327667790866,PH,0.00016,0.7200000000000001,0.007481296758104738,0.02946295883492413,1.0,0.0
DHNC0299-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0299-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 7, ""hID"": ""DHNC0299"", ""archetype"": ""Commercial"", ""w_h"": 36.75972604031296}",1,9,0.0,634.8453411479225,0.2666923269956121,PH,0.00144,0.0,0.022443890274314215,0.19986386637772602,1.0,0.0
DHNC0300-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0300-A00"", ""hID"": ""DHNC0300"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 2, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,0.48,0.007481296758104738,0.0,1.0,0.0
DHNC0300-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0300-A01"", ""hID"": ""DHNC0300"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,1.35,0.007481296758104738,0.0,1.0,0.0
DHNC0300-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0300-A02"", ""hID"": ""DHNC0300"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 4, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.2229072829537041}",1,3,0.0,1271.327260700049,0.3372111683070645,PH,0.00016,9.1,0.007481296758104738,0.4498892642654435,1.0,0.0
DHNC0300-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0300-A03"", ""hID"": ""DHNC0300"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 3, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2229072829537041}",1,3,0.0,245.18454313500948,0.2282736964599321,PH,0.00016,2.565,0.007481296758104738,0.08676435810833553,1.0,0.0
DHNC0300-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0300-A04"", ""hID"": ""DHNC0300"", ""class"": ""curtailable"", ""appliance"": ""signage_and_display"", ""n"": 1, ""p_rat_kw"": 0.4, ""x_star"": 0.0, ""y_star"": 0.2229072829537041}",1,3,0.0,36.3236360200014,0.20610058272113524,PH,0.00016,0.36000000000000004,0.007481296758104738,0.012853978979012672,1.0,0.0
DHNC0300-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0300-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0300"", ""archetype"": ""Commercial"", ""w_h"": 36.75972604031296}",1,7,0.0,1552.83543985506,0.3518973656761974,PH,0.00112,0.0,0.017456359102244388,0.4888681931517468,1.0,0.0
DHNC0301-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0301-A00"", ""hID"": ""DHNC0301"", ""class"": ""critical"", ""appliance"": ""process_motor"", ""n"": 1, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,3.5,0.007481296758104738,0.0,1.0,0.0
DHNC0301-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0301-A01"", ""hID"": ""DHNC0301"", ""class"": ""critical"", ""appliance"": ""air_compressor"", ""n"": 1, ""p_rat_kw"": 3.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,1.7999999999999998,0.007481296758104738,0.0,1.0,0.0
DHNC0301-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0301-A02"", ""hID"": ""DHNC0301"", ""class"": ""shiftable"", ""appliance"": ""batch_process"", ""n"": 2, ""p_rat_kw"": 4.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,6.0,0.007481296758104738,0.0,1.0,0.0
DHNC0301-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0301-A03"", ""hID"": ""DHNC0301"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 2.2, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,1.87,0.007481296758104738,0.0,1.0,0.0
DHNC0301-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0301-A04"", ""hID"": ""DHNC0301"", ""class"": ""curtailable"", ""appliance"": ""ventilation_fan"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.3930560711344345}",1,3,0.0,113.42199781785682,0.2142855071707711,PH,0.00016,1.275,0.007481296758104738,0.04013706047779895,1.0,0.0
DHNC0301-A05,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0301-A05"", ""hID"": ""DHNC0301"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 2, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.3930560711344345}",1,3,0.0,181.47519650857092,0.22151017805677492,PH,0.00016,2.28,0.007481296758104738,0.06421929676447832,1.0,0.0
DHNC0301-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0301-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0301"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,8,0.0,294.8971943264277,0.2338371564763583,PH,0.00128,0.0,0.0199501246882793,0.09284039689958168,1.0,0.0
DHNC0302-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0302-A00"", ""hID"": ""DHNC0302"", ""class"": ""critical"", ""appliance"": ""process_motor"", ""n"": 3, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,10.5,0.007481296758104738,0.0,1.0,0.0
DHNC0302-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0302-A01"", ""hID"": ""DHNC0302"", ""class"": ""critical"", ""appliance"": ""air_compressor"", ""n"": 1, ""p_rat_kw"": 3.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,1.7999999999999998,0.007481296758104738,0.0,1.0,0.0
DHNC0302-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0302-A02"", ""hID"": ""DHNC0302"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 2.2, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,1.87,0.007481296758104738,0.0,1.0,0.0
DHNC0302-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0302-A03"", ""hID"": ""DHNC0302"", ""class"": ""curtailable"", ""appliance"": ""ventilation_fan"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.2804173413556501}",1,3,0.0,56.82244532268396,0.2082767794850802,PH,0.00016,1.275,0.007481296758104738,0.02010796819216251,1.0,0.0
DHNC0302-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0302-A04"", ""hID"": ""DHNC0302"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 2, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.2804173413556501}",1,3,0.0,90.91591251629434,0.21189621375966944,PH,0.00016,2.28,0.007481296758104738,0.032172749107460014,1.0,0.0
DHNC0302-A05,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0302-A05"", ""hID"": ""DHNC0302"", ""class"": ""curtailable"", ""appliance"": ""ac_office_block"", ""n"": 2, ""p_rat_kw"": 1.8, ""x_star"": 0.0, ""y_star"": 0.2804173413556501}",1,3,0.0,136.37386877444152,0.21672212612578845,PH,0.00016,2.16,0.007481296758104738,0.04825912366119002,1.0,0.0
DHNC0302-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0302-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0302"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,8,0.0,284.1122266134198,0.23281854995623338,PH,0.00128,0.0,0.0199501246882793,0.08944504183249857,1.0,0.0
DHNC0303-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0303-A00"", ""hID"": ""DHNC0303"", ""class"": ""critical"", ""appliance"": ""process_motor"", ""n"": 3, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,10.5,0.007481296758104738,0.0,1.0,0.0
DHNC0303-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0303-A01"", ""hID"": ""DHNC0303"", ""class"": ""critical"", ""appliance"": ""air_compressor"", ""n"": 2, ""p_rat_kw"": 3.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,3.5999999999999996,0.007481296758104738,0.0,1.0,0.0
DHNC0303-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0303-A02"", ""hID"": ""DHNC0303"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 2.2, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,1.87,0.007481296758104738,0.0,1.0,0.0
DHNC0303-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0303-A03"", ""hID"": ""DHNC0303"", ""class"": ""curtailable"", ""appliance"": ""ventilation_fan"", ""n"": 3, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.2276746988094916}",1,3,0.0,128.11153140681833,0.21584497899121366,PH,0.00016,3.8249999999999997,0.007481296758104738,0.04533529987927406,1.0,0.0
DHNC0303-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0303-A04"", ""hID"": ""DHNC0303"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 1, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.2276746988094916}",1,3,0.0,34.16307504181822,0.20587121301777336,PH,0.00016,1.14,0.007481296758104738,0.012089413301139749,1.0,0.0
DHNC0303-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0303-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0303"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,7,0.0,162.27460644863655,0.220563237542484,PH,0.00112,0.0,0.017456359102244388,0.05108776603936886,1.0,0.0
DHNC0304-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0304-A00"", ""hID"": ""DHNC0304"", ""class"": ""critical"", ""appliance"": ""air_compressor"", ""n"": 2, ""p_rat_kw"": 3.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,3.5999999999999996,0.007481296758104738,0.0,1.0,0.0
DHNC0304-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0304-A01"", ""hID"": ""DHNC0304"", ""class"": ""shiftable"", ""appliance"": ""batch_process"", ""n"": 2, ""p_rat_kw"": 4.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,6.0,0.007481296758104738,0.0,1.0,0.0
DHNC0304-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0304-A02"", ""hID"": ""DHNC0304"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 2.2, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,1.87,0.007481296758104738,0.0,1.0,0.0
DHNC0304-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0304-A03"", ""hID"": ""DHNC0304"", ""class"": ""curtailable"", ""appliance"": ""ventilation_fan"", ""n"": 3, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.365534449678741}",1,3,0.0,266.92053326987985,0.23058123494639698,PH,0.00016,3.8249999999999997,0.007481296758104738,0.09445615306321847,1.0,0.0
DHNC0304-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0304-A04"", ""hID"": ""DHNC0304"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 2, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.365534449678741}",1,3,0.0,142.35761774393592,0.2173573735175464,PH,0.00016,2.28,0.007481296758104738,0.05037661496704985,1.0,0.0
DHNC0304-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0304-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0304"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,7,0.0,409.2781510138158,0.2438919509594563,PH,0.00112,0.0,0.017456359102244388,0.12885014409594323,1.0,0.0
DHNC0305-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0305-A00"", ""hID"": ""DHNC0305"", ""class"": ""critical"", ""appliance"": ""process_motor"", ""n"": 2, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,7.0,0.007481296758104738,0.0,1.0,0.0
DHNC0305-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0305-A01"", ""hID"": ""DHNC0305"", ""class"": ""critical"", ""appliance"": ""air_compressor"", ""n"": 1, ""p_rat_kw"": 3.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,1.7999999999999998,0.007481296758104738,0.0,1.0,0.0
DHNC0305-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0305-A02"", ""hID"": ""DHNC0305"", ""class"": ""curtailable"", ""appliance"": ""ventilation_fan"", ""n"": 2, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.2430501395860642}",1,3,0.0,100.9035391339731,0.21295652123431083,PH,0.00016,2.55,0.007481296758104738,0.03570710735626468,1.0,0.0
DHNC0305-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0305-A03"", ""hID"": ""DHNC0305"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 1, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.2430501395860642}",1,3,0.0,40.36141565358923,0.20652924191018318,PH,0.00016,1.14,0.007481296758104738,0.014282842942505869,1.0,0.0
DHNC0305-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0305-A04"", ""hID"": ""DHNC0305"", ""class"": ""curtailable"", ""appliance"": ""ac_office_block"", ""n"": 1, ""p_rat_kw"": 1.8, ""x_star"": 0.0, ""y_star"": 0.2430501395860642}",1,3,0.0,60.54212348038386,0.20867166835155906,PH,0.00016,1.08,0.007481296758104738,0.021424264413758807,1.0,0.0
DHNC0305-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0305-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0305"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,7,0.0,201.8070782679462,0.22429695604988723,PH,0.00112,0.0,0.017456359102244388,0.06353349439737964,1.0,0.0
DHNC0306-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0306-A00"", ""hID"": ""DHNC0306"", ""class"": ""critical"", ""appliance"": ""process_motor"", ""n"": 2, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,7.0,0.007481296758104738,0.0,1.0,0.0
DHNC0306-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0306-A01"", ""hID"": ""DHNC0306"", ""class"": ""shiftable"", ""appliance"": ""batch_process"", ""n"": 2, ""p_rat_kw"": 4.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,6.0,0.007481296758104738,0.0,1.0,0.0
DHNC0306-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0306-A02"", ""hID"": ""DHNC0306"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 2.2, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,1.87,0.007481296758104738,0.0,1.0,0.0
DHNC0306-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0306-A03"", ""hID"": ""DHNC0306"", ""class"": ""curtailable"", ""appliance"": ""ventilation_fan"", ""n"": 3, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.4115320770874388}",1,3,0.0,247.42773574162027,0.2285118385109815,PH,0.00016,3.8249999999999997,0.007481296758104738,0.08755816494516692,1.0,0.0
DHNC0306-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0306-A04"", ""hID"": ""DHNC0306"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 1, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.4115320770874388}",1,3,0.0,65.98072953109873,0.20924904222304477,PH,0.00016,1.14,0.007481296758104738,0.023348843985377843,1.0,0.0
DHNC0306-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0306-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0306"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,7,0.0,313.408465272719,0.23483735853258902,PH,0.00112,0.0,0.017456359102244388,0.098668169339719,1.0,0.0
DHNC0307-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0307-A00"", ""hID"": ""DHNC0307"", ""class"": ""critical"", ""appliance"": ""process_motor"", ""n"": 1, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,3.5,0.007481296758104738,0.0,1.0,0.0
DHNC0307-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0307-A01"", ""hID"": ""DHNC0307"", ""class"": ""critical"", ""appliance"": ""air_compressor"", ""n"": 2, ""p_rat_kw"": 3.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,3.5999999999999996,0.007481296758104738,0.0,1.0,0.0
DHNC0307-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0307-A02"", ""hID"": ""DHNC0307"", ""class"": ""shiftable"", ""appliance"": ""batch_process"", ""n"": 2, ""p_rat_kw"": 4.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,6.0,0.007481296758104738,0.0,1.0,0.0
DHNC0307-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0307-A03"", ""hID"": ""DHNC0307"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 2.2, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,1.87,0.007481296758104738,0.0,1.0,0.0
DHNC0307-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0307-A04"", ""hID"": ""DHNC0307"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 2, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.4317833288610417}",1,3,0.0,133.2351646225822,0.21638891468324076,PH,0.00016,2.28,0.007481296758104738,0.04714841885269773,1.0,0.0
DHNC0307-A05,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0307-A05"", ""hID"": ""DHNC0307"", ""class"": ""curtailable"", ""appliance"": ""ac_office_block"", ""n"": 1, ""p_rat_kw"": 1.8, ""x_star"": 0.0, ""y_star"": 0.4317833288610417}",1,3,0.0,99.92637346693665,0.21285278326928841,PH,0.00016,1.08,0.007481296758104738,0.035361314139523294,1.0,0.0
DHNC0307-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0307-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0307"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,8,0.0,233.16153808951887,0.228006416539023,PH,0.00128,0.0,0.0199501246882793,0.07340459710846407,1.0,0.0
DHNC0308-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0308-A00"", ""hID"": ""DHNC0308"", ""class"": ""critical"", ""appliance"": ""process_motor"", ""n"": 1, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,3.5,0.007481296758104738,0.0,1.0,0.0
DHNC0308-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0308-A01"", ""hID"": ""DHNC0308"", ""class"": ""curtailable"", ""appliance"": ""ventilation_fan"", ""n"": 3, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.3527456562572981}",1,3,0.0,144.3693936765255,0.21757094788714212,PH,0.00016,3.8249999999999997,0.007481296758104738,0.051088529532369,1.0,0.0
DHNC0308-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0308-A02"", ""hID"": ""DHNC0308"", ""class"": ""curtailable"", ""appliance"": ""lighting_shopfloor"", ""n"": 1, ""p_rat_kw"": 1.2, ""x_star"": 0.0, ""y_star"": 0.3527456562572981}",1,3,0.0,38.49850498040681,0.20633147139002095,PH,0.00016,1.14,0.007481296758104738,0.0136236078752984,1.0,0.0
DHNC0308-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0308-A03"", ""hID"": ""DHNC0308"", ""class"": ""curtailable"", ""appliance"": ""ac_office_block"", ""n"": 2, ""p_rat_kw"": 1.8, ""x_star"": 0.0, ""y_star"": 0.3527456562572981}",1,3,0.0,115.49551494122042,0.2145056361152,PH,0.00016,2.16,0.007481296758104738,0.0408708236258952,1.0,0.0
DHNC0308-M,mt,Dhanmondi,2026-07-08,"{""mID"": ""DHNC0308-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 4, ""hID"": ""DHNC0308"", ""archetype"": ""Industrial"", ""w_h"": 14.47858698270381}",1,6,0.0,298.36341359815276,0.2326682707102979,PH,0.00096,0.0,0.014962593516209476,0.0939316421847834,1.0,0.0
DHNC0309-A00,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0309-A00"", ""hID"": ""DHNC0309"", ""class"": ""critical"", ""appliance"": ""ot_and_icu"", ""n"": 2, ""p_rat_kw"": 15.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,21.0,0.007481296758104738,0.0,1.0,0.0
DHNC0309-A01,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0309-A01"", ""hID"": ""DHNC0309"", ""class"": ""critical"", ""appliance"": ""medical_cold_chain"", ""n"": 2, ""p_rat_kw"": 2.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,2.75,0.007481296758104738,0.0,1.0,0.0
DHNC0309-A02,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0309-A02"", ""hID"": ""DHNC0309"", ""class"": ""critical"", ""appliance"": ""lifts_and_life_safety"", ""n"": 1, ""p_rat_kw"": 4.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PM,0.00016,1.8,0.007481296758104738,0.0,1.0,0.0
DHNC0309-A03,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0309-A03"", ""hID"": ""DHNC0309"", ""class"": ""shiftable"", ""appliance"": ""laundry"", ""n"": 1, ""p_rat_kw"": 6.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,4.199999999999999,0.007481296758104738,0.0,1.0,0.0
DHNC0309-A04,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0309-A04"", ""hID"": ""DHNC0309"", ""class"": ""shiftable"", ""appliance"": ""sterilisation"", ""n"": 1, ""p_rat_kw"": 5.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,3.0,0.007481296758104738,0.0,1.0,0.0
DHNC0309-A05,ap,Dhanmondi,2026-07-08,"{""aID"": ""DHNC0309-A05"", ""hID"": ""DHNC0309"", ""class"": ""curtailable"", ""appliance"": ""ac_wards_and_corridors"", ""n"": 1, ""p_rat_kw"": 12.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PH,0.00016,8.399999999999999,0.007481296758104738,0.0,1.0,0.0
