entity_id,kind,substation,date,value,present,degree,e_sh_kwh,e_cu_kwh,chi,pool,w,phi1,phi2,phi3,phi4
DHNC0216-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0216-A04"", ""hID"": ""DHNC0216"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 3, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.254313037616213}",1,3,0.0,276.8755160865771,0.5503431568358856,PH,0.0001608234158893535,1.0,0.001372627343542229,0.0,0.0
DHNC0216-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0216-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0216"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,7,23.875423572619848,276.8755160865771,0.08161351589940305,PL,0.0011257639112254745,0.14771048744460857,0.0014909912194733283,0.0,0.0
DHNC0217-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0217-A00"", ""hID"": ""DHNC0217"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 1, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0217-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0217-A01"", ""hID"": ""DHNC0217"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0217-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0217-A02"", ""hID"": ""DHNC0217"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 3, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.2531309599025563}",1,3,0.0,443.6908714955194,0.550549906173452,PH,0.0001608234158893535,1.0,0.002199624693807863,0.0,0.0
DHNC0217-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0217-A03"", ""hID"": ""DHNC0217"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 3, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2531309599025563}",1,3,0.0,114.09193838456214,0.550141404444602,PH,0.0001608234158893535,1.0,0.0005656177784077363,0.0,0.0
DHNC0217-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0217-A04"", ""hID"": ""DHNC0217"", ""class"": ""curtailable"", ""appliance"": ""signage_and_display"", ""n"": 1, ""p_rat_kw"": 0.4, ""x_star"": 0.0, ""y_star"": 0.2531309599025563}",1,3,0.0,16.902509390305504,0.5500209488066078,PH,0.0001608234158893535,1.0,8.379522643077576e-05,0.0,0.0
DHNC0217-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0217-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0217"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,7,0.0,574.685319270387,0.08195302751919631,PL,0.0011257639112254745,0.14771048744460857,0.002849037698646375,0.0,0.0
DHNC0218-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0218-A00"", ""hID"": ""DHNC0218"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 1, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0218-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0218-A01"", ""hID"": ""DHNC0218"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0218-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0218-A02"", ""hID"": ""DHNC0218"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 1.0, ""y_star"": 0.0}",1,3,29.702930761449583,0.0,0.5500368135250119,PH,0.0001608234158893535,1.0,0.0001472541000474685,0.0,0.0
DHNC0218-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0218-A03"", ""hID"": ""DHNC0218"", ""class"": ""shiftable"", ""appliance"": ""water_heater_storage"", ""n"": 1, ""p_rat_kw"": 2.0, ""x_star"": 1.0, ""y_star"": 0.0}",1,3,39.603907681932775,0.0,0.5500490847000159,PH,0.0001608234158893535,1.0,0.0001963388000632913,0.0,0.0
DHNC0218-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0218-A04"", ""hID"": ""DHNC0218"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 2, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.34928120609521}",1,3,0.0,843.7753189289082,0.5510457669668106,PH,0.0001608234158893535,1.0,0.004183067867242282,0.0,0.0
DHNC0218-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0218-A05"", ""hID"": ""DHNC0218"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 2, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.34928120609521}",1,3,0.0,216.97079629600495,0.5502689115057513,PH,0.0001608234158893535,1.0,0.0010756460230051583,0.0,0.0
DHNC0218-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0218-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0218"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,8,69.30683844338236,1060.7461152249132,0.08264134479212427,PL,0.001286587327114828,0.14771048744460857,0.0056023067903582,0.0,0.0
DHNC0219-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0219-A00"", ""hID"": ""DHNC0219"", ""class"": ""critical"", ""appliance"": ""display_refrigeration"", ""n"": 2, ""p_rat_kw"": 0.8, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0219-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0219-A01"", ""hID"": ""DHNC0219"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 2, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0219-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0219-A02"", ""hID"": ""DHNC0219"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0219-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0219-A03"", ""hID"": ""DHNC0219"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 1.0, ""y_star"": 0.0}",1,3,62.88713307213579,0.0,0.5500779417043008,PH,0.0001608234158893535,1.0,0.00031176681720315253,0.0,0.0
DHNC0219-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0219-A04"", ""hID"": ""DHNC0219"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 3, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0219-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0219-A05"", ""hID"": ""DHNC0219"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 2, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0219-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0219-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0219"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,8,62.88713307213579,0.0,0.0813187097988355,PL,0.001286587327114828,0.14771048744460857,0.00031176681720315253,0.0,0.0
DHNC0220-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0220-A00"", ""hID"": ""DHNC0220"", ""class"": ""critical"", ""appliance"": ""display_refrigeration"", ""n"": 2, ""p_rat_kw"": 0.8, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0220-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0220-A01"", ""hID"": ""DHNC0220"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 1, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0220-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0220-A02"", ""hID"": ""DHNC0220"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0220-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0220-A03"", ""hID"": ""DHNC0220"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0220-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0220-A04"", ""hID"": ""DHNC0220"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 4, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.2149297939434613}",1,3,0.0,1124.792915409257,0.5513940574570618,PH,0.0001608234158893535,1.0,0.005576229828247268,0.0,0.0
DHNC0220-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0220-A05"", ""hID"": ""DHNC0220"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 1, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2149297939434613}",1,3,0.0,72.30811599059508,0.5500896179793826,PH,0.0001608234158893535,1.0,0.00035847191753018146,0.0,0.0
DHNC0220-A06,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0220-A06"", ""hID"": ""DHNC0220"", ""class"": ""curtailable"", ""appliance"": ""signage_and_display"", ""n"": 2, ""p_rat_kw"": 0.4, ""x_star"": 0.0, ""y_star"": 0.2149297939434613}",1,3,0.0,64.27388088052896,0.5500796604261179,PH,0.0001608234158893535,1.0,0.00031864170447127243,0.0,0.0
DHNC0220-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0220-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 7, ""hID"": ""DHNC0220"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,9,0.0,1261.3749122803808,0.08280410395709689,PL,0.0014474107430041815,0.14771048744460857,0.006253343450248721,0.0,0.0
DHNC0221-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0221-A00"", ""hID"": ""DHNC0221"", ""class"": ""critical"", ""appliance"": ""display_refrigeration"", ""n"": 3, ""p_rat_kw"": 0.8, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0221-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0221-A01"", ""hID"": ""DHNC0221"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 2, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0221-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0221-A02"", ""hID"": ""DHNC0221"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0221-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0221-A03"", ""hID"": ""DHNC0221"", ""class"": ""shiftable"", ""appliance"": ""water_heater_storage"", ""n"": 1, ""p_rat_kw"": 2.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0221-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0221-A04"", ""hID"": ""DHNC0221"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 4, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.2940179808254762}",1,3,0.0,908.1227667945767,0.551125518571138,PH,0.0001608234158893535,1.0,0.00450207428455206,0.0,0.0
DHNC0221-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0221-A05"", ""hID"": ""DHNC0221"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 3, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2940179808254762}",1,3,0.0,175.13796216752553,0.5502170642958624,PH,0.0001608234158893535,1.0,0.0008682571834493259,0.0,0.0
DHNC0221-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0221-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0221"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,8,0.0,1083.2607289621021,0.08258335096153506,PL,0.001286587327114828,0.14771048744460857,0.005370331468001385,0.0,0.0
DHNC0222-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0222-A00"", ""hID"": ""DHNC0222"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 1, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0222-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0222-A01"", ""hID"": ""DHNC0222"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0222-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0222-A02"", ""hID"": ""DHNC0222"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0222-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0222-A03"", ""hID"": ""DHNC0222"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 3, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.3084273996828563}",1,3,0.0,1097.5518619847533,0.5513602951590029,PH,0.0001608234158893535,1.0,0.005441180636011446,0.0,0.0
DHNC0222-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0222-A04"", ""hID"": ""DHNC0222"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 3, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.3084273996828563}",1,3,0.0,282.2276216532223,0.5503497901837436,PH,0.0001608234158893535,1.0,0.001399160734974372,0.0,0.0
DHNC0222-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0222-A05"", ""hID"": ""DHNC0222"", ""class"": ""curtailable"", ""appliance"": ""signage_and_display"", ""n"": 1, ""p_rat_kw"": 0.4, ""x_star"": 0.0, ""y_star"": 0.3084273996828563}",1,3,0.0,41.81149950418108,0.5500518207679621,PH,0.0001608234158893535,1.0,0.0002072830718480551,0.0,0.0
DHNC0222-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0222-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0222"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,8,0.0,1421.5909831421566,0.08300267420524318,PL,0.001286587327114828,0.14771048744460857,0.007047624442833873,0.0,0.0
DHNC0223-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0223-A00"", ""hID"": ""DHNC0223"", ""class"": ""critical"", ""appliance"": ""display_refrigeration"", ""n"": 2, ""p_rat_kw"": 0.8, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0223-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0223-A01"", ""hID"": ""DHNC0223"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 1, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0223-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0223-A02"", ""hID"": ""DHNC0223"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0223-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0223-A03"", ""hID"": ""DHNC0223"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0223-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0223-A04"", ""hID"": ""DHNC0223"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 2, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.2901085667553409}",1,3,0.0,532.9193242107918,0.550660495054468,PH,0.0001608234158893535,1.0,0.002641980217871789,0.0,0.0
DHNC0223-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0223-A05"", ""hID"": ""DHNC0223"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 1, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2901085667553409}",1,3,0.0,68.51819882710181,0.5500849207927173,PH,0.0001608234158893535,1.0,0.0003396831708692301,0.0,0.0
DHNC0223-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0223-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0223"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,8,0.0,601.4375230378937,0.08198618394171997,PL,0.001286587327114828,0.14771048744460857,0.0029816633887410197,0.0,0.0
DHNC0224-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0224-A00"", ""hID"": ""DHNC0224"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 2, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0224-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0224-A01"", ""hID"": ""DHNC0224"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0224-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0224-A02"", ""hID"": ""DHNC0224"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0224-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0224-A03"", ""hID"": ""DHNC0224"", ""class"": ""shiftable"", ""appliance"": ""water_heater_storage"", ""n"": 1, ""p_rat_kw"": 2.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0224-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0224-A04"", ""hID"": ""DHNC0224"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 4, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.3859561200973783}",1,3,0.0,800.0223293938672,0.5509915399348881,PH,0.0001608234158893535,1.0,0.0039661597395523815,0.0,0.0
DHNC0224-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0224-A05"", ""hID"": ""DHNC0224"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 3, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.3859561200973783}",1,3,0.0,154.29002066881725,0.5501912255588713,PH,0.0001608234158893535,1.0,0.0007649022354851023,0.0,0.0
DHNC0224-A06,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0224-A06"", ""hID"": ""DHNC0224"", ""class"": ""curtailable"", ""appliance"": ""signage_and_display"", ""n"": 2, ""p_rat_kw"": 0.4, ""x_star"": 0.0, ""y_star"": 0.3859561200973783}",1,3,0.0,45.715561679649554,0.5500566594248508,PH,0.0001608234158893535,1.0,0.00022663769940299325,0.0,0.0
DHNC0224-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0224-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 7, ""hID"": ""DHNC0224"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,9,0.0,1000.0279117423339,0.08248019301314484,PL,0.0014474107430041815,0.14771048744460857,0.004957699674440477,0.0,0.0
DHNC0225-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0225-A00"", ""hID"": ""DHNC0225"", ""class"": ""critical"", ""appliance"": ""display_refrigeration"", ""n"": 3, ""p_rat_kw"": 0.8, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0225-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0225-A01"", ""hID"": ""DHNC0225"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 2, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0225-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0225-A02"", ""hID"": ""DHNC0225"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0225-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0225-A03"", ""hID"": ""DHNC0225"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 1.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0225-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0225-A04"", ""hID"": ""DHNC0225"", ""class"": ""shiftable"", ""appliance"": ""water_heater_storage"", ""n"": 1, ""p_rat_kw"": 2.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0225-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0225-A05"", ""hID"": ""DHNC0225"", ""class"": ""curtailable"", ""appliance"": ""ac_cassette"", ""n"": 3, ""p_rat_kw"": 3.5, ""x_star"": 0.0, ""y_star"": 0.2467620754474981}",1,3,0.0,636.6649550141954,0.5507890763855536,PH,0.0001608234158893535,1.0,0.0031563055422145158,0.0,0.0
DHNC0225-A06,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0225-A06"", ""hID"": ""DHNC0225"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 3, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2467620754474981}",1,3,0.0,163.7138455750788,0.5502029053562852,PH,0.0001608234158893535,1.0,0.0008116214251408755,0.0,0.0
DHNC0225-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0225-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 7, ""hID"": ""DHNC0225"", ""archetype"": ""Commercial"", ""w_h"": 41.12269977226239}",1,9,0.0,800.3788005892741,0.08223274983637356,PL,0.0014474107430041815,0.14771048744460857,0.003967926967355391,0.0,0.0
DHNC0226-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0226-A00"", ""hID"": ""DHNC0226"", ""class"": ""critical"", ""appliance"": ""pos_and_servers"", ""n"": 1, ""p_rat_kw"": 0.3, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0226-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0226-A01"", ""hID"": ""DHNC0226"", ""class"": ""critical"", ""appliance"": ""security_and_cctv"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0226-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0226-A02"", ""hID"": ""DHNC0226"", ""class"": ""curtailable"", ""appliance"": ""lighting_retail"", ""n"": 1, ""p_rat_kw"": 0.9, ""x_star"": 0.0, ""y_star"": 0.2934694288160982}",1,3,0.0,75.81682962620879,0.550093966645116,PH,0.0001608234158893535,1.0,0.0003758665804638186,0.0,0.0
DHNC0226-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0226-A03"", ""hID"": ""DHNC0226"", ""class"": ""curtailable"", ""appliance"": ""signage_and_display"", ""n"": 2, ""p_rat_kw"": 0.4, ""x_star"": 0.0, ""y_star"": 0.2934694288160982}",1,3,0.0,67.39273744551893,0.5500835259067698,PH,0.0001608234158893535,1.0,0.0003341036270789499,0.0,0.0
