nodeId,appliance_id,appliance_name,category,rated_power_w,actual_power_w,duty_cycle,quantity,household_id,label
APP_KSM0067_exhaust_fan_1,KSM0067_exhaust_fan_1,exhaust_fan,Curtailable,35,36.1,0.9,1,KHH0067,Appliance
APP_KSM0068_ceiling_fan_1,KSM0068_ceiling_fan_1,ceiling_fan,Curtailable,75,64.2,0.85,2,KHH0068,Appliance
APP_KSM0068_table_fan_1,KSM0068_table_fan_1,table_fan,Curtailable,45,30.6,0.8,1,KHH0068,Appliance
APP_KSM0068_split_ac_1ton_1,KSM0068_split_ac_1ton_1,split_ac_1ton,Schedulable,1100,940.0,0.65,1,KHH0068,Appliance
APP_KSM0068_refrigerator_1,KSM0068_refrigerator_1,refrigerator,Critical,150,172.6,0.42,1,KHH0068,Appliance
APP_KSM0068_led_light_1,KSM0068_led_light_1,led_light,Critical,10,9.2,1.0,9,KHH0068,Appliance
APP_KSM0068_tube_light_1,KSM0068_tube_light_1,tube_light,Critical,36,39.9,1.0,3,KHH0068,Appliance
APP_KSM0068_rice_cooker_1,KSM0068_rice_cooker_1,rice_cooker,Schedulable,650,547.6,0.6,1,KHH0068,Appliance
APP_KSM0068_blender_mixer_1,KSM0068_blender_mixer_1,blender_mixer,Schedulable,400,378.9,0.9,1,KHH0068,Appliance
APP_KSM0068_electric_iron_1,KSM0068_electric_iron_1,electric_iron,Schedulable,1000,1026.6,0.8,1,KHH0068,Appliance
APP_KSM0068_water_pump_0_5hp_1,KSM0068_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,377.5,0.95,1,KHH0068,Appliance
APP_KSM0068_computer_laptop_1,KSM0068_computer_laptop_1,computer_laptop,Curtailable,80,83.9,1.0,1,KHH0068,Appliance
APP_KSM0068_router_charger_standby_1,KSM0068_router_charger_standby_1,router_charger_standby,Critical,18,27.1,1.0,1,KHH0068,Appliance
APP_KSM0068_exhaust_fan_1,KSM0068_exhaust_fan_1,exhaust_fan,Curtailable,35,37.5,0.9,1,KHH0068,Appliance
APP_KSM0069_ceiling_fan_1,KSM0069_ceiling_fan_1,ceiling_fan,Curtailable,75,99.9,0.85,3,KHH0069,Appliance
APP_KSM0069_refrigerator_1,KSM0069_refrigerator_1,refrigerator,Critical,150,150.6,0.42,1,KHH0069,Appliance
APP_KSM0069_led_light_1,KSM0069_led_light_1,led_light,Critical,10,12.8,1.0,8,KHH0069,Appliance
APP_KSM0069_tube_light_1,KSM0069_tube_light_1,tube_light,Critical,36,38.6,1.0,1,KHH0069,Appliance
APP_KSM0069_tv_led_1,KSM0069_tv_led_1,tv_led,Curtailable,60,64.3,1.0,1,KHH0069,Appliance
APP_KSM0069_rice_cooker_1,KSM0069_rice_cooker_1,rice_cooker,Schedulable,650,676.1,0.6,1,KHH0069,Appliance
APP_KSM0069_electric_kettle_1,KSM0069_electric_kettle_1,electric_kettle,Schedulable,1800,1922.5,0.9,1,KHH0069,Appliance
APP_KSM0069_blender_mixer_1,KSM0069_blender_mixer_1,blender_mixer,Schedulable,400,363.4,0.9,1,KHH0069,Appliance
APP_KSM0069_electric_iron_1,KSM0069_electric_iron_1,electric_iron,Schedulable,1000,966.4,0.8,1,KHH0069,Appliance
APP_KSM0069_water_pump_0_5hp_1,KSM0069_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,348.9,0.95,1,KHH0069,Appliance
APP_KSM0069_ips_backup_1,KSM0069_ips_backup_1,ips_backup,Schedulable,300,270.8,0.6,1,KHH0069,Appliance
APP_KSM0069_exhaust_fan_1,KSM0069_exhaust_fan_1,exhaust_fan,Curtailable,35,32.3,0.9,1,KHH0069,Appliance
APP_KSM0070_ceiling_fan_1,KSM0070_ceiling_fan_1,ceiling_fan,Curtailable,75,68.5,0.85,3,KHH0070,Appliance
APP_KSM0070_table_fan_1,KSM0070_table_fan_1,table_fan,Curtailable,45,41.2,0.8,1,KHH0070,Appliance
APP_KSM0070_refrigerator_1,KSM0070_refrigerator_1,refrigerator,Critical,150,136.9,0.42,1,KHH0070,Appliance
APP_KSM0070_led_light_1,KSM0070_led_light_1,led_light,Critical,10,13.3,1.0,7,KHH0070,Appliance
APP_KSM0070_tube_light_1,KSM0070_tube_light_1,tube_light,Critical,36,37.6,1.0,3,KHH0070,Appliance
APP_KSM0070_tv_led_1,KSM0070_tv_led_1,tv_led,Curtailable,60,50.7,1.0,1,KHH0070,Appliance
APP_KSM0070_rice_cooker_1,KSM0070_rice_cooker_1,rice_cooker,Schedulable,650,762.0,0.6,1,KHH0070,Appliance
APP_KSM0070_electric_kettle_1,KSM0070_electric_kettle_1,electric_kettle,Schedulable,1800,1976.4,0.9,1,KHH0070,Appliance
APP_KSM0070_microwave_oven_1,KSM0070_microwave_oven_1,microwave_oven,Schedulable,1100,1125.4,0.85,1,KHH0070,Appliance
APP_KSM0070_blender_mixer_1,KSM0070_blender_mixer_1,blender_mixer,Schedulable,400,459.6,0.9,1,KHH0070,Appliance
APP_KSM0070_electric_iron_1,KSM0070_electric_iron_1,electric_iron,Schedulable,1000,970.9,0.8,1,KHH0070,Appliance
APP_KSM0070_water_pump_0_5hp_1,KSM0070_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,390.3,0.95,1,KHH0070,Appliance
APP_KSM0070_computer_laptop_1,KSM0070_computer_laptop_1,computer_laptop,Curtailable,80,59.3,1.0,1,KHH0070,Appliance
APP_KSM0070_router_charger_standby_1,KSM0070_router_charger_standby_1,router_charger_standby,Critical,18,18.0,1.0,1,KHH0070,Appliance
APP_KSM0070_exhaust_fan_1,KSM0070_exhaust_fan_1,exhaust_fan,Curtailable,35,32.4,0.9,1,KHH0070,Appliance
APP_KSM0071_ceiling_fan_1,KSM0071_ceiling_fan_1,ceiling_fan,Curtailable,75,78.7,0.85,3,KHH0071,Appliance
APP_KSM0071_table_fan_1,KSM0071_table_fan_1,table_fan,Curtailable,45,40.4,0.8,1,KHH0071,Appliance
APP_KSM0071_refrigerator_1,KSM0071_refrigerator_1,refrigerator,Critical,150,133.6,0.42,1,KHH0071,Appliance
APP_KSM0071_led_light_1,KSM0071_led_light_1,led_light,Critical,10,9.2,1.0,4,KHH0071,Appliance
APP_KSM0071_tv_led_1,KSM0071_tv_led_1,tv_led,Curtailable,60,58.3,1.0,2,KHH0071,Appliance
APP_KSM0071_rice_cooker_1,KSM0071_rice_cooker_1,rice_cooker,Schedulable,650,620.9,0.6,1,KHH0071,Appliance
APP_KSM0071_blender_mixer_1,KSM0071_blender_mixer_1,blender_mixer,Schedulable,400,545.8,0.9,1,KHH0071,Appliance
APP_KSM0071_electric_iron_1,KSM0071_electric_iron_1,electric_iron,Schedulable,1000,1277.8,0.8,1,KHH0071,Appliance
APP_KSM0071_washing_machine_1,KSM0071_washing_machine_1,washing_machine,Schedulable,450,480.7,0.7,1,KHH0071,Appliance
APP_KSM0071_router_charger_standby_1,KSM0071_router_charger_standby_1,router_charger_standby,Critical,18,11.3,1.0,2,KHH0071,Appliance
APP_KSM0071_exhaust_fan_1,KSM0071_exhaust_fan_1,exhaust_fan,Curtailable,35,30.1,0.9,1,KHH0071,Appliance
APP_KSM0072_ceiling_fan_1,KSM0072_ceiling_fan_1,ceiling_fan,Curtailable,75,63.3,0.85,3,KHH0072,Appliance
APP_KSM0072_split_ac_1ton_1,KSM0072_split_ac_1ton_1,split_ac_1ton,Schedulable,1100,1085.2,0.65,1,KHH0072,Appliance
APP_KSM0072_refrigerator_1,KSM0072_refrigerator_1,refrigerator,Critical,150,134.1,0.42,1,KHH0072,Appliance
APP_KSM0072_led_light_1,KSM0072_led_light_1,led_light,Critical,10,9.6,1.0,8,KHH0072,Appliance
APP_KSM0072_tube_light_1,KSM0072_tube_light_1,tube_light,Critical,36,40.4,1.0,1,KHH0072,Appliance
APP_KSM0072_tv_led_1,KSM0072_tv_led_1,tv_led,Curtailable,60,38.2,1.0,1,KHH0072,Appliance
APP_KSM0072_rice_cooker_1,KSM0072_rice_cooker_1,rice_cooker,Schedulable,650,785.6,0.6,1,KHH0072,Appliance
APP_KSM0072_blender_mixer_1,KSM0072_blender_mixer_1,blender_mixer,Schedulable,400,361.9,0.9,1,KHH0072,Appliance
APP_KSM0072_electric_iron_1,KSM0072_electric_iron_1,electric_iron,Schedulable,1000,1093.8,0.8,1,KHH0072,Appliance
APP_KSM0072_ips_backup_1,KSM0072_ips_backup_1,ips_backup,Schedulable,300,377.5,0.6,1,KHH0072,Appliance
APP_KSM0072_computer_laptop_1,KSM0072_computer_laptop_1,computer_laptop,Curtailable,80,56.0,1.0,1,KHH0072,Appliance
APP_KSM0072_router_charger_standby_1,KSM0072_router_charger_standby_1,router_charger_standby,Critical,18,15.6,1.0,1,KHH0072,Appliance
APP_KSM0073_ceiling_fan_1,KSM0073_ceiling_fan_1,ceiling_fan,Curtailable,75,72.5,0.85,2,KHH0073,Appliance
APP_KSM0073_refrigerator_1,KSM0073_refrigerator_1,refrigerator,Critical,150,196.2,0.42,1,KHH0073,Appliance
APP_KSM0073_led_light_1,KSM0073_led_light_1,led_light,Critical,10,9.8,1.0,6,KHH0073,Appliance
APP_KSM0073_tube_light_1,KSM0073_tube_light_1,tube_light,Critical,36,45.8,1.0,1,KHH0073,Appliance
APP_KSM0073_tv_led_1,KSM0073_tv_led_1,tv_led,Curtailable,60,67.1,1.0,1,KHH0073,Appliance
APP_KSM0073_rice_cooker_1,KSM0073_rice_cooker_1,rice_cooker,Schedulable,650,577.2,0.6,1,KHH0073,Appliance
APP_KSM0073_electric_kettle_1,KSM0073_electric_kettle_1,electric_kettle,Schedulable,1800,1557.5,0.9,1,KHH0073,Appliance
APP_KSM0073_electric_iron_1,KSM0073_electric_iron_1,electric_iron,Schedulable,1000,976.3,0.8,1,KHH0073,Appliance
APP_KSM0073_ips_backup_1,KSM0073_ips_backup_1,ips_backup,Schedulable,300,300.4,0.6,1,KHH0073,Appliance
APP_KSM0073_computer_laptop_1,KSM0073_computer_laptop_1,computer_laptop,Curtailable,80,73.5,1.0,2,KHH0073,Appliance
APP_KSM0073_router_charger_standby_1,KSM0073_router_charger_standby_1,router_charger_standby,Critical,18,21.5,1.0,1,KHH0073,Appliance
APP_KSM0074_ceiling_fan_1,KSM0074_ceiling_fan_1,ceiling_fan,Curtailable,75,59.5,0.85,2,KHH0074,Appliance
APP_KSM0074_table_fan_1,KSM0074_table_fan_1,table_fan,Curtailable,45,38.1,0.8,1,KHH0074,Appliance
APP_KSM0074_refrigerator_1,KSM0074_refrigerator_1,refrigerator,Critical,150,160.6,0.42,1,KHH0074,Appliance
APP_KSM0074_led_light_1,KSM0074_led_light_1,led_light,Critical,10,11.5,1.0,6,KHH0074,Appliance
APP_KSM0074_tube_light_1,KSM0074_tube_light_1,tube_light,Critical,36,29.5,1.0,3,KHH0074,Appliance
APP_KSM0074_tv_led_1,KSM0074_tv_led_1,tv_led,Curtailable,60,44.7,1.0,2,KHH0074,Appliance
APP_KSM0074_rice_cooker_1,KSM0074_rice_cooker_1,rice_cooker,Schedulable,650,642.5,0.6,1,KHH0074,Appliance
APP_KSM0074_microwave_oven_1,KSM0074_microwave_oven_1,microwave_oven,Schedulable,1100,1171.8,0.85,1,KHH0074,Appliance
APP_KSM0074_blender_mixer_1,KSM0074_blender_mixer_1,blender_mixer,Schedulable,400,357.0,0.9,1,KHH0074,Appliance
APP_KSM0074_electric_iron_1,KSM0074_electric_iron_1,electric_iron,Schedulable,1000,893.6,0.8,1,KHH0074,Appliance
APP_KSM0074_water_pump_0_5hp_1,KSM0074_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,344.7,0.95,1,KHH0074,Appliance
APP_KSM0074_ips_backup_1,KSM0074_ips_backup_1,ips_backup,Schedulable,300,312.2,0.6,1,KHH0074,Appliance
APP_KSM0074_router_charger_standby_1,KSM0074_router_charger_standby_1,router_charger_standby,Critical,18,17.9,1.0,2,KHH0074,Appliance
APP_KSM0074_exhaust_fan_1,KSM0074_exhaust_fan_1,exhaust_fan,Curtailable,35,32.0,0.9,1,KHH0074,Appliance
APP_KSM0075_ceiling_fan_1,KSM0075_ceiling_fan_1,ceiling_fan,Curtailable,75,76.5,0.85,4,KHH0075,Appliance
APP_KSM0075_table_fan_1,KSM0075_table_fan_1,table_fan,Curtailable,45,39.4,0.8,1,KHH0075,Appliance
APP_KSM0075_refrigerator_1,KSM0075_refrigerator_1,refrigerator,Critical,150,128.8,0.42,1,KHH0075,Appliance
APP_KSM0075_deep_freezer_1,KSM0075_deep_freezer_1,deep_freezer,Critical,180,183.8,0.5,1,KHH0075,Appliance
APP_KSM0075_led_light_1,KSM0075_led_light_1,led_light,Critical,10,11.1,1.0,9,KHH0075,Appliance
APP_KSM0075_tv_led_1,KSM0075_tv_led_1,tv_led,Curtailable,60,76.6,1.0,1,KHH0075,Appliance
APP_KSM0075_rice_cooker_1,KSM0075_rice_cooker_1,rice_cooker,Schedulable,650,751.7,0.6,1,KHH0075,Appliance
APP_KSM0075_electric_kettle_1,KSM0075_electric_kettle_1,electric_kettle,Schedulable,1800,1555.5,0.9,1,KHH0075,Appliance
APP_KSM0075_microwave_oven_1,KSM0075_microwave_oven_1,microwave_oven,Schedulable,1100,1071.4,0.85,1,KHH0075,Appliance
APP_KSM0075_blender_mixer_1,KSM0075_blender_mixer_1,blender_mixer,Schedulable,400,327.2,0.9,1,KHH0075,Appliance
APP_KSM0075_electric_iron_1,KSM0075_electric_iron_1,electric_iron,Schedulable,1000,1088.8,0.8,1,KHH0075,Appliance
APP_KSM0075_washing_machine_1,KSM0075_washing_machine_1,washing_machine,Schedulable,450,496.8,0.7,1,KHH0075,Appliance
APP_KSM0075_water_pump_0_5hp_1,KSM0075_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,352.0,0.95,1,KHH0075,Appliance
APP_KSM0075_ips_backup_1,KSM0075_ips_backup_1,ips_backup,Schedulable,300,283.2,0.6,1,KHH0075,Appliance
APP_KSM0075_geyser_water_heater_1,KSM0075_geyser_water_heater_1,geyser_water_heater,Schedulable,1800,2088.1,0.8,1,KHH0075,Appliance
APP_KSM0075_computer_laptop_1,KSM0075_computer_laptop_1,computer_laptop,Curtailable,80,58.9,1.0,1,KHH0075,Appliance
APP_KSM0075_router_charger_standby_1,KSM0075_router_charger_standby_1,router_charger_standby,Critical,18,24.6,1.0,1,KHH0075,Appliance
APP_KSM0076_ceiling_fan_1,KSM0076_ceiling_fan_1,ceiling_fan,Curtailable,75,65.1,0.85,2,KHH0076,Appliance
APP_KSM0076_table_fan_1,KSM0076_table_fan_1,table_fan,Curtailable,45,29.7,0.8,1,KHH0076,Appliance
APP_KSM0076_refrigerator_1,KSM0076_refrigerator_1,refrigerator,Critical,150,117.6,0.42,1,KHH0076,Appliance
APP_KSM0076_led_light_1,KSM0076_led_light_1,led_light,Critical,10,12.2,1.0,7,KHH0076,Appliance
APP_KSM0076_tube_light_1,KSM0076_tube_light_1,tube_light,Critical,36,30.0,1.0,2,KHH0076,Appliance
APP_KSM0076_rice_cooker_1,KSM0076_rice_cooker_1,rice_cooker,Schedulable,650,655.3,0.6,1,KHH0076,Appliance
APP_KSM0076_electric_kettle_1,KSM0076_electric_kettle_1,electric_kettle,Schedulable,1800,1884.1,0.9,1,KHH0076,Appliance
APP_KSM0076_microwave_oven_1,KSM0076_microwave_oven_1,microwave_oven,Schedulable,1100,898.9,0.85,1,KHH0076,Appliance
APP_KSM0076_blender_mixer_1,KSM0076_blender_mixer_1,blender_mixer,Schedulable,400,383.2,0.9,1,KHH0076,Appliance
APP_KSM0076_electric_iron_1,KSM0076_electric_iron_1,electric_iron,Schedulable,1000,950.1,0.8,1,KHH0076,Appliance
APP_KSM0076_computer_laptop_1,KSM0076_computer_laptop_1,computer_laptop,Curtailable,80,85.2,1.0,1,KHH0076,Appliance
APP_KSM0076_router_charger_standby_1,KSM0076_router_charger_standby_1,router_charger_standby,Critical,18,19.6,1.0,1,KHH0076,Appliance
APP_KSM0077_ceiling_fan_1,KSM0077_ceiling_fan_1,ceiling_fan,Curtailable,75,85.7,0.85,3,KHH0077,Appliance
APP_KSM0077_table_fan_1,KSM0077_table_fan_1,table_fan,Curtailable,45,39.1,0.8,1,KHH0077,Appliance
APP_KSM0077_refrigerator_1,KSM0077_refrigerator_1,refrigerator,Critical,150,178.7,0.42,1,KHH0077,Appliance
APP_KSM0077_led_light_1,KSM0077_led_light_1,led_light,Critical,10,9.3,1.0,6,KHH0077,Appliance
APP_KSM0077_tv_led_1,KSM0077_tv_led_1,tv_led,Curtailable,60,82.7,1.0,1,KHH0077,Appliance
APP_KSM0077_rice_cooker_1,KSM0077_rice_cooker_1,rice_cooker,Schedulable,650,718.4,0.6,1,KHH0077,Appliance
APP_KSM0077_electric_kettle_1,KSM0077_electric_kettle_1,electric_kettle,Schedulable,1800,1951.2,0.9,1,KHH0077,Appliance
APP_KSM0077_electric_iron_1,KSM0077_electric_iron_1,electric_iron,Schedulable,1000,1210.7,0.8,1,KHH0077,Appliance
APP_KSM0077_router_charger_standby_1,KSM0077_router_charger_standby_1,router_charger_standby,Critical,18,17.2,1.0,1,KHH0077,Appliance
APP_KSM0078_ceiling_fan_1,KSM0078_ceiling_fan_1,ceiling_fan,Curtailable,75,99.3,0.85,2,KHH0078,Appliance
APP_KSM0078_refrigerator_1,KSM0078_refrigerator_1,refrigerator,Critical,150,133.7,0.42,1,KHH0078,Appliance
APP_KSM0078_led_light_1,KSM0078_led_light_1,led_light,Critical,10,7.2,1.0,9,KHH0078,Appliance
APP_KSM0078_tube_light_1,KSM0078_tube_light_1,tube_light,Critical,36,30.5,1.0,2,KHH0078,Appliance
APP_KSM0078_tv_led_1,KSM0078_tv_led_1,tv_led,Curtailable,60,51.1,1.0,1,KHH0078,Appliance
APP_KSM0078_rice_cooker_1,KSM0078_rice_cooker_1,rice_cooker,Schedulable,650,624.9,0.6,1,KHH0078,Appliance
APP_KSM0078_blender_mixer_1,KSM0078_blender_mixer_1,blender_mixer,Schedulable,400,406.9,0.9,1,KHH0078,Appliance
APP_KSM0078_electric_iron_1,KSM0078_electric_iron_1,electric_iron,Schedulable,1000,927.3,0.8,1,KHH0078,Appliance
APP_KSM0078_ips_backup_1,KSM0078_ips_backup_1,ips_backup,Schedulable,300,306.7,0.6,1,KHH0078,Appliance
APP_KSM0078_computer_laptop_1,KSM0078_computer_laptop_1,computer_laptop,Curtailable,80,78.6,1.0,1,KHH0078,Appliance
APP_KSM0078_router_charger_standby_1,KSM0078_router_charger_standby_1,router_charger_standby,Critical,18,10.6,1.0,1,KHH0078,Appliance
APP_KSM0079_ceiling_fan_1,KSM0079_ceiling_fan_1,ceiling_fan,Curtailable,75,81.0,0.85,4,KHH0079,Appliance
APP_KSM0079_table_fan_1,KSM0079_table_fan_1,table_fan,Curtailable,45,41.8,0.8,1,KHH0079,Appliance
APP_KSM0079_split_ac_1ton_1,KSM0079_split_ac_1ton_1,split_ac_1ton,Schedulable,1100,871.9,0.65,1,KHH0079,Appliance
APP_KSM0079_refrigerator_1,KSM0079_refrigerator_1,refrigerator,Critical,150,165.4,0.42,1,KHH0079,Appliance
APP_KSM0079_led_light_1,KSM0079_led_light_1,led_light,Critical,10,10.1,1.0,4,KHH0079,Appliance
APP_KSM0079_tube_light_1,KSM0079_tube_light_1,tube_light,Critical,36,31.4,1.0,2,KHH0079,Appliance
APP_KSM0079_tv_led_1,KSM0079_tv_led_1,tv_led,Curtailable,60,61.9,1.0,1,KHH0079,Appliance
APP_KSM0079_rice_cooker_1,KSM0079_rice_cooker_1,rice_cooker,Schedulable,650,771.9,0.6,1,KHH0079,Appliance
APP_KSM0079_electric_kettle_1,KSM0079_electric_kettle_1,electric_kettle,Schedulable,1800,1731.1,0.9,1,KHH0079,Appliance
APP_KSM0079_blender_mixer_1,KSM0079_blender_mixer_1,blender_mixer,Schedulable,400,455.8,0.9,1,KHH0079,Appliance
APP_KSM0079_electric_iron_1,KSM0079_electric_iron_1,electric_iron,Schedulable,1000,983.9,0.8,1,KHH0079,Appliance
APP_KSM0079_router_charger_standby_1,KSM0079_router_charger_standby_1,router_charger_standby,Critical,18,20.7,1.0,1,KHH0079,Appliance
APP_KSM0079_exhaust_fan_1,KSM0079_exhaust_fan_1,exhaust_fan,Curtailable,35,28.3,0.9,1,KHH0079,Appliance
APP_KSM0080_ceiling_fan_1,KSM0080_ceiling_fan_1,ceiling_fan,Curtailable,75,88.7,0.85,4,KHH0080,Appliance
APP_KSM0080_table_fan_1,KSM0080_table_fan_1,table_fan,Curtailable,45,44.5,0.8,1,KHH0080,Appliance
APP_KSM0080_split_ac_1ton_1,KSM0080_split_ac_1ton_1,split_ac_1ton,Schedulable,1100,1192.8,0.65,1,KHH0080,Appliance
APP_KSM0080_refrigerator_1,KSM0080_refrigerator_1,refrigerator,Critical,150,156.3,0.42,1,KHH0080,Appliance
APP_KSM0080_deep_freezer_1,KSM0080_deep_freezer_1,deep_freezer,Critical,180,136.8,0.5,1,KHH0080,Appliance
APP_KSM0080_led_light_1,KSM0080_led_light_1,led_light,Critical,10,11.2,1.0,8,KHH0080,Appliance
APP_KSM0080_tube_light_1,KSM0080_tube_light_1,tube_light,Critical,36,39.6,1.0,3,KHH0080,Appliance
APP_KSM0080_tv_led_1,KSM0080_tv_led_1,tv_led,Curtailable,60,43.2,1.0,1,KHH0080,Appliance
APP_KSM0080_rice_cooker_1,KSM0080_rice_cooker_1,rice_cooker,Schedulable,650,633.4,0.6,1,KHH0080,Appliance
APP_KSM0080_electric_kettle_1,KSM0080_electric_kettle_1,electric_kettle,Schedulable,1800,1695.8,0.9,1,KHH0080,Appliance
APP_KSM0080_blender_mixer_1,KSM0080_blender_mixer_1,blender_mixer,Schedulable,400,450.6,0.9,1,KHH0080,Appliance
APP_KSM0080_electric_iron_1,KSM0080_electric_iron_1,electric_iron,Schedulable,1000,897.8,0.8,1,KHH0080,Appliance
APP_KSM0080_water_pump_0_5hp_1,KSM0080_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,350.9,0.95,1,KHH0080,Appliance
APP_KSM0080_ips_backup_1,KSM0080_ips_backup_1,ips_backup,Schedulable,300,301.8,0.6,1,KHH0080,Appliance
APP_KSM0080_router_charger_standby_1,KSM0080_router_charger_standby_1,router_charger_standby,Critical,18,17.2,1.0,2,KHH0080,Appliance
APP_KSM0080_exhaust_fan_1,KSM0080_exhaust_fan_1,exhaust_fan,Curtailable,35,40.3,0.9,1,KHH0080,Appliance
APP_KSM0081_ceiling_fan_1,KSM0081_ceiling_fan_1,ceiling_fan,Curtailable,75,77.9,0.85,2,KHH0081,Appliance
APP_KSM0081_refrigerator_1,KSM0081_refrigerator_1,refrigerator,Critical,150,187.4,0.42,1,KHH0081,Appliance
APP_KSM0081_led_light_1,KSM0081_led_light_1,led_light,Critical,10,6.0,1.0,8,KHH0081,Appliance
APP_KSM0081_tube_light_1,KSM0081_tube_light_1,tube_light,Critical,36,36.3,1.0,2,KHH0081,Appliance
APP_KSM0081_tv_led_1,KSM0081_tv_led_1,tv_led,Curtailable,60,51.0,1.0,1,KHH0081,Appliance
APP_KSM0081_blender_mixer_1,KSM0081_blender_mixer_1,blender_mixer,Schedulable,400,378.9,0.9,1,KHH0081,Appliance
APP_KSM0081_electric_iron_1,KSM0081_electric_iron_1,electric_iron,Schedulable,1000,1018.9,0.8,1,KHH0081,Appliance
APP_KSM0081_ips_backup_1,KSM0081_ips_backup_1,ips_backup,Schedulable,300,381.5,0.6,1,KHH0081,Appliance
APP_KSM0081_computer_laptop_1,KSM0081_computer_laptop_1,computer_laptop,Curtailable,80,26.3,1.0,1,KHH0081,Appliance
APP_KSM0081_router_charger_standby_1,KSM0081_router_charger_standby_1,router_charger_standby,Critical,18,25.7,1.0,2,KHH0081,Appliance
APP_KSM0081_exhaust_fan_1,KSM0081_exhaust_fan_1,exhaust_fan,Curtailable,35,39.9,0.9,1,KHH0081,Appliance
APP_KSM0082_ceiling_fan_1,KSM0082_ceiling_fan_1,ceiling_fan,Curtailable,75,72.7,0.85,2,KHH0082,Appliance
APP_KSM0082_table_fan_1,KSM0082_table_fan_1,table_fan,Curtailable,45,44.8,0.8,1,KHH0082,Appliance
APP_KSM0082_split_ac_1ton_1,KSM0082_split_ac_1ton_1,split_ac_1ton,Schedulable,1100,1003.9,0.65,1,KHH0082,Appliance
APP_KSM0082_refrigerator_1,KSM0082_refrigerator_1,refrigerator,Critical,150,213.7,0.42,1,KHH0082,Appliance
APP_KSM0082_led_light_1,KSM0082_led_light_1,led_light,Critical,10,9.1,1.0,7,KHH0082,Appliance
APP_KSM0082_tube_light_1,KSM0082_tube_light_1,tube_light,Critical,36,40.9,1.0,3,KHH0082,Appliance
APP_KSM0082_tv_led_1,KSM0082_tv_led_1,tv_led,Curtailable,60,51.3,1.0,1,KHH0082,Appliance
APP_KSM0082_rice_cooker_1,KSM0082_rice_cooker_1,rice_cooker,Schedulable,650,558.6,0.6,1,KHH0082,Appliance
APP_KSM0082_blender_mixer_1,KSM0082_blender_mixer_1,blender_mixer,Schedulable,400,377.0,0.9,1,KHH0082,Appliance
APP_KSM0082_electric_iron_1,KSM0082_electric_iron_1,electric_iron,Schedulable,1000,973.5,0.8,1,KHH0082,Appliance
APP_KSM0082_washing_machine_1,KSM0082_washing_machine_1,washing_machine,Schedulable,450,425.6,0.7,1,KHH0082,Appliance
APP_KSM0082_ips_backup_1,KSM0082_ips_backup_1,ips_backup,Schedulable,300,201.7,0.6,1,KHH0082,Appliance
APP_KSM0082_computer_laptop_1,KSM0082_computer_laptop_1,computer_laptop,Curtailable,80,59.3,1.0,1,KHH0082,Appliance
APP_KSM0082_router_charger_standby_1,KSM0082_router_charger_standby_1,router_charger_standby,Critical,18,18.2,1.0,1,KHH0082,Appliance
APP_KSM0082_exhaust_fan_1,KSM0082_exhaust_fan_1,exhaust_fan,Curtailable,35,35.3,0.9,1,KHH0082,Appliance
APP_KSM0083_ceiling_fan_1,KSM0083_ceiling_fan_1,ceiling_fan,Curtailable,75,76.8,0.85,4,KHH0083,Appliance
APP_KSM0083_table_fan_1,KSM0083_table_fan_1,table_fan,Curtailable,45,51.9,0.8,1,KHH0083,Appliance
APP_KSM0083_refrigerator_1,KSM0083_refrigerator_1,refrigerator,Critical,150,167.9,0.42,1,KHH0083,Appliance
APP_KSM0083_deep_freezer_1,KSM0083_deep_freezer_1,deep_freezer,Critical,180,187.9,0.5,1,KHH0083,Appliance
APP_KSM0083_led_light_1,KSM0083_led_light_1,led_light,Critical,10,12.3,1.0,5,KHH0083,Appliance
APP_KSM0083_tube_light_1,KSM0083_tube_light_1,tube_light,Critical,36,29.8,1.0,1,KHH0083,Appliance
APP_KSM0083_tv_led_1,KSM0083_tv_led_1,tv_led,Curtailable,60,71.4,1.0,1,KHH0083,Appliance
APP_KSM0083_electric_iron_1,KSM0083_electric_iron_1,electric_iron,Schedulable,1000,1212.7,0.8,1,KHH0083,Appliance
APP_KSM0083_washing_machine_1,KSM0083_washing_machine_1,washing_machine,Schedulable,450,419.9,0.7,1,KHH0083,Appliance
APP_KSM0083_water_pump_0_5hp_1,KSM0083_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,397.0,0.95,1,KHH0083,Appliance
APP_KSM0083_computer_laptop_1,KSM0083_computer_laptop_1,computer_laptop,Curtailable,80,72.7,1.0,1,KHH0083,Appliance
APP_KSM0083_router_charger_standby_1,KSM0083_router_charger_standby_1,router_charger_standby,Critical,18,19.3,1.0,1,KHH0083,Appliance
APP_KSM0084_ceiling_fan_1,KSM0084_ceiling_fan_1,ceiling_fan,Curtailable,75,71.2,0.85,3,KHH0084,Appliance
APP_KSM0084_table_fan_1,KSM0084_table_fan_1,table_fan,Curtailable,45,56.0,0.8,2,KHH0084,Appliance
