nodeId,date,substation,action,energy_shifted_kwh,energy_curtailed_kwh,molp_alpha,gcs_score,predicted_load_w,optimised_load_w,power_deviation_ratio,substation_pred_peak_mw,actual_substation_peak_mw,forecast_error_mw,stress_threshold_mw,rebate_bdt,temp_max_c,price_multiplier_norm,appliance_alpha,explanation,label
DR_KAL_00122,2024-09-20,Kalyanpur,DR_CURTAIL+SHIFT,2.409,0.487,0.6,0.8142,634.7,152.0,0.7605,123.92,132.0,-8.08,117.94,1.46,34.4,1.0,0.7,"On 2024-09-20, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.41 kWh of schedulable load to off-peak hours and curtailed 0.49 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00123,2026-06-07,Kalyanpur,DR_CURTAIL+SHIFT,2.384,0.493,0.6,0.8142,630.6,151.0,0.7605,118.9,120.0,-1.11,117.94,1.48,,1.0,0.7,"On 2026-06-07, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.38 kWh of schedulable load to off-peak hours and curtailed 0.49 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00124,2024-09-10,Kalyanpur,DR_CURTAIL+SHIFT,5.073,0.712,0.6,0.8142,1267.8,303.7,0.7604,118.69,109.5,9.19,117.94,2.14,31.3,1.0,0.7,"On 2024-09-10, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0084 (middle tier) shifted 5.07 kWh of schedulable load to off-peak hours and curtailed 0.71 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.7 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00125,2024-06-06,Kalyanpur,DR_CURTAIL+SHIFT,2.393,0.508,0.6,0.814,636.1,152.7,0.76,118.15,126.0,-7.85,117.94,1.52,35.3,1.0,0.7,"On 2024-06-06, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.39 kWh of schedulable load to off-peak hours and curtailed 0.51 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.2 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00126,2024-05-18,Kalyanpur,DR_CURTAIL+SHIFT,2.296,0.464,0.6,0.8139,605.5,145.4,0.7598,129.22,132.0,-2.78,117.94,1.39,38.4,1.0,0.7,"On 2024-05-18, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.30 kWh of schedulable load to off-peak hours and curtailed 0.46 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.4 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 129.2 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00127,2024-09-20,Kalyanpur,DR_CURTAIL+SHIFT,5.835,0.431,0.6,0.8139,1374.6,330.3,0.7597,123.92,132.0,-8.08,117.94,1.29,34.4,1.0,0.7,"On 2024-09-20, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0055 (middle tier) shifted 5.83 kWh of schedulable load to off-peak hours and curtailed 0.43 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00128,2024-05-23,Kalyanpur,DR_CURTAIL+SHIFT,2.338,0.496,0.6,0.8138,621.8,149.6,0.7594,122.02,126.0,-3.98,117.94,1.49,36.6,1.0,0.7,"On 2024-05-23, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.34 kWh of schedulable load to off-peak hours and curtailed 0.50 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 122.0 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00129,2026-05-23,Kalyanpur,DR_CURTAIL+SHIFT,5.922,0.529,0.6,0.8137,1416.3,341.0,0.7593,123.37,132.0,-8.63,117.94,1.59,35.2,1.0,0.7,"On 2026-05-23, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0055 (middle tier) shifted 5.92 kWh of schedulable load to off-peak hours and curtailed 0.53 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.4 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00130,2026-05-25,Kalyanpur,DR_CURTAIL+SHIFT,4.928,0.87,0.6,0.8135,1273.5,307.2,0.7588,124.02,111.0,13.02,117.94,2.61,34.2,1.0,0.7,"On 2026-05-25, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0056 (middle tier) shifted 4.93 kWh of schedulable load to off-peak hours and curtailed 0.87 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 124.0 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00131,2026-04-21,Kalyanpur,DR_CURTAIL+SHIFT,2.592,0.577,0.6,0.8134,696.4,168.3,0.7584,119.45,123.0,-3.55,117.94,1.73,37.4,1.0,0.7,"On 2026-04-21, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.59 kWh of schedulable load to off-peak hours and curtailed 0.58 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.7 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 119.5 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00132,2024-05-25,Kalyanpur,DR_CURTAIL+SHIFT,2.68,0.551,0.6,0.8132,710.6,172.0,0.758,126.94,132.0,-5.06,117.94,1.65,38.4,1.0,0.7,"On 2024-05-25, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0058 (middle tier) shifted 2.68 kWh of schedulable load to off-peak hours and curtailed 0.55 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.7 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 126.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00133,2025-05-13,Kalyanpur,DR_CURTAIL+SHIFT,2.598,0.499,0.6,0.8132,680.8,164.8,0.758,122.9,111.0,11.9,117.94,1.5,34.8,1.0,0.7,"On 2025-05-13, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0058 (middle tier) shifted 2.60 kWh of schedulable load to off-peak hours and curtailed 0.50 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 122.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00134,2026-06-21,Kalyanpur,DR_CURTAIL+SHIFT,2.44,0.552,0.6,0.8131,658.2,159.5,0.7577,123.36,126.0,-2.64,117.94,1.66,36.2,1.0,0.7,"On 2026-06-21, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.44 kWh of schedulable load to off-peak hours and curtailed 0.55 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.7 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.4 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00135,2024-09-24,Kalyanpur,DR_CURTAIL+SHIFT,3.161,0.725,0.6,0.813,854.9,207.2,0.7576,121.23,120.0,1.23,117.94,2.17,32.1,1.0,0.7,"On 2024-09-24, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0046 (middle tier) shifted 3.16 kWh of schedulable load to off-peak hours and curtailed 0.72 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 121.2 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00136,2024-04-30,Kalyanpur,DR_CURTAIL+SHIFT,2.494,0.545,0.6,0.8129,668.8,162.4,0.7572,126.25,132.0,-5.75,117.94,1.64,41.1,1.0,0.7,"On 2024-04-30, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.49 kWh of schedulable load to off-peak hours and curtailed 0.55 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 126.2 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00137,2026-04-20,Kalyanpur,DR_CURTAIL+SHIFT,5.282,0.968,0.6,0.8129,1375.6,334.0,0.7572,118.7,123.0,-4.3,117.94,2.9,36.1,1.0,0.7,"On 2026-04-20, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0056 (middle tier) shifted 5.28 kWh of schedulable load to off-peak hours and curtailed 0.97 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.9 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.7 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00138,2024-05-17,Kalyanpur,DR_CURTAIL+SHIFT,2.422,0.552,0.6,0.8128,655.0,159.2,0.757,124.57,132.0,-7.43,117.94,1.66,40.3,1.0,0.7,"On 2024-05-17, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.42 kWh of schedulable load to off-peak hours and curtailed 0.55 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.7 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 124.6 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00139,2024-06-05,Kalyanpur,DR_CURTAIL+SHIFT,2.558,0.503,0.6,0.8128,674.0,163.7,0.7571,118.06,120.0,-1.94,117.94,1.51,30.2,1.0,0.7,"On 2024-06-05, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0058 (middle tier) shifted 2.56 kWh of schedulable load to off-peak hours and curtailed 0.50 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.1 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00140,2024-08-31,Kalyanpur,DR_CURTAIL+SHIFT,3.381,0.642,0.6,0.8125,886.7,216.2,0.7562,118.0,124.8,-6.8,117.94,1.93,32.8,1.0,0.7,"On 2024-08-31, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0098 (middle tier) shifted 3.38 kWh of schedulable load to off-peak hours and curtailed 0.64 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.9 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.0 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00141,2024-09-09,Kalyanpur,DR_CURTAIL+SHIFT,2.36,0.496,0.6,0.8124,629.5,153.5,0.7561,118.42,123.0,-4.58,117.94,1.49,32.9,1.0,0.7,"On 2024-09-09, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.36 kWh of schedulable load to off-peak hours and curtailed 0.50 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.4 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00142,2026-06-22,Kalyanpur,DR_CURTAIL+SHIFT,2.603,0.53,0.6,0.812,691.5,169.4,0.7551,122.77,123.0,-0.23,117.94,1.59,32.9,1.0,0.7,"On 2026-06-22, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0058 (middle tier) shifted 2.60 kWh of schedulable load to off-peak hours and curtailed 0.53 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 122.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00143,2026-04-24,Kalyanpur,DR_CURTAIL+SHIFT,2.368,0.498,0.6,0.812,632.7,154.9,0.7551,122.66,132.0,-9.34,117.94,1.49,36.9,1.0,0.7,"On 2026-04-24, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.37 kWh of schedulable load to off-peak hours and curtailed 0.50 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 122.7 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00144,2024-05-16,Kalyanpur,DR_CURTAIL+SHIFT,3.653,0.591,0.6,0.812,936.9,229.6,0.755,119.77,132.0,-12.23,117.94,1.77,38.6,1.0,0.7,"On 2024-05-16, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0093 (middle tier) shifted 3.65 kWh of schedulable load to off-peak hours and curtailed 0.59 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.8 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 119.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00145,2026-06-16,Kalyanpur,DR_CURTAIL+SHIFT,3.43,0.422,0.6,0.8119,850.6,208.6,0.7547,119.96,126.0,-6.04,117.94,1.27,33.3,1.0,0.7,"On 2026-06-16, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0072 (middle tier) shifted 3.43 kWh of schedulable load to off-peak hours and curtailed 0.42 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 120.0 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00146,2024-09-01,Kalyanpur,DR_CURTAIL+SHIFT,3.117,0.73,0.6,0.8118,849.7,208.6,0.7545,119.66,125.4,-5.74,117.94,2.19,24.2,1.0,0.7,"On 2024-09-01, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0046 (middle tier) shifted 3.12 kWh of schedulable load to off-peak hours and curtailed 0.73 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 119.7 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00147,2024-05-01,Kalyanpur,DR_CURTAIL+SHIFT,2.52,0.507,0.6,0.8117,669.0,164.4,0.7542,123.88,132.0,-8.12,117.94,1.52,24.6,1.0,0.7,"On 2024-05-01, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0058 (middle tier) shifted 2.52 kWh of schedulable load to off-peak hours and curtailed 0.51 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00148,2024-05-21,Kalyanpur,DR_CURTAIL+SHIFT,3.372,0.518,0.6,0.8117,859.6,211.3,0.7542,118.35,126.0,-7.65,117.94,1.55,34.1,1.0,0.7,"On 2024-05-21, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0093 (middle tier) shifted 3.37 kWh of schedulable load to off-peak hours and curtailed 0.52 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.3 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00149,2024-05-02,Kalyanpur,DR_CURTAIL+SHIFT,2.234,0.474,0.6,0.8116,598.8,147.3,0.7539,123.41,132.0,-8.59,117.94,1.42,26.4,1.0,0.7,"On 2024-05-02, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.23 kWh of schedulable load to off-peak hours and curtailed 0.47 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.4 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.4 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00150,2025-07-14,Kalyanpur,DR_CURTAIL+SHIFT,3.073,0.516,0.6,0.8115,793.5,195.3,0.7538,120.84,117.0,3.84,117.94,1.55,29.9,1.0,0.7,"On 2025-07-14, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0098 (middle tier) shifted 3.07 kWh of schedulable load to off-peak hours and curtailed 0.52 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 120.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00151,2024-04-27,Kalyanpur,DR_CURTAIL+SHIFT,5.872,0.497,0.6,0.8114,1409.0,347.5,0.7534,121.79,132.0,-10.21,117.94,1.49,39.4,1.0,0.7,"On 2024-04-27, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0055 (middle tier) shifted 5.87 kWh of schedulable load to off-peak hours and curtailed 0.50 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 121.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00152,2026-04-23,Kalyanpur,DR_CURTAIL+SHIFT,2.526,0.577,0.6,0.8114,686.3,169.1,0.7536,120.91,132.0,-11.09,117.94,1.73,36.7,1.0,0.7,"On 2026-04-23, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.53 kWh of schedulable load to off-peak hours and curtailed 0.58 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.7 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 120.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00153,2026-06-05,Kalyanpur,DR_CURTAIL+SHIFT,3.021,0.703,0.6,0.8114,823.7,203.1,0.7534,123.79,111.0,12.79,117.94,2.11,31.3,1.0,0.7,"On 2026-06-05, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0046 (middle tier) shifted 3.02 kWh of schedulable load to off-peak hours and curtailed 0.70 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00154,2026-04-26,Kalyanpur,DR_CURTAIL+SHIFT,2.68,0.526,0.6,0.8113,709.3,175.0,0.7532,123.25,132.0,-8.75,117.94,1.58,33.3,1.0,0.7,"On 2026-04-26, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0058 (middle tier) shifted 2.68 kWh of schedulable load to off-peak hours and curtailed 0.53 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 123.2 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00155,2026-06-18,Kalyanpur,DR_CURTAIL+SHIFT,3.31,0.417,0.6,0.8113,824.6,203.5,0.7533,121.94,120.0,1.94,117.94,1.25,33.8,1.0,0.7,"On 2026-06-18, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0072 (middle tier) shifted 3.31 kWh of schedulable load to off-peak hours and curtailed 0.42 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 121.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00156,2024-09-09,Kalyanpur,DR_CURTAIL+SHIFT,2.659,0.518,0.6,0.8112,703.2,173.7,0.753,118.42,123.0,-4.58,117.94,1.55,32.9,1.0,0.7,"On 2024-09-09, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0058 (middle tier) shifted 2.66 kWh of schedulable load to off-peak hours and curtailed 0.52 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.6 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.4 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00157,2026-05-21,Kalyanpur,DR_CURTAIL+SHIFT,3.39,0.688,0.6,0.8112,902.9,223.1,0.7529,120.79,132.0,-11.21,117.94,2.06,32.6,1.0,0.7,"On 2026-05-21, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0098 (middle tier) shifted 3.39 kWh of schedulable load to off-peak hours and curtailed 0.69 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 120.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00158,2024-05-26,Kalyanpur,DR_CURTAIL+SHIFT,4.77,0.744,0.6,0.8111,1220.9,301.9,0.7527,128.39,132.0,-3.61,117.94,2.23,36.8,1.0,0.7,"On 2024-05-26, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0084 (middle tier) shifted 4.77 kWh of schedulable load to off-peak hours and curtailed 0.74 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.2 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 128.4 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00159,2026-04-23,Kalyanpur,DR_CURTAIL+SHIFT,3.617,0.635,0.6,0.8108,942.4,233.8,0.7519,120.91,132.0,-11.09,117.94,1.91,36.7,1.0,0.7,"On 2026-04-23, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0093 (middle tier) shifted 3.62 kWh of schedulable load to off-peak hours and curtailed 0.64 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.9 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 120.9 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00160,2026-06-08,Kalyanpur,DR_CURTAIL+SHIFT,5.318,0.424,0.6,0.8107,1272.9,316.0,0.7517,118.04,129.0,-10.96,117.94,1.27,,1.0,0.7,"On 2026-06-08, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0055 (middle tier) shifted 5.32 kWh of schedulable load to off-peak hours and curtailed 0.42 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.0 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00161,2024-05-27,Kalyanpur,DR_CURTAIL+SHIFT,2.676,0.256,0.6,0.8106,650.1,161.5,0.7516,126.02,111.0,15.02,117.94,0.77,27.7,1.0,0.7,"On 2024-05-27, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0093 (middle tier) shifted 2.68 kWh of schedulable load to off-peak hours and curtailed 0.26 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 0.8 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 126.0 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00162,2024-06-02,Kalyanpur,DR_CURTAIL+SHIFT,4.117,0.759,0.6,0.8106,1081.5,268.7,0.7515,121.06,120.0,1.06,117.94,2.28,25.7,1.0,0.7,"On 2024-06-02, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0053 (middle tier) shifted 4.12 kWh of schedulable load to off-peak hours and curtailed 0.76 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 121.1 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00163,2026-06-23,Kalyanpur,DR_CURTAIL+SHIFT,4.636,0.714,0.6,0.8106,1186.5,294.8,0.7515,121.4,132.0,-10.6,117.94,2.14,34.1,1.0,0.7,"On 2026-06-23, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0084 (middle tier) shifted 4.64 kWh of schedulable load to off-peak hours and curtailed 0.71 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 2.1 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 121.4 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00164,2024-06-01,Kalyanpur,DR_CURTAIL+SHIFT,2.187,0.497,0.6,0.8103,596.1,148.6,0.7507,120.33,120.0,0.33,117.94,1.49,25.0,1.0,0.7,"On 2024-06-01, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.19 kWh of schedulable load to off-peak hours and curtailed 0.50 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.5 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 120.3 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00165,2024-09-02,Kalyanpur,DR_CURTAIL+SHIFT,2.159,0.427,0.6,0.8103,574.1,143.1,0.7507,118.79,126.0,-7.21,117.94,1.28,23.8,1.0,0.7,"On 2024-09-02, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0052 (middle tier) shifted 2.16 kWh of schedulable load to off-peak hours and curtailed 0.43 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.3 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 118.8 MW, which triggered the demand-response window.",DrEvent
DR_KAL_00166,2024-04-28,Kalyanpur,DR_CURTAIL+SHIFT,3.647,0.613,0.6,0.8102,946.0,236.0,0.7505,124.45,132.0,-7.55,117.94,1.84,39.4,1.0,0.7,"On 2024-04-28, a high-impact event (GCS=0.81) at Kalyanpur substation passed the Priority Pool filter. Household KHH0093 (middle tier) shifted 3.65 kWh of schedulable load to off-peak hours and curtailed 0.61 kWh of curtailable load during the 17:00-23:00 peak, earning a rebate of 1.8 BDT. Critical appliances were not affected. The day-ahead BiGRU+BiLSTM forecast projected a substation peak of 124.5 MW, which triggered the demand-response window.",DrEvent
