timestamp,household_id,substation,tier,tou_period,tou_multiplier,tou_rate_bdt_kwh,predicted_load_w,optimised_load_w,power_deviation_w,power_deviation_ratio,price_multiplier_norm,appliance_alpha,molp_alpha,action_taken,is_stress_day,energy_shifted_kwh,energy_curtailed_kwh,substation_pred_peak_mw
2024-06-16,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,154.0,130.2,23.9,0.1549,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.066,0.077,115.16
2024-06-17,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,150.6,126.9,23.7,0.1571,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.066,0.076,106.98
2024-06-18,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,158.4,129.0,29.4,0.1855,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.099,0.077,106.32
2024-06-19,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,262.8,156.0,106.8,0.4065,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.243,102.07
2024-06-20,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,196.4,153.9,42.4,0.2161,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.0,0.255,96.12
2024-06-21,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,278.4,154.1,124.3,0.4466,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.216,93.14
2024-06-22,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,223.0,158.2,64.8,0.2907,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.256,97.62
2024-06-23,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,281.0,167.1,113.9,0.4053,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.286,101.26
2024-06-24,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,266.8,158.8,108.1,0.405,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.251,103.76
2024-06-25,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,271.1,159.4,111.7,0.412,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.273,108.6
2024-06-26,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,285.2,167.0,118.2,0.4143,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.311,110.89
2024-06-27,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,274.9,162.6,112.3,0.4086,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.276,110.73
2024-06-28,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,265.0,156.9,108.1,0.4078,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.251,111.67
2024-06-29,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,296.2,161.6,134.6,0.4543,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.277,113.87
2024-06-30,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,235.3,141.7,93.6,0.3976,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.164,113.41
2024-07-01,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,198.4,134.6,63.7,0.3213,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.117,110.73
2024-07-02,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,218.2,155.8,62.5,0.2863,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.242,106.89
2024-07-03,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,260.4,154.6,105.9,0.4065,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.238,103.89
2024-07-04,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,252.6,150.4,102.2,0.4047,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.216,102.0
2024-07-05,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,236.5,153.4,83.1,0.3515,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.234,99.93
2024-07-06,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,267.7,160.3,107.4,0.4013,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.247,102.18
2024-07-07,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,275.7,150.7,125.0,0.4533,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.22,107.5
2024-07-08,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,236.9,166.6,70.4,0.297,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.29,112.76
2024-07-09,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,260.1,154.2,105.9,0.407,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.238,114.29
2024-07-10,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,243.9,155.1,88.8,0.3641,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.268,116.11
2024-07-11,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,237.0,152.5,84.6,0.3568,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.242,113.01
2024-07-12,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,231.0,151.5,79.5,0.3442,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.212,102.96
2024-07-13,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,227.3,160.4,66.9,0.2943,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.269,106.38
2024-07-14,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,248.9,161.3,87.6,0.3518,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.26,112.58
2024-07-15,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,263.3,167.2,96.1,0.3649,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.311,115.72
2024-07-16,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,276.6,163.3,113.3,0.4095,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.282,116.11
2024-07-17,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,281.5,166.2,115.3,0.4096,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.294,115.28
2024-07-18,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,278.4,164.6,113.7,0.4086,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.285,116.09
2024-07-19,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,282.2,166.2,116.0,0.4109,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.298,116.12
2024-07-20,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,266.2,170.2,96.1,0.3609,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.311,117.41
2024-07-21,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,276.9,163.8,113.1,0.4085,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.281,117.42
2024-07-22,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,272.6,160.9,111.7,0.4097,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.273,115.49
2024-07-23,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,295.1,174.1,121.0,0.41,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.328,114.9
2024-07-24,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,297.9,161.2,136.8,0.4591,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.291,113.71
2024-07-25,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,288.3,169.5,118.8,0.4121,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.315,112.33
2024-07-26,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,256.0,164.2,91.8,0.3586,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.286,111.51
2024-07-27,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,293.4,173.0,120.4,0.4103,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.325,113.29
2024-07-28,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,235.3,164.2,71.1,0.3023,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.294,114.04
2024-07-29,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,223.1,157.6,65.5,0.2934,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.26,112.24
2024-07-30,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,244.9,148.4,96.5,0.3942,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.182,111.58
2024-07-31,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,226.5,147.8,78.7,0.3476,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.207,110.23
2024-08-01,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,230.3,138.0,92.3,0.4008,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.156,108.49
2024-08-02,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,250.9,137.3,113.6,0.4527,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.151,106.84
2024-08-03,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,218.6,144.2,74.5,0.3406,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.182,101.83
2024-08-04,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,222.9,146.2,76.7,0.3439,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.195,104.23
2024-08-05,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,268.4,159.7,108.7,0.4049,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.255,101.75
2024-08-06,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,226.4,149.1,77.3,0.3414,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.199,100.87
2024-08-07,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,216.2,154.4,61.8,0.286,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.238,100.75
2024-08-08,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,209.9,140.0,69.9,0.333,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.154,100.08
2024-08-09,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,221.6,147.7,73.8,0.3332,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.178,101.58
2024-08-10,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,230.3,150.0,80.3,0.3487,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.217,103.66
2024-08-11,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,258.8,154.4,104.4,0.4036,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.229,106.24
2024-08-12,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,257.8,153.3,104.4,0.4052,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.229,99.82
2024-08-13,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,240.0,156.1,83.9,0.3497,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.238,88.56
2024-08-14,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,255.0,162.6,92.4,0.3625,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.29,99.33
2024-08-15,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,277.9,152.8,125.1,0.4502,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.221,103.76
2024-08-16,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,274.1,161.7,112.3,0.4099,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.276,104.97
2024-08-17,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,241.2,156.6,84.6,0.3506,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.242,108.16
2024-08-18,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,272.1,160.3,111.8,0.411,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.274,109.92
2024-08-19,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,241.4,157.6,83.8,0.347,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.238,109.84
2024-08-20,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,216.3,154.0,62.3,0.2881,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.241,111.11
2024-08-21,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,227.3,149.3,77.9,0.3429,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.203,110.06
2024-08-22,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,222.7,158.9,63.9,0.2868,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.251,105.67
2024-08-23,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,284.7,155.0,129.7,0.4555,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.248,101.81
2024-08-24,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,282.6,155.9,126.7,0.4483,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.23,102.96
2024-08-25,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,235.1,152.0,83.1,0.3536,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.234,103.72
2024-08-26,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,265.5,158.1,107.4,0.4046,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.247,102.64
2024-08-27,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,235.0,164.5,70.5,0.3,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.291,104.13
2024-08-28,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,259.0,153.0,106.0,0.4093,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.238,104.14
2024-08-29,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,236.7,155.8,80.9,0.3418,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.221,110.82
2024-08-30,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,256.9,152.5,104.4,0.4065,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.229,114.43
2024-08-31,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,286.1,156.6,129.5,0.4527,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.53,0.247,118.0
2024-09-01,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,233.9,169.2,64.7,0.2765,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.133,0.256,119.66
2024-09-02,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,262.0,171.6,90.4,0.3451,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.265,0.277,118.79
2024-09-03,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,263.7,172.5,91.2,0.3458,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.265,0.282,119.96
2024-09-04,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,289.7,175.8,113.9,0.3932,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.398,0.286,119.62
2024-09-05,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,322.8,178.9,143.9,0.4457,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.333,117.94
2024-09-06,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,280.7,170.4,110.3,0.3929,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.264,117.03
2024-09-07,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,234.0,168.0,65.9,0.2818,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.133,0.263,118.86
2024-09-08,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,312.2,174.0,138.2,0.4427,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.53,0.299,119.61
2024-09-09,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,238.7,170.4,68.3,0.2861,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.133,0.277,118.42
2024-09-10,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,292.2,164.9,127.3,0.4358,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.53,0.234,118.69
2024-09-11,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,264.1,171.7,92.4,0.35,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.29,113.6
2024-09-12,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,294.4,177.1,117.4,0.3986,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.307,106.0
2024-09-13,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,262.7,159.7,103.0,0.3922,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.221,93.24
2024-09-14,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,263.7,147.9,115.8,0.4392,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.165,94.13
2024-09-15,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,230.6,143.4,87.2,0.3783,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.126,98.41
2024-09-16,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,275.0,155.5,119.4,0.4343,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.186,95.95
2024-09-17,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,308.7,171.9,136.8,0.4431,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.291,102.69
2024-09-18,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,290.6,175.3,115.3,0.3969,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.294,116.48
2024-09-19,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,302.2,169.8,132.4,0.438,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.53,0.264,121.23
2024-09-20,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,279.4,169.7,109.6,0.3924,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.398,0.26,123.92
2024-09-21,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,263.7,172.6,91.0,0.3452,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.265,0.281,126.4
2024-09-22,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,320.2,178.6,141.7,0.4424,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.53,0.32,127.22
2024-09-23,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,263.4,173.1,90.2,0.3426,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.265,0.276,124.39
2024-09-24,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,288.9,163.8,125.1,0.4331,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.53,0.221,121.23
2024-09-25,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,218.8,148.6,70.2,0.3209,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.156,116.84
2024-09-26,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,233.2,154.5,78.7,0.3376,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.207,113.08
2024-09-27,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,279.7,169.4,110.3,0.3943,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.264,110.36
2024-09-28,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,294.7,165.1,129.5,0.4396,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.247,106.81
2024-09-29,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,271.4,164.9,106.5,0.3924,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.241,107.31
2024-09-30,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,275.5,177.2,98.3,0.3568,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.325,108.84
2024-10-01,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,225.3,168.6,56.6,0.2514,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.207,111.52
2024-10-02,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,277.6,171.8,105.9,0.3813,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.238,111.96
2024-10-03,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,273.0,170.7,102.2,0.3745,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.216,110.78
2024-10-04,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,248.8,168.6,80.1,0.3222,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.216,109.17
2024-10-05,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,275.2,170.7,104.4,0.3795,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.229,110.29
2024-10-06,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,238.0,163.6,74.5,0.3128,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.182,109.73
2024-10-07,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,258.3,172.2,86.1,0.3334,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.252,107.07
2024-10-08,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,261.1,151.1,110.0,0.4211,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.13,105.02
2024-10-09,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,266.1,167.2,98.9,0.3717,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.196,107.1
2024-10-10,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,224.6,168.6,56.0,0.2493,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.203,110.2
2024-10-11,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,276.9,174.5,102.4,0.3697,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.217,109.2
2024-10-12,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,229.0,170.1,58.8,0.257,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.221,104.5
2024-10-13,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,304.1,176.0,128.1,0.4212,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.238,86.93
2024-10-14,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,249.0,167.5,81.6,0.3275,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.224,85.69
2024-10-15,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,226.0,169.2,56.8,0.2513,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.208,101.8
2024-10-16,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,227.5,168.7,58.8,0.2586,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.221,105.5
2024-10-17,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,256.3,158.1,98.1,0.3829,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.191,109.29
2024-10-18,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,246.5,167.0,79.5,0.3226,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.212,110.2
2024-10-19,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,268.9,156.1,112.8,0.4195,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.147,108.9
2024-10-20,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,237.3,162.1,75.2,0.3171,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.186,108.69
2024-10-21,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,247.3,155.1,92.1,0.3726,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.155,107.14
2024-10-22,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,267.3,167.1,100.2,0.3747,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.203,104.66
2024-10-23,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,212.2,160.6,51.6,0.2431,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.177,103.73
2024-10-24,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,233.9,160.9,73.0,0.3122,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.173,103.13
2024-10-25,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,274.3,158.5,115.8,0.4221,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.165,102.86
2024-10-26,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,271.8,167.9,103.8,0.382,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.225,99.59
2024-10-27,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,281.9,164.7,117.2,0.4158,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.173,98.15
2024-10-28,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,243.2,165.9,77.3,0.3178,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.199,100.4
2024-10-29,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,274.9,171.2,103.6,0.3771,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.224,109.16
2024-10-30,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,269.7,167.3,102.4,0.3796,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.217,107.55
2024-10-31,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,244.1,166.8,77.3,0.3166,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.199,105.67
2024-11-01,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,285.8,179.9,105.9,0.3704,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.238,102.68
2024-11-02,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,289.6,169.5,120.1,0.4146,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.19,105.98
2024-11-03,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,287.3,169.3,118.0,0.4107,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.178,106.56
2024-11-04,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,264.8,169.9,95.0,0.3586,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.398,0.172,104.12
2024-11-05,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,231.9,162.5,69.4,0.2993,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.151,102.54
2024-11-06,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,223.5,173.2,50.3,0.2252,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.133,0.169,100.37
2024-11-07,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,217.4,154.4,62.9,0.2896,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.265,0.113,96.91
2024-11-08,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,284.2,168.4,115.8,0.4074,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.165,99.23
2024-11-09,KHH0024,Kalyanpur,lower_middle,peak,1.35,8.775,283.6,165.7,117.8,0.4156,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.53,0.177,106.48
