timestamp,household_id,substation,tier,tou_period,tou_multiplier,tou_rate_bdt_kwh,predicted_load_w,optimised_load_w,power_deviation_w,power_deviation_ratio,price_multiplier_norm,appliance_alpha,molp_alpha,action_taken,is_stress_day,energy_shifted_kwh,energy_curtailed_kwh,substation_pred_peak_mw,gcs_score
2025-06-22,DHH0066,Dhanmondi,middle,peak,1.35,10.247,535.2,248.3,286.9,0.536,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.144,0.577,147.2,0.7244
2025-05-27,DHH0066,Dhanmondi,middle,peak,1.35,10.247,524.2,243.3,280.9,0.5359,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.144,0.541,148.27,0.7244
2026-04-25,KHH0095,Kalyanpur,middle,peak,1.35,9.72,443.5,205.8,237.7,0.5359,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.839,0.587,122.6,0.7244
2025-08-10,DHH0025,Dhanmondi,middle,peak,1.35,10.247,482.4,223.8,258.6,0.536,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.061,0.491,145.68,0.7244
2024-06-12,KHH0046,Kalyanpur,middle,peak,1.35,10.247,668.9,310.5,358.4,0.5358,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.817,1.333,121.18,0.7243
2026-06-14,KHH0072,Kalyanpur,middle,peak,1.35,10.247,845.0,392.3,452.7,0.5357,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.181,1.535,119.32,0.7243
2026-05-23,KHH0033,Kalyanpur,lower_middle,peak,1.35,9.72,233.6,108.5,125.1,0.5357,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.308,0.443,123.03,0.7243
2024-05-04,KHH0095,Kalyanpur,middle,peak,1.35,9.72,429.9,199.6,230.3,0.5357,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.817,0.564,125.41,0.7243
2026-06-26,KHH0077,Kalyanpur,middle,peak,1.35,10.247,602.7,279.8,322.9,0.5358,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.078,0.86,119.32,0.7243
2024-09-23,KHH0018,Kalyanpur,lower_middle,peak,1.35,9.72,509.5,236.5,272.9,0.5357,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,1.18,0.458,121.66,0.7243
2026-05-23,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,331.0,153.7,177.4,0.5358,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.47,123.03,0.7243
2026-06-17,KHH0077,Kalyanpur,middle,peak,1.35,10.247,604.5,280.6,323.8,0.5357,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.078,0.865,119.32,0.7243
2026-06-22,KHH0065,Kalyanpur,middle,peak,1.35,10.247,576.3,267.7,308.6,0.5355,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.221,0.631,119.32,0.7242
2024-05-04,KHH0092,Kalyanpur,middle,peak,1.35,19.724,720.0,334.5,385.4,0.5354,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.439,0.874,125.41,0.7242
2024-05-02,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,335.8,155.9,179.8,0.5356,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.485,122.83,0.7242
2026-05-20,KHH0033,Kalyanpur,lower_middle,peak,1.35,9.72,233.9,108.6,125.3,0.5356,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.308,0.444,118.13,0.7242
2025-06-28,DHH0003,Dhanmondi,lower_middle,peak,1.35,9.72,334.5,155.4,179.1,0.5355,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.58,0.495,146.01,0.7242
2024-05-06,DHH0024,Dhanmondi,middle,peak,1.35,10.827,616.7,286.5,330.3,0.5355,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.028,0.954,148.17,0.7242
2026-06-23,KHH0031,Kalyanpur,lower_middle,peak,1.35,9.72,395.5,183.7,211.8,0.5355,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.555,0.716,119.32,0.7242
2024-05-30,KHH0088,Kalyanpur,middle,peak,1.35,9.72,481.3,223.6,257.7,0.5354,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.167,0.379,121.47,0.7242
2024-06-04,KHH0069,Kalyanpur,middle,peak,1.35,10.247,594.2,276.0,318.1,0.5354,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.186,0.722,120.42,0.7242
2024-06-09,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,352.2,163.6,188.6,0.5354,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.538,123.0,0.7242
2024-09-21,DHH0008,Dhanmondi,lower_middle,peak,1.35,9.72,364.1,169.1,194.9,0.5354,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.664,0.505,145.98,0.7242
2025-04-28,DHH0033,Dhanmondi,middle,peak,1.35,17.104,731.1,339.8,391.4,0.5353,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.692,0.657,143.6,0.7241
2025-05-05,DHH0039,Dhanmondi,middle,peak,1.35,10.827,926.8,430.7,496.1,0.5353,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.321,1.656,147.79,0.7241
2026-06-15,KHH0066,Kalyanpur,middle,peak,1.35,9.72,376.9,175.2,201.8,0.5353,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.854,0.357,119.32,0.7241
2026-06-10,KHH0032,Kalyanpur,lower_middle,peak,1.35,9.72,284.0,132.0,152.0,0.5353,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.47,0.442,119.86,0.7241
2026-05-20,KHH0074,Kalyanpur,middle,peak,1.35,10.247,616.6,286.6,330.0,0.5352,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.482,0.498,118.13,0.7241
2026-05-25,KHH0031,Kalyanpur,lower_middle,peak,1.35,9.72,344.6,160.2,184.4,0.5352,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.535,0.572,118.36,0.7241
2025-08-18,DHH0064,Dhanmondi,middle,peak,1.35,10.827,854.7,397.2,457.5,0.5353,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.475,1.27,143.68,0.7241
2026-06-13,KHH0091,Kalyanpur,middle,peak,1.35,10.827,748.3,347.8,400.6,0.5353,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.211,1.192,119.32,0.7241
2024-06-15,KHH0078,Kalyanpur,middle,peak,1.35,9.72,523.5,243.3,280.2,0.5352,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.104,0.577,118.36,0.7241
2024-05-22,KHH0042,Kalyanpur,lower_middle,peak,1.35,9.72,426.0,198.2,227.9,0.5349,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.812,0.555,122.77,0.724
2025-09-06,DHH0009,Dhanmondi,lower_middle,peak,1.35,9.72,376.2,175.0,201.2,0.5349,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.906,0.301,143.32,0.724
2024-06-30,DHH0059,Dhanmondi,middle,peak,1.35,10.247,586.4,272.6,313.7,0.535,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.246,0.637,143.43,0.724
2026-06-22,KHH0098,Kalyanpur,middle,peak,1.35,10.827,888.5,413.1,475.4,0.535,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.034,1.818,119.32,0.724
2026-05-22,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,343.0,159.5,183.5,0.5351,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.507,121.64,0.724
2026-06-12,KHH0072,Kalyanpur,middle,peak,1.35,10.247,753.7,350.5,403.1,0.5349,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.142,1.276,119.13,0.724
2026-06-03,KHH0045,Kalyanpur,middle,peak,1.35,10.247,456.0,212.0,244.0,0.5351,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.864,0.6,120.67,0.724
2024-06-11,DHH0066,Dhanmondi,middle,peak,1.35,10.247,498.8,231.9,266.9,0.535,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.123,0.478,145.97,0.724
2026-06-26,KHH0045,Kalyanpur,middle,peak,1.35,10.247,463.4,215.5,247.9,0.5349,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.843,0.645,119.32,0.724
2024-09-23,KHH0066,Kalyanpur,middle,peak,1.35,9.72,383.8,178.4,205.4,0.5351,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.889,0.343,121.66,0.724
2024-09-24,KHH0078,Kalyanpur,middle,peak,1.35,9.72,508.9,236.6,272.3,0.5351,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.097,0.537,119.45,0.724
2024-05-16,KHH0003,Kalyanpur,lower_middle,peak,1.35,9.72,237.7,110.6,127.1,0.5349,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.324,0.438,124.39,0.724
2024-06-09,KHH0033,Kalyanpur,lower_middle,peak,1.35,9.72,229.8,106.9,122.9,0.5349,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.308,0.43,123.0,0.724
2024-05-02,KHH0075,Kalyanpur,middle,peak,1.35,10.827,753.6,350.3,403.2,0.5351,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.763,0.656,122.83,0.724
2025-06-01,DHH0009,Dhanmondi,lower_middle,peak,1.35,9.72,340.1,158.2,181.9,0.5349,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.831,0.261,147.15,0.724
2024-07-14,DHH0039,Dhanmondi,middle,peak,1.35,10.827,944.4,439.2,505.1,0.5349,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.325,1.705,143.09,0.724
2024-09-20,KHH0048,Kalyanpur,middle,peak,1.35,10.247,639.5,297.3,342.2,0.5351,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.443,0.611,121.58,0.724
2026-06-10,KHH0052,Kalyanpur,middle,peak,1.35,10.247,582.6,271.1,311.5,0.5347,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.642,1.227,119.86,0.7239
2024-04-21,DHH0020,Dhanmondi,middle,peak,1.35,9.72,244.5,113.8,130.8,0.5348,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.397,0.388,152.09,0.7239
2025-06-22,DHH0033,Dhanmondi,middle,peak,1.35,17.104,893.0,415.5,477.5,0.5347,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.752,1.112,147.2,0.7239
2025-08-17,DHH0065,Dhanmondi,middle,peak,1.35,9.72,441.4,205.4,236.1,0.5348,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.907,0.51,144.84,0.7239
2024-05-09,KHH0069,Kalyanpur,middle,peak,1.35,10.247,533.7,248.3,285.4,0.5348,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.139,0.573,118.7,0.7239
2024-05-23,KHH0095,Kalyanpur,middle,peak,1.35,9.72,434.1,201.9,232.2,0.5348,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.817,0.575,124.73,0.7239
2024-05-16,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,346.9,161.4,185.5,0.5348,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.519,124.39,0.7239
2026-05-23,KHH0070,Kalyanpur,middle,peak,1.35,10.247,651.9,303.4,348.5,0.5346,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.433,0.658,123.03,0.7238
2025-06-28,DHH0066,Dhanmondi,middle,peak,1.35,10.247,528.8,246.1,282.7,0.5346,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.128,0.568,146.01,0.7238
2024-04-06,DHH0019,Dhanmondi,middle,peak,1.35,9.72,539.9,251.4,288.6,0.5345,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.96,0.771,146.79,0.7238
2024-09-19,KHH0042,Kalyanpur,lower_middle,peak,1.35,9.72,475.1,221.1,253.9,0.5345,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.914,0.609,119.84,0.7238
2024-06-15,KHH0060,Kalyanpur,middle,peak,1.35,10.247,572.5,266.5,306.0,0.5345,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.886,0.95,118.36,0.7238
2024-05-24,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,355.2,165.4,189.9,0.5345,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.545,126.1,0.7238
2026-06-25,KHH0087,Kalyanpur,middle,peak,1.35,10.247,701.4,326.5,374.9,0.5345,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.114,1.135,119.32,0.7238
2024-04-30,KHH0052,Kalyanpur,middle,peak,1.35,10.247,668.8,311.4,357.4,0.5344,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.706,1.439,122.93,0.7238
2024-06-29,DHH0056,Dhanmondi,middle,peak,1.35,10.247,513.7,239.1,274.6,0.5346,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.999,0.649,149.03,0.7238
2024-04-28,KHH0046,Kalyanpur,middle,peak,1.35,10.247,672.9,313.2,359.6,0.5344,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.833,1.325,122.24,0.7238
2024-06-11,KHH0003,Kalyanpur,lower_middle,peak,1.35,9.72,223.7,104.2,119.5,0.5344,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.314,0.403,120.5,0.7238
2026-06-24,KHH0073,Kalyanpur,middle,peak,1.35,10.247,531.3,247.3,284.0,0.5345,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.221,0.483,119.32,0.7238
2026-06-17,KHH0031,Kalyanpur,lower_middle,peak,1.35,9.72,389.5,181.3,208.1,0.5344,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.545,0.704,119.32,0.7238
2025-05-13,KHH0088,Kalyanpur,middle,peak,1.35,9.72,461.1,214.6,246.5,0.5346,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.167,0.312,118.92,0.7238
2024-09-21,DHH0039,Dhanmondi,middle,peak,1.35,10.827,997.0,464.2,532.8,0.5344,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.394,1.803,145.98,0.7238
2024-05-23,KHH0077,Kalyanpur,middle,peak,1.35,10.247,604.1,281.2,322.9,0.5346,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.078,0.86,124.73,0.7238
2026-04-22,KHH0018,Kalyanpur,lower_middle,peak,1.35,9.72,502.6,234.0,268.6,0.5344,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,1.178,0.434,118.8,0.7238
2024-05-05,DHH0015,Dhanmondi,middle,peak,1.35,10.247,592.4,275.9,316.5,0.5342,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.438,0.461,157.81,0.7237
2024-06-02,KHH0065,Kalyanpur,middle,peak,1.35,10.247,624.6,290.9,333.8,0.5343,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.227,0.776,123.48,0.7237
2026-06-13,KHH0058,Kalyanpur,middle,peak,1.35,10.247,625.5,291.3,334.2,0.5342,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.739,1.266,119.32,0.7237
2026-06-09,KHH0065,Kalyanpur,middle,peak,1.35,10.247,585.6,272.8,312.8,0.5342,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.221,0.656,121.45,0.7237
2024-06-03,KHH0065,Kalyanpur,middle,peak,1.35,10.247,603.9,281.3,322.7,0.5342,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.233,0.703,121.41,0.7237
2024-05-22,KHH0072,Kalyanpur,middle,peak,1.35,10.247,879.8,409.8,470.0,0.5342,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.204,1.616,122.77,0.7237
2025-08-16,DHH0018,Dhanmondi,middle,peak,1.35,10.247,526.3,245.1,281.2,0.5343,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.0,0.688,144.83,0.7237
2025-04-27,DHH0059,Dhanmondi,middle,peak,1.35,10.247,663.0,308.8,354.2,0.5343,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.317,0.808,151.48,0.7237
2024-05-27,KHH0017,Kalyanpur,lower_middle,peak,1.35,9.72,253.6,118.1,135.5,0.5342,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.618,0.195,120.18,0.7237
2026-06-07,KHH0074,Kalyanpur,middle,peak,1.35,10.247,620.9,289.2,331.7,0.5342,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.478,0.512,120.32,0.7237
2024-05-29,KHH0031,Kalyanpur,lower_middle,peak,1.35,9.72,408.5,190.3,218.3,0.5343,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.545,0.765,119.59,0.7237
2024-06-01,KHH0031,Kalyanpur,lower_middle,peak,1.35,9.72,389.8,181.5,208.3,0.5343,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.545,0.705,123.48,0.7237
2025-05-03,DHH0039,Dhanmondi,middle,peak,1.35,10.827,889.1,414.1,475.0,0.5342,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.274,1.576,145.52,0.7237
2026-05-20,KHH0073,Kalyanpur,middle,peak,1.35,10.247,553.6,257.9,295.6,0.534,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.26,0.514,118.13,0.7236
2026-06-22,KHH0045,Kalyanpur,middle,peak,1.35,10.247,460.8,214.7,246.1,0.5341,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.849,0.628,119.32,0.7236
2024-04-29,DHH0039,Dhanmondi,middle,peak,1.35,10.827,999.3,465.7,533.6,0.534,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.429,1.773,153.77,0.7236
2026-06-05,KHH0067,Kalyanpur,middle,peak,1.35,10.247,692.2,322.7,369.5,0.5339,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.055,1.162,121.41,0.7236
2024-05-31,KHH0042,Kalyanpur,lower_middle,peak,1.35,9.72,437.3,203.8,233.5,0.534,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.812,0.589,123.43,0.7236
2025-08-10,DHH0018,Dhanmondi,middle,peak,1.35,10.247,569.8,265.5,304.3,0.5341,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.998,0.827,145.68,0.7236
2024-09-19,KHH0091,Kalyanpur,middle,peak,1.35,10.827,961.2,447.8,513.4,0.5341,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.303,1.777,119.84,0.7236
2026-04-24,KHH0023,Kalyanpur,lower_middle,peak,1.35,9.72,315.0,146.8,168.2,0.534,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.553,0.456,122.77,0.7236
2025-05-11,DHH0064,Dhanmondi,middle,peak,1.35,10.827,982.7,457.9,524.8,0.534,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.559,1.589,157.27,0.7236
2025-08-12,DHH0039,Dhanmondi,middle,peak,1.35,10.827,915.5,426.6,488.9,0.534,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.302,1.631,143.48,0.7236
2026-05-23,KHH0077,Kalyanpur,middle,peak,1.35,10.247,601.7,280.5,321.2,0.5339,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.078,0.85,123.03,0.7236
2024-05-30,KHH0091,Kalyanpur,middle,peak,1.35,10.827,750.8,350.1,400.7,0.5337,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.206,1.198,121.47,0.7235
2025-08-02,DHH0058,Dhanmondi,middle,peak,1.35,10.247,606.9,282.9,324.0,0.5338,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.215,0.729,143.68,0.7235
2024-06-02,KHH0046,Kalyanpur,middle,peak,1.35,10.247,758.8,353.7,405.1,0.5338,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.833,1.598,123.48,0.7235
2026-06-03,KHH0046,Kalyanpur,middle,peak,1.35,10.247,722.6,337.0,385.6,0.5337,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.833,1.481,120.67,0.7235
2025-08-09,DHH0024,Dhanmondi,middle,peak,1.35,10.827,635.5,296.3,339.2,0.5337,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.034,1.001,143.04,0.7235
2025-04-13,DHH0045,Dhanmondi,middle,peak,1.35,10.247,560.5,261.4,299.1,0.5337,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.314,0.481,149.11,0.7235
2026-06-16,KHH0018,Kalyanpur,lower_middle,peak,1.35,9.72,505.6,235.7,269.9,0.5338,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,1.105,0.514,119.32,0.7235
2026-06-07,KHH0060,Kalyanpur,middle,peak,1.35,10.247,682.9,318.3,364.5,0.5338,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.938,1.249,120.32,0.7235
2026-06-03,KHH0098,Kalyanpur,middle,peak,1.35,10.827,789.4,368.0,421.4,0.5338,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.988,1.541,120.67,0.7235
2026-06-20,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,327.8,152.9,174.9,0.5337,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.456,119.32,0.7235
2024-06-11,KHH0031,Kalyanpur,lower_middle,peak,1.35,9.72,399.6,186.3,213.3,0.5338,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.545,0.735,120.5,0.7235
2024-05-01,KHH0018,Kalyanpur,lower_middle,peak,1.35,9.72,524.1,244.4,279.7,0.5337,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,1.167,0.511,123.89,0.7235
2024-05-22,KHH0098,Kalyanpur,middle,peak,1.35,10.827,795.5,370.8,424.6,0.5338,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.997,1.551,122.77,0.7235
2024-06-05,DHH0033,Dhanmondi,middle,peak,1.35,17.104,945.3,440.7,504.6,0.5338,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.813,1.214,144.18,0.7235
2025-05-10,DHH0018,Dhanmondi,middle,peak,1.35,10.247,590.8,275.5,315.2,0.5336,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.067,0.824,157.02,0.7234
2024-05-04,DHH0039,Dhanmondi,middle,peak,1.35,10.827,946.2,441.4,504.8,0.5335,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.338,1.691,163.31,0.7234
2024-04-27,DHH0020,Dhanmondi,middle,peak,1.35,9.72,228.6,106.7,122.0,0.5335,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.397,0.335,153.18,0.7234
2026-06-12,KHH0067,Kalyanpur,middle,peak,1.35,10.247,756.7,353.0,403.8,0.5336,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.086,1.337,119.13,0.7234
2026-06-25,KHH0072,Kalyanpur,middle,peak,1.35,10.247,713.3,332.7,380.6,0.5336,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.12,1.164,119.32,0.7234
2024-06-13,KHH0066,Kalyanpur,middle,peak,1.35,9.72,385.3,179.7,205.6,0.5336,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.861,0.372,121.36,0.7234
2026-06-20,KHH0042,Kalyanpur,lower_middle,peak,1.35,9.72,423.6,197.6,226.0,0.5335,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.812,0.544,119.32,0.7234
2024-05-29,KHH0018,Kalyanpur,lower_middle,peak,1.35,9.72,538.3,251.1,287.2,0.5335,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,1.156,0.567,119.59,0.7234
2026-06-22,KHH0042,Kalyanpur,lower_middle,peak,1.35,9.72,435.9,203.3,232.6,0.5336,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.812,0.583,119.32,0.7234
2025-05-12,KHH0030,Kalyanpur,lower_middle,peak,1.35,9.72,359.5,167.7,191.7,0.5334,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.594,0.557,120.72,0.7234
2024-05-05,KHH0018,Kalyanpur,lower_middle,peak,1.35,9.72,475.2,221.7,253.5,0.5334,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,1.103,0.418,124.22,0.7234
2026-05-22,KHH0066,Kalyanpur,middle,peak,1.35,9.72,374.9,174.9,200.0,0.5335,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.854,0.346,121.64,0.7234
2024-07-14,DHH0059,Dhanmondi,middle,peak,1.35,10.247,651.9,304.0,347.9,0.5336,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.26,0.827,143.09,0.7234
2024-04-29,KHH0035,Kalyanpur,lower_middle,peak,1.35,9.72,175.6,82.0,93.6,0.5332,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.439,0.123,124.15,0.7233
2026-05-24,KHH0077,Kalyanpur,middle,peak,1.35,10.247,615.3,287.2,328.1,0.5333,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.078,0.891,123.8,0.7233
2025-09-29,DHH0039,Dhanmondi,middle,peak,1.35,10.827,890.2,415.6,474.7,0.5332,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.33,1.518,143.65,0.7233
2026-06-27,KHH0009,Kalyanpur,lower_middle,peak,1.35,7.101,200.3,93.5,106.8,0.5333,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.236,0.405,119.32,0.7233
2024-05-24,KHH0069,Kalyanpur,middle,peak,1.35,10.247,598.0,279.1,318.9,0.5333,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.165,0.749,126.1,0.7233
2024-06-07,DHH0056,Dhanmondi,middle,peak,1.35,10.247,540.6,252.4,288.2,0.5332,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.017,0.712,143.65,0.7233
2026-06-23,KHH0075,Kalyanpur,middle,peak,1.35,10.827,774.8,361.7,413.2,0.5332,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.747,0.732,119.32,0.7233
2025-05-03,DHH0058,Dhanmondi,middle,peak,1.35,10.247,613.9,286.5,327.4,0.5332,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.236,0.728,145.52,0.7233
2024-04-28,DHH0065,Dhanmondi,middle,peak,1.35,9.72,478.8,223.4,255.3,0.5333,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.966,0.567,152.51,0.7233
2024-06-02,KHH0078,Kalyanpur,middle,peak,1.35,9.72,482.9,225.4,257.5,0.5332,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.045,0.5,123.48,0.7233
2024-04-29,DHH0020,Dhanmondi,middle,peak,1.35,9.72,239.4,111.8,127.6,0.5331,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.397,0.369,153.77,0.7232
2024-05-17,KHH0060,Kalyanpur,middle,peak,1.35,10.247,609.5,284.7,324.8,0.5329,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,0.938,1.01,127.19,0.7232
2024-05-21,DHH0017,Dhanmondi,middle,peak,1.35,10.247,542.5,253.4,289.1,0.5329,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.259,0.476,148.25,0.7232
2025-05-11,DHH0025,Dhanmondi,middle,peak,1.35,10.247,795.9,371.7,424.1,0.5329,1.0,0.7,0.6,DR_CURTAIL+SHIFT,1,1.196,1.348,157.27,0.7232
