household_id,substation,tier,month,baseline_bill_bdt,optimised_bill_bdt,saving_bdt,saving_pct,energy_kwh,energy_shifted_kwh,energy_curtailed_kwh,discomfort_bdt_eq
KHH0035,Kalyanpur,lower_middle,2024-09,631.2,533.9,97.3,15.42,86.7,16.9,3.59,48.2
KHH0036,Kalyanpur,lower_middle,2024-09,1165.9,998.8,167.1,14.34,167.1,1.12,15.87,65.7
KHH0037,Kalyanpur,lower_middle,2024-09,1156.5,1003.9,152.6,13.19,165.0,9.28,11.67,65.2
KHH0038,Kalyanpur,lower_middle,2024-09,833.3,656.4,176.9,21.23,118.1,0.0,17.17,68.7
KHH0039,Kalyanpur,lower_middle,2024-09,1086.6,941.3,145.3,13.37,152.8,10.45,10.54,63.1
KHH0040,Kalyanpur,lower_middle,2024-09,756.7,690.5,66.1,8.74,107.2,0.0,6.44,25.8
KHH0041,Kalyanpur,lower_middle,2024-09,1463.1,1313.7,149.3,10.21,205.7,20.06,7.55,70.3
KHH0042,Kalyanpur,lower_middle,2024-09,1288.9,1034.0,254.9,19.77,176.9,26.56,15.62,115.6
KHH0043,Kalyanpur,middle,2024-09,2279.7,2022.8,256.9,11.27,265.9,8.13,17.98,158.4
KHH0044,Kalyanpur,middle,2024-09,1551.7,1363.3,188.4,12.14,180.0,4.91,13.54,114.4
KHH0045,Kalyanpur,middle,2024-09,2047.6,1684.3,363.4,17.75,232.0,31.21,18.46,254.1
KHH0046,Kalyanpur,middle,2024-09,3170.4,2636.7,533.7,16.83,371.8,67.57,19.24,405.0
KHH0047,Kalyanpur,middle,2024-09,2447.9,2205.9,242.0,9.88,284.9,11.32,15.63,154.7
KHH0048,Kalyanpur,middle,2024-09,2564.7,2168.7,396.0,15.44,291.9,44.78,16.23,292.7
KHH0049,Kalyanpur,middle,2024-09,3216.0,2874.4,341.7,10.62,377.9,44.36,11.91,260.8
KHH0050,Kalyanpur,middle,2024-09,3435.3,2895.6,539.8,15.71,399.3,65.39,20.59,405.7
KHH0051,Kalyanpur,middle,2024-09,2059.9,1823.6,236.2,11.47,235.5,27.5,9.34,175.4
KHH0052,Kalyanpur,middle,2024-09,2493.0,2060.8,432.2,17.34,292.0,57.49,14.6,332.1
KHH0053,Kalyanpur,middle,2024-09,3475.7,2953.7,522.0,15.02,411.7,67.18,18.43,397.7
KHH0054,Kalyanpur,middle,2024-09,2049.6,1693.7,355.9,17.37,235.2,16.0,23.21,226.5
KHH0055,Kalyanpur,middle,2024-09,5132.7,4476.3,656.4,12.79,612.0,112.32,13.17,541.5
KHH0056,Kalyanpur,middle,2024-09,4779.1,4033.4,745.7,15.6,563.3,94.31,26.87,565.3
KHH0057,Kalyanpur,middle,2024-09,2087.9,1852.3,235.7,11.29,244.4,16.44,13.32,159.0
KHH0058,Kalyanpur,middle,2024-09,3266.5,2750.3,516.2,15.8,387.4,77.82,14.05,409.6
KHH0059,Kalyanpur,middle,2024-09,1432.8,1235.6,197.2,13.76,165.2,6.89,13.48,121.9
KHH0060,Kalyanpur,middle,2024-09,2773.5,2309.8,463.6,16.72,323.2,56.6,17.47,348.7
KHH0061,Kalyanpur,middle,2024-09,4884.2,4224.3,659.9,13.51,582.3,99.26,18.11,523.8
KHH0062,Kalyanpur,middle,2024-09,1311.5,1143.5,168.0,12.81,148.2,19.47,6.73,125.0
KHH0063,Kalyanpur,middle,2024-09,1867.4,1597.9,269.5,14.43,213.2,18.78,15.16,181.3
KHH0064,Kalyanpur,middle,2024-09,2007.2,1688.7,318.5,15.87,231.3,14.67,20.61,203.0
KHH0065,Kalyanpur,middle,2024-09,2218.3,1824.2,394.1,17.77,249.6,37.15,18.74,279.8
KHH0066,Kalyanpur,middle,2024-09,1638.1,1420.4,217.7,13.29,189.0,22.39,9.72,157.6
KHH0067,Kalyanpur,middle,2024-09,2579.2,2037.2,542.0,21.02,292.8,25.72,34.88,347.1
KHH0068,Kalyanpur,middle,2024-09,3208.5,2793.4,415.1,12.94,375.0,60.47,12.17,327.1
KHH0069,Kalyanpur,middle,2024-09,2403.7,1976.3,427.4,17.78,271.7,39.82,20.45,302.5
KHH0070,Kalyanpur,middle,2024-09,2292.8,1950.6,342.2,14.92,259.9,31.04,16.72,241.2
KHH0071,Kalyanpur,middle,2024-09,1660.3,1390.5,269.8,16.25,192.2,9.77,18.41,168.0
KHH0072,Kalyanpur,middle,2024-09,2915.7,2469.0,446.7,15.32,342.4,67.86,12.09,356.0
KHH0073,Kalyanpur,middle,2024-09,2073.1,1750.2,322.8,15.57,235.3,30.88,15.25,230.2
KHH0074,Kalyanpur,middle,2024-09,2263.8,1919.5,344.3,15.21,255.4,38.84,14.1,254.0
KHH0075,Kalyanpur,middle,2024-09,3004.7,2587.5,417.1,13.88,346.7,35.62,21.19,290.8
KHH0076,Kalyanpur,middle,2024-09,1666.6,1445.1,221.5,13.29,190.1,21.63,10.29,158.5
KHH0077,Kalyanpur,middle,2024-09,2316.7,1933.3,383.4,16.55,266.6,21.37,23.56,250.4
KHH0078,Kalyanpur,middle,2024-09,1814.7,1503.7,311.0,17.14,205.2,26.28,15.93,216.6
KHH0079,Kalyanpur,middle,2024-09,3868.6,3248.6,620.0,16.03,454.0,65.61,26.9,450.7
KHH0080,Kalyanpur,middle,2024-09,5358.0,4584.7,773.3,14.43,626.2,99.99,27.08,589.5
KHH0081,Kalyanpur,middle,2024-09,1689.9,1490.5,199.5,11.8,195.0,16.75,10.23,138.6
KHH0082,Kalyanpur,middle,2024-09,3623.7,3121.6,502.2,13.86,424.0,68.48,16.33,388.2
KHH0083,Kalyanpur,middle,2024-09,2907.7,2539.1,368.7,12.68,341.1,5.61,27.94,218.0
KHH0084,Kalyanpur,middle,2024-09,4390.3,3761.6,628.6,14.32,522.8,89.35,19.02,490.6
KHH0085,Kalyanpur,middle,2024-09,2006.7,1631.5,375.2,18.7,228.2,18.03,24.0,240.1
KHH0086,Kalyanpur,middle,2024-09,3141.9,2761.5,380.4,12.11,360.9,42.16,15.8,279.3
KHH0087,Kalyanpur,middle,2024-09,3081.6,2623.5,458.1,14.87,363.3,52.56,18.46,339.5
KHH0088,Kalyanpur,middle,2024-09,1773.1,1540.5,232.6,13.12,202.1,24.23,10.24,168.6
KHH0089,Kalyanpur,middle,2024-09,2718.7,2320.8,397.9,14.64,320.5,48.66,14.92,299.1
KHH0090,Kalyanpur,middle,2024-09,6435.7,5611.2,824.5,12.81,766.3,128.29,21.19,661.5
KHH0091,Kalyanpur,middle,2024-09,3718.0,3164.1,553.9,14.9,438.2,74.57,18.3,426.4
KHH0092,Kalyanpur,middle,2024-09,2875.7,2403.5,472.2,16.42,329.6,37.47,25.0,324.9
KHH0093,Kalyanpur,middle,2024-09,3269.5,2770.2,499.3,15.27,387.9,68.9,15.93,387.1
KHH0094,Kalyanpur,middle,2024-09,3554.4,3104.0,450.3,12.67,422.4,67.86,12.33,357.7
KHH0095,Kalyanpur,middle,2024-09,1613.8,1359.8,254.0,15.74,187.1,12.67,16.13,163.6
KHH0096,Kalyanpur,middle,2024-09,2375.5,2017.4,358.1,15.08,272.6,21.89,21.24,236.3
KHH0097,Kalyanpur,middle,2024-09,1697.8,1454.6,243.3,14.33,193.8,20.53,12.38,168.8
KHH0098,Kalyanpur,middle,2024-09,3406.4,2866.5,539.9,15.85,400.3,69.6,18.99,411.3
KHH0099,Kalyanpur,middle,2024-09,3218.5,2721.3,497.2,15.45,382.3,49.76,22.62,357.4
KHH0100,Kalyanpur,middle,2024-09,2085.3,1767.3,318.0,15.25,237.0,21.06,18.33,212.5
KHH0101,Kalyanpur,middle,2024-09,2480.2,2145.0,335.3,13.52,292.1,44.54,11.3,257.3
KHH0102,Kalyanpur,middle,2024-09,1821.1,1579.5,241.6,13.26,209.6,9.6,16.25,152.2
KHH0103,Kalyanpur,upper_middle,2024-09,10961.1,10961.1,0.0,0.0,994.1,0.0,0.0,0.0
KHH0104,Kalyanpur,upper_middle,2024-09,12376.7,12376.7,0.0,0.0,1124.2,0.0,0.0,0.0
KHH0105,Kalyanpur,upper_middle,2024-09,8682.7,8682.7,0.0,0.0,782.9,0.0,0.0,0.0
KHH0106,Kalyanpur,upper_middle,2024-09,6580.4,6580.4,0.0,0.0,595.0,0.0,0.0,0.0
KHH0107,Kalyanpur,upper_middle,2024-09,5277.6,5277.6,0.0,0.0,475.5,0.0,0.0,0.0
KHH0108,Kalyanpur,upper_middle,2024-09,5217.1,5217.1,0.0,0.0,460.7,0.0,0.0,0.0
KHH0109,Kalyanpur,upper_middle,2024-09,5150.5,5150.5,0.0,0.0,455.2,0.0,0.0,0.0
KHH0110,Kalyanpur,upper_middle,2024-09,7123.5,7123.5,0.0,0.0,641.0,0.0,0.0,0.0
KHH0111,Kalyanpur,upper_middle,2024-09,7724.5,7724.5,0.0,0.0,694.8,0.0,0.0,0.0
KHH0112,Kalyanpur,upper_middle,2024-09,4029.9,4029.9,0.0,0.0,357.0,0.0,0.0,0.0
KHH0113,Kalyanpur,upper_middle,2024-09,3580.5,3580.5,0.0,0.0,310.7,0.0,0.0,0.0
KHH0114,Kalyanpur,upper_middle,2024-09,5402.9,5402.9,0.0,0.0,475.4,0.0,0.0,0.0
KHH0115,Kalyanpur,upper_middle,2024-09,10636.4,10636.4,0.0,0.0,964.3,0.0,0.0,0.0
KHH0116,Kalyanpur,upper_middle,2024-09,8120.1,8120.1,0.0,0.0,735.6,0.0,0.0,0.0
KHH0117,Kalyanpur,upper_middle,2024-09,7456.1,7456.1,0.0,0.0,671.2,0.0,0.0,0.0
KHH0118,Kalyanpur,upper_middle,2024-09,9147.9,9147.9,0.0,0.0,825.8,0.0,0.0,0.0
KHH0119,Kalyanpur,upper_middle,2024-09,11070.6,11070.6,0.0,0.0,1008.8,0.0,0.0,0.0
KHH0120,Kalyanpur,upper_middle,2024-09,9563.1,9563.1,0.0,0.0,870.0,0.0,0.0,0.0
KHH0001,Kalyanpur,lower_middle,2024-10,1016.7,917.2,99.4,9.78,144.3,9.82,7.33,49.0
KHH0002,Kalyanpur,lower_middle,2024-10,956.8,835.5,121.3,12.68,136.0,0.0,13.82,55.3
KHH0003,Kalyanpur,lower_middle,2024-10,760.8,622.1,138.8,18.24,103.9,14.71,9.82,68.7
KHH0004,Kalyanpur,lower_middle,2024-10,1115.6,1005.7,109.9,9.85,157.8,5.23,10.39,52.0
KHH0005,Kalyanpur,lower_middle,2024-10,496.9,397.2,99.6,20.05,67.6,0.0,11.35,45.4
KHH0006,Kalyanpur,lower_middle,2024-10,1083.5,966.5,117.0,10.8,150.5,10.21,9.18,57.1
KHH0007,Kalyanpur,lower_middle,2024-10,1047.8,955.7,92.1,8.79,148.8,0.0,10.5,42.0
KHH0008,Kalyanpur,lower_middle,2024-10,397.2,349.0,48.3,12.15,54.5,0.0,5.5,22.0
KHH0009,Kalyanpur,lower_middle,2024-10,538.3,423.7,114.6,21.29,72.6,9.31,9.27,55.7
KHH0010,Kalyanpur,lower_middle,2024-10,1109.8,992.6,117.2,10.56,156.5,11.21,8.79,57.6
KHH0011,Kalyanpur,lower_middle,2024-10,930.6,837.0,93.6,10.06,130.7,8.0,7.41,45.6
KHH0012,Kalyanpur,lower_middle,2024-10,754.5,643.8,110.6,14.66,103.0,10.09,8.5,54.2
KHH0013,Kalyanpur,lower_middle,2024-10,894.6,787.6,107.0,11.96,127.8,0.0,12.19,48.8
KHH0014,Kalyanpur,lower_middle,2024-10,538.0,526.2,11.8,2.2,78.2,2.14,0.48,6.2
KHH0015,Kalyanpur,lower_middle,2024-10,1245.8,1101.1,144.7,11.62,176.3,7.23,13.55,68.7
KHH0016,Kalyanpur,lower_middle,2024-10,1199.7,1066.2,133.5,11.13,167.9,8.89,11.59,64.1
KHH0017,Kalyanpur,lower_middle,2024-10,905.1,781.2,123.9,13.69,125.4,13.9,8.46,61.6
KHH0018,Kalyanpur,lower_middle,2024-10,1514.1,1298.2,215.9,14.26,209.4,30.0,12.39,109.5
KHH0019,Kalyanpur,lower_middle,2024-10,912.6,732.9,179.7,19.69,122.4,12.84,15.25,86.7
KHH0020,Kalyanpur,lower_middle,2024-10,1152.0,960.1,191.9,16.66,160.5,7.51,18.81,90.3
KHH0021,Kalyanpur,lower_middle,2024-10,1261.2,1113.1,148.1,11.74,176.9,9.99,12.81,71.2
KHH0022,Kalyanpur,lower_middle,2024-10,1304.1,1099.6,204.5,15.68,182.0,10.87,18.88,97.3
KHH0023,Kalyanpur,lower_middle,2024-10,868.9,711.9,156.9,18.06,117.5,17.51,10.75,78.0
KHH0024,Kalyanpur,lower_middle,2024-10,883.6,792.3,91.3,10.33,123.5,10.2,6.24,45.4
KHH0025,Kalyanpur,lower_middle,2024-10,1043.3,943.3,100.0,9.59,145.7,12.96,6.12,50.4
KHH0026,Kalyanpur,lower_middle,2024-10,819.6,735.4,84.2,10.28,114.5,12.16,4.65,42.9
KHH0027,Kalyanpur,lower_middle,2024-10,1077.3,953.6,123.6,11.48,148.9,9.33,10.29,59.8
KHH0028,Kalyanpur,lower_middle,2024-10,721.2,619.6,101.7,14.09,99.6,9.82,7.59,50.0
KHH0029,Kalyanpur,lower_middle,2024-10,862.3,781.1,81.2,9.42,120.1,0.0,9.26,37.0
KHH0030,Kalyanpur,lower_middle,2024-10,807.3,652.7,154.6,19.15,108.8,13.91,11.95,75.6
KHH0031,Kalyanpur,lower_middle,2024-10,1092.3,889.7,202.5,18.54,149.2,14.88,17.02,97.8
KHH0032,Kalyanpur,lower_middle,2024-10,848.8,710.4,138.4,16.31,117.4,9.65,11.85,66.7
KHH0033,Kalyanpur,lower_middle,2024-10,605.7,494.7,111.0,18.33,82.9,7.23,9.71,53.3
KHH0034,Kalyanpur,lower_middle,2024-10,1007.2,873.1,134.1,13.32,142.1,1.12,14.83,61.6
KHH0035,Kalyanpur,lower_middle,2024-10,643.3,554.3,89.0,13.83,87.8,17.7,2.93,47.1
KHH0036,Kalyanpur,lower_middle,2024-10,1069.6,944.5,125.1,11.69,151.4,1.33,13.71,57.5
KHH0037,Kalyanpur,lower_middle,2024-10,1143.2,1009.9,133.2,11.65,161.2,11.45,10.52,65.0
KHH0038,Kalyanpur,lower_middle,2024-10,694.1,567.3,126.8,18.27,95.5,0.0,14.45,57.8
KHH0039,Kalyanpur,lower_middle,2024-10,1046.4,925.7,120.7,11.53,145.5,10.6,9.44,58.9
KHH0040,Kalyanpur,lower_middle,2024-10,747.1,695.6,51.4,6.88,104.6,0.0,5.86,23.4
KHH0041,Kalyanpur,lower_middle,2024-10,1500.3,1365.2,135.1,9.0,209.5,20.89,6.89,69.3
KHH0042,Kalyanpur,lower_middle,2024-10,1217.3,1008.0,209.3,17.2,165.5,23.9,14.12,104.3
KHH0043,Kalyanpur,middle,2024-10,2196.2,1978.1,218.1,9.93,253.6,8.6,16.69,151.2
KHH0044,Kalyanpur,middle,2024-10,1499.9,1339.7,160.2,10.68,171.7,5.29,12.68,109.9
KHH0045,Kalyanpur,middle,2024-10,2125.4,1763.1,362.4,17.05,238.5,35.17,19.22,275.2
KHH0046,Kalyanpur,middle,2024-10,2594.8,2188.3,406.5,15.67,298.3,48.07,18.06,318.7
KHH0047,Kalyanpur,middle,2024-10,2423.6,2222.0,201.6,8.32,280.6,11.83,13.85,144.2
KHH0048,Kalyanpur,middle,2024-10,2519.2,2143.9,375.3,14.9,282.8,47.27,15.49,297.5
KHH0049,Kalyanpur,middle,2024-10,3017.3,2708.5,308.8,10.24,348.8,43.72,10.79,250.4
KHH0050,Kalyanpur,middle,2024-10,3009.3,2564.2,445.1,14.79,343.8,53.07,19.59,349.4
KHH0051,Kalyanpur,middle,2024-10,2112.1,1884.3,227.8,10.79,239.5,30.84,8.53,183.1
KHH0052,Kalyanpur,middle,2024-10,2145.2,1755.2,390.0,18.18,242.6,56.89,12.93,318.1
KHH0053,Kalyanpur,middle,2024-10,3121.0,2669.1,451.8,14.48,359.3,62.42,16.41,364.5
KHH0054,Kalyanpur,middle,2024-10,1979.7,1668.0,311.7,15.75,224.5,16.97,21.95,221.5
KHH0055,Kalyanpur,middle,2024-10,4218.5,3713.4,505.1,11.97,491.7,86.61,11.49,426.8
KHH0056,Kalyanpur,middle,2024-10,3901.0,3302.9,598.2,15.33,446.9,73.92,25.27,472.6
KHH0057,Kalyanpur,middle,2024-10,1961.2,1766.4,194.8,9.93,228.1,14.37,12.18,142.8
KHH0058,Kalyanpur,middle,2024-10,2646.6,2236.0,410.5,15.51,304.6,62.38,12.6,337.7
KHH0059,Kalyanpur,middle,2024-10,1397.0,1235.0,161.9,11.59,159.9,6.73,12.25,112.7
KHH0060,Kalyanpur,middle,2024-10,2414.9,2019.7,395.1,16.36,275.4,51.09,15.77,314.8
KHH0061,Kalyanpur,middle,2024-10,4140.4,3578.1,562.3,13.58,478.4,89.51,15.6,467.2
KHH0062,Kalyanpur,middle,2024-10,1304.1,1147.0,157.0,12.04,146.1,20.12,6.34,124.9
KHH0063,Kalyanpur,middle,2024-10,1780.2,1562.8,217.4,12.21,201.2,18.49,12.6,162.1
KHH0064,Kalyanpur,middle,2024-10,1868.7,1611.0,257.7,13.79,213.1,14.2,18.07,183.3
KHH0065,Kalyanpur,middle,2024-10,2126.6,1784.7,342.0,16.08,237.4,32.75,18.32,259.3
KHH0066,Kalyanpur,middle,2024-10,1522.2,1336.5,185.7,12.2,174.5,21.58,8.41,145.2
KHH0067,Kalyanpur,middle,2024-10,2409.2,1956.8,452.4,18.78,270.9,27.23,30.79,324.5
KHH0068,Kalyanpur,middle,2024-10,2889.4,2560.6,328.9,11.38,332.6,47.45,11.12,267.6
KHH0069,Kalyanpur,middle,2024-10,2299.2,1924.4,374.8,16.3,256.9,39.78,18.5,288.6
KHH0070,Kalyanpur,middle,2024-10,2318.2,1993.6,324.6,14.0,259.6,35.56,15.57,251.2
KHH0071,Kalyanpur,middle,2024-10,1527.2,1305.8,221.4,14.5,175.0,10.38,16.27,155.4
KHH0072,Kalyanpur,middle,2024-10,2542.0,2156.0,386.0,15.19,290.0,59.08,11.67,318.0
KHH0073,Kalyanpur,middle,2024-10,2021.9,1736.9,285.1,14.1,228.3,29.69,14.3,218.9
KHH0074,Kalyanpur,middle,2024-10,2205.4,1897.9,307.4,13.94,247.0,39.67,12.31,244.8
KHH0075,Kalyanpur,middle,2024-10,2887.3,2502.7,384.6,13.32,329.0,40.17,19.24,295.4
KHH0076,Kalyanpur,middle,2024-10,1662.9,1459.8,203.1,12.22,187.9,23.48,9.24,158.6
KHH0077,Kalyanpur,middle,2024-10,2176.5,1847.3,329.1,15.12,247.4,24.43,20.52,241.4
KHH0078,Kalyanpur,middle,2024-10,1736.7,1469.6,267.1,15.38,194.1,27.49,13.53,204.7
KHH0079,Kalyanpur,middle,2024-10,3364.6,2845.1,519.5,15.44,384.3,58.47,24.28,403.8
KHH0080,Kalyanpur,middle,2024-10,4656.8,4016.5,640.2,13.75,531.9,85.82,24.32,513.5
KHH0081,Kalyanpur,middle,2024-10,1681.3,1496.7,184.6,10.98,192.0,17.47,9.98,139.7
KHH0082,Kalyanpur,middle,2024-10,3215.4,2802.4,413.0,12.84,368.4,56.81,15.09,332.9
KHH0083,Kalyanpur,middle,2024-10,2732.1,2428.4,303.7,11.11,316.5,6.57,25.44,204.4
KHH0084,Kalyanpur,middle,2024-10,3432.8,2930.7,502.1,14.63,393.7,74.13,16.29,410.5
KHH0085,Kalyanpur,middle,2024-10,1923.0,1595.7,327.3,17.02,214.8,21.41,21.58,236.7
KHH0086,Kalyanpur,middle,2024-10,3082.7,2742.1,340.6,11.05,351.7,42.81,14.09,269.9
KHH0087,Kalyanpur,middle,2024-10,2802.7,2376.0,426.7,15.22,319.2,55.15,17.04,339.9
KHH0088,Kalyanpur,middle,2024-10,1787.0,1567.2,219.9,12.3,201.6,27.64,9.1,174.2
KHH0089,Kalyanpur,middle,2024-10,2258.8,1960.8,298.0,13.19,258.9,35.37,13.18,233.8
KHH0090,Kalyanpur,middle,2024-10,5398.9,4711.5,687.4,12.73,623.3,109.01,19.24,570.7
KHH0091,Kalyanpur,middle,2024-10,3195.7,2751.6,444.1,13.9,369.5,63.48,15.25,360.7
KHH0092,Kalyanpur,middle,2024-10,2809.6,2386.7,422.8,15.05,319.5,39.15,23.2,319.0
KHH0093,Kalyanpur,middle,2024-10,2723.1,2316.8,406.3,14.92,315.3,56.97,14.41,328.7
KHH0094,Kalyanpur,middle,2024-10,3077.5,2686.8,390.7,12.69,355.4,60.6,11.48,322.8
KHH0095,Kalyanpur,middle,2024-10,1549.2,1328.4,220.9,14.26,176.9,15.73,14.04,161.2
KHH0096,Kalyanpur,middle,2024-10,2267.3,1955.0,312.3,13.78,256.5,24.28,19.03,230.3
KHH0097,Kalyanpur,middle,2024-10,1720.6,1491.9,228.7,13.29,194.7,22.8,11.89,174.4
KHH0098,Kalyanpur,middle,2024-10,2845.0,2425.4,419.6,14.75,326.5,53.85,16.92,333.8
KHH0099,Kalyanpur,middle,2024-10,2624.4,2270.9,353.5,13.47,306.1,30.2,20.42,263.8
KHH0100,Kalyanpur,middle,2024-10,2080.6,1799.3,281.3,13.52,234.2,22.06,17.06,207.7
KHH0101,Kalyanpur,middle,2024-10,2199.2,1908.7,290.5,13.21,252.7,42.24,9.69,236.8
KHH0102,Kalyanpur,middle,2024-10,1820.5,1605.6,214.9,11.81,207.3,10.46,15.64,151.3
KHH0103,Kalyanpur,upper_middle,2024-10,8935.6,8935.6,0.0,0.0,785.8,0.0,0.0,0.0
KHH0104,Kalyanpur,upper_middle,2024-10,9926.5,9926.5,0.0,0.0,879.1,0.0,0.0,0.0
KHH0105,Kalyanpur,upper_middle,2024-10,7431.0,7431.0,0.0,0.0,653.1,0.0,0.0,0.0
KHH0106,Kalyanpur,upper_middle,2024-10,5208.1,5208.1,0.0,0.0,456.8,0.0,0.0,0.0
KHH0107,Kalyanpur,upper_middle,2024-10,4563.6,4563.6,0.0,0.0,401.5,0.0,0.0,0.0
KHH0108,Kalyanpur,upper_middle,2024-10,4656.3,4656.3,0.0,0.0,399.4,0.0,0.0,0.0
KHH0109,Kalyanpur,upper_middle,2024-10,4717.7,4717.7,0.0,0.0,408.1,0.0,0.0,0.0
KHH0110,Kalyanpur,upper_middle,2024-10,5894.3,5894.3,0.0,0.0,514.9,0.0,0.0,0.0
KHH0111,Kalyanpur,upper_middle,2024-10,6624.7,6624.7,0.0,0.0,584.2,0.0,0.0,0.0
KHH0112,Kalyanpur,upper_middle,2024-10,4006.4,4006.4,0.0,0.0,352.8,0.0,0.0,0.0
KHH0113,Kalyanpur,upper_middle,2024-10,3327.8,3327.8,0.0,0.0,286.0,0.0,0.0,0.0
KHH0114,Kalyanpur,upper_middle,2024-10,4819.5,4819.5,0.0,0.0,414.6,0.0,0.0,0.0
KHH0115,Kalyanpur,upper_middle,2024-10,8876.9,8876.9,0.0,0.0,784.3,0.0,0.0,0.0
KHH0116,Kalyanpur,upper_middle,2024-10,6638.0,6638.0,0.0,0.0,583.5,0.0,0.0,0.0
KHH0117,Kalyanpur,upper_middle,2024-10,6267.0,6267.0,0.0,0.0,548.5,0.0,0.0,0.0
KHH0118,Kalyanpur,upper_middle,2024-10,7656.5,7656.5,0.0,0.0,675.4,0.0,0.0,0.0
KHH0119,Kalyanpur,upper_middle,2024-10,8989.5,8989.5,0.0,0.0,800.1,0.0,0.0,0.0
KHH0120,Kalyanpur,upper_middle,2024-10,7820.8,7820.8,0.0,0.0,694.9,0.0,0.0,0.0
KHH0001,Kalyanpur,lower_middle,2024-11,925.0,835.3,89.7,9.7,130.2,11.85,5.39,45.3
KHH0002,Kalyanpur,lower_middle,2024-11,764.2,679.0,85.2,11.15,107.7,0.0,9.71,38.8
KHH0003,Kalyanpur,lower_middle,2024-11,689.8,565.5,124.3,18.02,92.8,16.75,7.34,62.9
KHH0004,Kalyanpur,lower_middle,2024-11,963.7,882.3,81.4,8.45,135.0,5.38,7.09,39.1
KHH0005,Kalyanpur,lower_middle,2024-11,346.1,280.1,66.0,19.06,45.5,0.0,7.52,30.1
KHH0006,Kalyanpur,lower_middle,2024-11,936.7,838.5,98.2,10.49,128.2,10.08,7.09,48.5
KHH0007,Kalyanpur,lower_middle,2024-11,847.7,791.5,56.2,6.63,119.0,0.0,6.4,25.6
KHH0008,Kalyanpur,lower_middle,2024-11,308.9,281.9,27.0,8.74,41.6,0.0,3.08,12.3
KHH0009,Kalyanpur,lower_middle,2024-11,421.1,331.0,90.1,21.4,55.4,9.08,6.57,44.4
KHH0010,Kalyanpur,lower_middle,2024-11,1007.6,916.4,91.2,9.05,141.8,10.56,6.1,45.5
KHH0011,Kalyanpur,lower_middle,2024-11,793.5,727.2,66.3,8.36,110.4,7.88,4.35,33.1
KHH0012,Kalyanpur,lower_middle,2024-11,663.3,571.8,91.5,13.79,89.4,10.38,6.2,45.5
KHH0013,Kalyanpur,lower_middle,2024-11,703.9,633.2,70.7,10.04,100.0,0.0,8.06,32.2
KHH0014,Kalyanpur,lower_middle,2024-11,519.6,509.1,10.5,2.02,75.4,1.65,0.52,5.4
KHH0015,Kalyanpur,lower_middle,2024-11,1020.8,926.1,94.7,9.28,143.7,5.42,8.58,45.2
KHH0016,Kalyanpur,lower_middle,2024-11,1026.0,920.6,105.4,10.28,141.9,9.02,8.34,51.4
KHH0017,Kalyanpur,lower_middle,2024-11,824.8,722.3,102.5,12.43,113.8,13.44,6.21,51.7
KHH0018,Kalyanpur,lower_middle,2024-11,1332.3,1144.0,188.2,14.13,182.2,30.59,8.99,97.1
KHH0019,Kalyanpur,lower_middle,2024-11,768.4,618.7,149.7,19.48,101.2,12.08,12.14,72.7
KHH0020,Kalyanpur,lower_middle,2024-11,877.8,739.1,138.7,15.8,120.2,6.4,13.2,65.6
KHH0021,Kalyanpur,lower_middle,2024-11,1080.8,968.0,112.8,10.44,150.0,10.68,8.51,55.4
KHH0022,Kalyanpur,lower_middle,2024-11,1041.9,891.0,150.9,14.48,143.7,10.74,12.82,72.7
KHH0023,Kalyanpur,lower_middle,2024-11,729.5,608.6,120.8,16.56,97.6,15.86,7.31,60.9
KHH0024,Kalyanpur,lower_middle,2024-11,782.6,709.6,73.1,9.33,108.1,11.13,3.79,37.4
KHH0025,Kalyanpur,lower_middle,2024-11,874.1,799.2,74.9,8.57,120.5,11.85,3.71,38.5
KHH0026,Kalyanpur,lower_middle,2024-11,757.6,689.5,68.1,8.99,105.4,11.82,2.94,35.4
KHH0027,Kalyanpur,lower_middle,2024-11,939.3,844.2,95.2,10.13,128.3,9.47,6.99,46.9
KHH0028,Kalyanpur,lower_middle,2024-11,640.6,559.4,81.2,12.67,87.7,9.56,5.36,40.5
KHH0029,Kalyanpur,lower_middle,2024-11,758.4,698.9,59.4,7.83,104.6,0.0,6.77,27.1
KHH0030,Kalyanpur,lower_middle,2024-11,683.2,561.1,122.1,17.88,90.7,13.83,8.29,60.8
KHH0031,Kalyanpur,lower_middle,2024-11,887.9,736.7,151.2,17.03,119.8,13.7,11.64,74.0
KHH0032,Kalyanpur,lower_middle,2024-11,685.0,581.3,103.7,15.14,93.6,9.26,8.04,50.7
KHH0033,Kalyanpur,lower_middle,2024-11,478.1,393.8,84.3,17.64,64.4,5.69,7.29,40.5
KHH0034,Kalyanpur,lower_middle,2024-11,835.5,732.1,103.4,12.38,116.7,1.38,11.22,47.7
KHH0035,Kalyanpur,lower_middle,2024-11,604.5,520.3,84.3,13.94,81.3,18.86,1.92,45.4
KHH0036,Kalyanpur,lower_middle,2024-11,897.2,807.7,89.6,9.99,126.0,1.28,9.69,41.3
KHH0037,Kalyanpur,lower_middle,2024-11,940.2,838.8,101.4,10.79,131.1,10.15,7.43,50.0
KHH0038,Kalyanpur,lower_middle,2024-11,469.6,389.5,80.1,17.06,62.0,0.0,9.13,36.5
