household_id,substation,tier,month,baseline_bill_bdt,optimised_bill_bdt,saving_bdt,saving_pct,energy_kwh,energy_shifted_kwh,energy_curtailed_kwh,discomfort_bdt_eq
DHH0047,Dhanmondi,middle,2024-09,3061.4,2572.4,489.1,15.97,358.0,21.15,35.07,330.1
DHH0048,Dhanmondi,middle,2024-09,3461.3,3017.4,443.9,12.82,411.7,8.78,35.47,283.4
DHH0049,Dhanmondi,middle,2024-09,2070.7,1785.9,284.9,13.76,249.3,23.3,17.56,216.1
DHH0050,Dhanmondi,middle,2024-09,2107.1,1808.6,298.5,14.17,259.7,11.74,23.53,211.7
DHH0051,Dhanmondi,middle,2024-09,3482.7,2979.4,503.3,14.45,410.2,18.52,37.2,334.4
DHH0052,Dhanmondi,middle,2024-09,1527.6,1339.4,188.2,12.32,196.4,10.03,14.59,142.3
DHH0053,Dhanmondi,middle,2024-09,6643.0,5763.5,879.5,13.24,492.9,17.46,43.0,370.8
DHH0054,Dhanmondi,middle,2024-09,1455.6,1322.8,132.9,9.13,189.8,1.81,12.4,94.0
DHH0055,Dhanmondi,middle,2024-09,1897.6,1655.3,242.4,12.77,232.7,9.33,19.04,170.6
DHH0056,Dhanmondi,middle,2024-09,2077.4,1778.4,298.9,14.39,253.0,22.29,19.31,224.4
DHH0057,Dhanmondi,middle,2024-09,2164.0,1931.2,232.7,10.75,264.4,18.96,14.37,176.5
DHH0058,Dhanmondi,middle,2024-09,2314.7,1972.3,342.4,14.79,280.2,26.57,21.63,257.7
DHH0059,Dhanmondi,middle,2024-09,2354.2,2002.1,352.1,14.96,283.7,29.12,21.6,267.7
DHH0060,Dhanmondi,middle,2024-09,7271.9,6290.4,981.4,13.5,465.8,41.73,32.11,391.7
DHH0061,Dhanmondi,middle,2024-09,1341.8,1161.0,180.8,13.48,171.5,11.31,13.47,139.5
DHH0062,Dhanmondi,middle,2024-09,1357.7,1194.5,163.2,12.02,173.1,16.07,9.86,133.3
DHH0063,Dhanmondi,middle,2024-09,1172.1,1046.9,125.3,10.69,151.2,12.88,7.29,102.6
DHH0064,Dhanmondi,middle,2024-09,3672.7,3100.7,572.0,15.57,428.4,33.13,37.73,396.6
DHH0065,Dhanmondi,middle,2024-09,1620.5,1399.8,220.7,13.62,208.4,15.86,15.51,172.0
DHH0066,Dhanmondi,middle,2024-09,1881.1,1618.2,263.0,13.98,226.5,22.32,15.9,200.6
DHH0067,Dhanmondi,upper_middle,2024-09,3484.4,3484.4,0.0,0.0,399.0,0.0,0.0,0.0
DHH0068,Dhanmondi,upper_middle,2024-09,6991.2,6991.2,0.0,0.0,523.2,0.0,0.0,0.0
DHH0069,Dhanmondi,upper_middle,2024-09,14926.3,14568.2,358.1,2.4,976.3,0.0,15.76,220.6
DHH0070,Dhanmondi,upper_middle,2024-09,12653.6,12371.6,282.0,2.23,826.7,0.0,12.41,173.7
DHH0071,Dhanmondi,upper_middle,2024-09,12496.8,12199.4,297.5,2.38,806.7,0.0,13.09,183.3
DHH0072,Dhanmondi,upper_middle,2024-09,14662.9,14324.5,338.5,2.31,952.1,0.0,14.9,208.5
DHH0073,Dhanmondi,upper_middle,2024-09,6888.6,6888.6,0.0,0.0,513.7,0.0,0.0,0.0
DHH0074,Dhanmondi,upper_middle,2024-09,7833.1,7833.1,0.0,0.0,566.7,0.0,0.0,0.0
DHH0075,Dhanmondi,upper_middle,2024-09,9011.0,9011.0,0.0,0.0,674.2,0.0,0.0,0.0
DHH0076,Dhanmondi,upper_middle,2024-09,6611.9,6611.9,0.0,0.0,491.0,0.0,0.0,0.0
DHH0077,Dhanmondi,upper_middle,2024-09,13495.4,13134.1,361.4,2.68,880.4,0.0,15.9,222.6
DHH0078,Dhanmondi,upper_middle,2024-09,20107.3,19579.7,527.6,2.62,1314.3,0.0,23.22,325.1
DHH0079,Dhanmondi,upper_middle,2024-09,9224.3,9224.3,0.0,0.0,679.9,0.0,0.0,0.0
DHH0080,Dhanmondi,upper_middle,2024-09,12640.7,12294.3,346.4,2.74,825.6,0.0,15.24,213.4
DHH0081,Dhanmondi,upper_middle,2024-09,8117.2,8117.2,0.0,0.0,600.5,0.0,0.0,0.0
DHH0082,Dhanmondi,upper_middle,2024-09,24832.8,24204.0,628.8,2.53,1631.8,0.0,27.67,387.4
DHH0083,Dhanmondi,upper_middle,2024-09,7026.5,7026.5,0.0,0.0,512.7,0.0,0.0,0.0
DHH0084,Dhanmondi,upper_middle,2024-09,19872.4,19324.7,547.6,2.76,1301.1,0.0,24.1,337.4
DHH0085,Dhanmondi,upper_middle,2024-09,15052.7,14687.1,365.7,2.43,982.6,0.0,16.09,225.3
DHH0086,Dhanmondi,upper_middle,2024-09,12709.2,12388.2,321.1,2.53,816.6,0.0,14.13,197.8
DHH0087,Dhanmondi,upper_middle,2024-09,4121.6,4121.6,0.0,0.0,482.7,0.0,0.0,0.0
DHH0088,Dhanmondi,upper_middle,2024-09,9447.7,9447.7,0.0,0.0,709.3,0.0,0.0,0.0
DHH0089,Dhanmondi,upper_middle,2024-09,9545.4,9545.4,0.0,0.0,717.1,0.0,0.0,0.0
DHH0090,Dhanmondi,upper_middle,2024-09,15538.7,15181.7,357.0,2.3,1022.1,0.0,15.71,219.9
DHH0091,Dhanmondi,upper_middle,2024-09,15111.0,14726.0,385.0,2.55,976.9,0.0,16.94,237.2
DHH0092,Dhanmondi,upper_middle,2024-09,16580.2,16080.5,499.7,3.01,1090.0,0.0,21.99,307.9
DHH0093,Dhanmondi,upper_middle,2024-09,17767.1,17334.7,432.4,2.43,1162.0,0.0,19.03,266.4
DHH0094,Dhanmondi,upper_middle,2024-09,8907.5,8907.5,0.0,0.0,666.7,0.0,0.0,0.0
DHH0095,Dhanmondi,upper_middle,2024-09,5611.4,5611.4,0.0,0.0,404.2,0.0,0.0,0.0
DHH0096,Dhanmondi,upper_middle,2024-09,7304.0,7304.0,0.0,0.0,534.7,0.0,0.0,0.0
DHH0097,Dhanmondi,upper_middle,2024-09,14014.4,13716.5,297.9,2.13,906.0,0.0,13.11,183.5
DHH0098,Dhanmondi,upper_middle,2024-09,7949.3,7949.3,0.0,0.0,591.5,0.0,0.0,0.0
DHH0099,Dhanmondi,upper_middle,2024-09,7918.5,7918.5,0.0,0.0,584.0,0.0,0.0,0.0
DHH0100,Dhanmondi,upper_middle,2024-09,8416.4,8416.4,0.0,0.0,632.6,0.0,0.0,0.0
DHH0101,Dhanmondi,upper_middle,2024-09,12975.1,12595.0,380.1,2.93,839.8,0.0,16.73,234.2
DHH0102,Dhanmondi,upper_middle,2024-09,15904.9,15495.0,409.8,2.58,1043.2,0.0,18.04,252.5
DHH0103,Dhanmondi,upper_middle,2024-09,7211.8,7211.8,0.0,0.0,533.2,0.0,0.0,0.0
DHH0104,Dhanmondi,upper_middle,2024-09,9492.8,9492.8,0.0,0.0,709.0,0.0,0.0,0.0
DHH0105,Dhanmondi,upper_middle,2024-09,8106.0,8106.0,0.0,0.0,599.5,0.0,0.0,0.0
DHH0106,Dhanmondi,upper_middle,2024-09,12539.5,12193.0,346.5,2.76,805.1,0.0,15.25,213.5
DHH0107,Dhanmondi,upper_middle,2024-09,8375.6,8375.6,0.0,0.0,626.7,0.0,0.0,0.0
DHH0108,Dhanmondi,upper_middle,2024-09,8762.1,8762.1,0.0,0.0,656.0,0.0,0.0,0.0
DHH0109,Dhanmondi,upper_middle,2024-09,13238.5,12892.9,345.6,2.61,860.0,0.0,15.21,212.9
DHH0110,Dhanmondi,upper_middle,2024-09,19270.0,18721.5,548.5,2.85,1261.6,0.0,24.14,337.9
DHH0111,Dhanmondi,upper_middle,2024-09,9492.7,9492.7,0.0,0.0,710.6,0.0,0.0,0.0
DHH0112,Dhanmondi,upper_middle,2024-09,12738.3,12458.7,279.6,2.19,811.3,0.0,12.3,172.2
DHH0113,Dhanmondi,upper_middle,2024-09,6661.3,6661.3,0.0,0.0,492.7,0.0,0.0,0.0
DHH0114,Dhanmondi,upper_middle,2024-09,3010.4,3010.4,0.0,0.0,342.8,0.0,0.0,0.0
DHH0115,Dhanmondi,upper_middle,2024-09,13540.2,13208.1,332.1,2.45,885.9,0.0,14.61,204.6
DHH0116,Dhanmondi,upper_middle,2024-09,7473.9,7473.9,0.0,0.0,551.2,0.0,0.0,0.0
DHH0117,Dhanmondi,upper_middle,2024-09,7591.4,7591.4,0.0,0.0,558.0,0.0,0.0,0.0
DHH0118,Dhanmondi,upper_middle,2024-09,17930.9,17418.6,512.3,2.86,1165.1,0.0,22.55,315.6
DHH0119,Dhanmondi,upper_middle,2024-09,16686.0,16255.2,430.9,2.58,1086.4,0.0,18.96,265.5
DHH0120,Dhanmondi,upper_middle,2024-09,7109.4,7109.4,0.0,0.0,522.8,0.0,0.0,0.0
DHH0001,Dhanmondi,lower_middle,2024-10,1259.0,1132.1,126.8,10.08,162.1,10.67,8.7,56.2
DHH0002,Dhanmondi,lower_middle,2024-10,1013.7,921.7,92.0,9.08,129.7,0.0,9.47,37.9
DHH0003,Dhanmondi,lower_middle,2024-10,1153.5,974.1,179.4,15.55,145.6,12.53,13.35,78.5
DHH0004,Dhanmondi,lower_middle,2024-10,1576.4,1463.4,113.0,7.17,204.4,10.34,7.42,50.3
DHH0005,Dhanmondi,lower_middle,2024-10,1220.6,1092.5,128.1,10.5,154.2,9.34,9.38,56.2
DHH0006,Dhanmondi,lower_middle,2024-10,1224.2,1119.3,104.9,8.57,157.1,12.63,5.65,47.9
DHH0007,Dhanmondi,lower_middle,2024-10,1352.7,1246.3,106.4,7.86,176.9,0.0,10.94,43.8
DHH0008,Dhanmondi,lower_middle,2024-10,1311.4,1087.2,224.3,17.1,161.7,22.96,13.72,100.8
DHH0009,Dhanmondi,lower_middle,2024-10,1386.7,1218.8,167.9,12.11,176.0,24.54,7.27,78.2
DHH0010,Dhanmondi,lower_middle,2024-10,1343.6,1184.4,159.1,11.84,169.3,15.83,9.92,71.4
DHH0011,Dhanmondi,lower_middle,2024-10,1261.5,1139.1,122.4,9.7,161.4,9.87,8.57,54.0
DHH0012,Dhanmondi,lower_middle,2024-10,1074.4,969.4,105.0,9.77,135.2,0.0,10.8,43.2
DHH0013,Dhanmondi,lower_middle,2024-10,918.5,803.9,114.6,12.48,116.3,0.0,11.79,47.2
DHH0014,Dhanmondi,lower_middle,2024-10,1254.6,1080.4,174.2,13.88,78.2,1.67,8.15,35.9
DHH0015,Dhanmondi,middle,2024-10,1944.8,1712.3,232.5,11.95,231.9,27.15,11.63,190.0
DHH0016,Dhanmondi,middle,2024-10,6063.8,5013.1,1050.8,17.33,438.8,14.81,55.4,447.0
DHH0017,Dhanmondi,middle,2024-10,2166.5,1861.9,304.6,14.06,258.1,37.74,14.35,251.4
DHH0018,Dhanmondi,middle,2024-10,1928.7,1611.6,317.1,16.44,229.7,29.44,18.96,250.5
DHH0019,Dhanmondi,middle,2024-10,1542.3,1290.6,251.8,16.32,193.0,14.26,20.09,197.7
DHH0020,Dhanmondi,middle,2024-10,905.1,757.8,147.3,16.28,112.8,14.68,9.18,122.9
DHH0021,Dhanmondi,middle,2024-10,2428.2,2066.7,361.6,14.89,288.5,33.68,21.57,285.7
DHH0022,Dhanmondi,middle,2024-10,1046.2,909.2,137.0,13.1,132.9,12.28,9.09,112.8
DHH0023,Dhanmondi,middle,2024-10,2826.6,2423.9,402.8,14.25,324.8,16.83,30.34,279.7
DHH0024,Dhanmondi,middle,2024-10,3429.9,2811.4,618.5,18.03,390.4,27.35,45.98,431.3
DHH0025,Dhanmondi,middle,2024-10,2443.9,2057.7,386.3,15.8,294.2,27.94,26.31,296.0
DHH0026,Dhanmondi,middle,2024-10,1418.1,1214.2,204.0,14.38,180.5,10.39,16.75,158.8
DHH0027,Dhanmondi,middle,2024-10,3085.9,2730.0,355.9,11.53,358.3,11.6,28.14,243.4
DHH0028,Dhanmondi,middle,2024-10,1791.7,1531.1,260.6,14.54,211.8,17.59,18.27,198.2
DHH0029,Dhanmondi,middle,2024-10,3541.6,3040.3,501.3,14.15,407.9,28.62,34.64,357.0
DHH0030,Dhanmondi,middle,2024-10,1800.2,1534.7,265.4,14.75,213.1,19.43,17.99,203.7
DHH0031,Dhanmondi,middle,2024-10,2023.4,1726.3,297.1,14.68,240.6,13.38,23.54,218.3
DHH0032,Dhanmondi,middle,2024-10,1928.2,1639.3,288.8,14.98,229.8,27.17,17.12,228.5
DHH0033,Dhanmondi,middle,2024-10,5830.5,5000.2,830.2,14.24,423.1,42.08,31.4,388.1
DHH0034,Dhanmondi,middle,2024-10,2173.6,1983.6,190.0,8.74,264.9,21.44,9.81,154.4
DHH0035,Dhanmondi,middle,2024-10,2979.1,2532.0,447.1,15.01,340.0,25.5,30.91,318.3
DHH0036,Dhanmondi,middle,2024-10,1561.6,1370.9,190.7,12.21,195.7,17.77,12.38,157.8
DHH0037,Dhanmondi,middle,2024-10,1767.2,1534.0,233.2,13.2,212.6,10.81,18.35,171.7
DHH0038,Dhanmondi,middle,2024-10,3185.3,2742.3,443.0,13.91,366.9,22.68,31.68,312.5
DHH0039,Dhanmondi,middle,2024-10,3034.0,2537.9,496.1,16.35,345.9,30.79,33.28,356.1
DHH0040,Dhanmondi,middle,2024-10,2883.0,2416.1,466.9,16.19,328.3,31.7,30.21,338.3
DHH0041,Dhanmondi,middle,2024-10,2338.7,1962.6,376.1,16.08,282.0,18.5,29.17,278.2
DHH0042,Dhanmondi,middle,2024-10,3214.1,2774.5,439.6,13.68,366.6,33.27,27.05,322.4
DHH0043,Dhanmondi,middle,2024-10,1880.1,1670.8,209.2,11.13,224.7,12.2,15.45,157.0
DHH0044,Dhanmondi,middle,2024-10,2925.4,2462.9,462.4,15.81,326.6,34.27,28.75,338.3
DHH0045,Dhanmondi,middle,2024-10,1760.9,1500.8,260.1,14.77,205.7,37.13,10.26,220.3
DHH0046,Dhanmondi,middle,2024-10,2853.4,2367.7,485.7,17.02,325.2,18.9,37.16,335.7
DHH0047,Dhanmondi,middle,2024-10,2646.9,2226.2,420.7,15.89,301.9,20.56,30.48,295.6
DHH0048,Dhanmondi,middle,2024-10,2947.0,2598.7,348.4,11.82,342.6,7.0,29.32,233.3
DHH0049,Dhanmondi,middle,2024-10,2023.3,1746.2,277.1,13.7,240.5,25.15,16.8,218.2
DHH0050,Dhanmondi,middle,2024-10,1874.5,1643.1,231.4,12.35,228.5,12.84,17.36,172.9
DHH0051,Dhanmondi,middle,2024-10,3042.6,2574.4,468.2,15.39,345.9,18.61,35.66,324.1
DHH0052,Dhanmondi,middle,2024-10,1479.0,1308.4,170.5,11.53,188.1,10.74,13.17,135.2
DHH0053,Dhanmondi,middle,2024-10,5829.1,5097.8,731.2,12.54,424.9,19.5,34.81,321.7
DHH0054,Dhanmondi,middle,2024-10,1413.2,1300.9,112.3,7.94,183.2,1.66,10.87,82.8
DHH0055,Dhanmondi,middle,2024-10,1789.9,1569.9,220.0,12.29,216.0,11.6,16.75,163.6
DHH0056,Dhanmondi,middle,2024-10,1902.2,1620.9,281.3,14.79,228.2,22.33,18.36,217.8
DHH0057,Dhanmondi,middle,2024-10,2138.2,1919.5,218.7,10.23,259.3,19.83,13.27,172.2
DHH0058,Dhanmondi,middle,2024-10,2170.5,1857.3,313.2,14.43,258.8,27.42,19.39,245.4
DHH0059,Dhanmondi,middle,2024-10,2277.5,1950.4,327.2,14.36,271.9,29.72,19.82,257.6
DHH0060,Dhanmondi,middle,2024-10,6610.6,5770.2,840.4,12.71,417.3,45.0,24.28,349.9
DHH0061,Dhanmondi,middle,2024-10,1310.6,1142.3,168.3,12.84,166.0,13.27,11.91,136.4
DHH0062,Dhanmondi,middle,2024-10,1388.9,1228.5,160.4,11.55,175.7,17.7,9.29,135.8
DHH0063,Dhanmondi,middle,2024-10,1129.5,1023.1,106.4,9.42,145.3,10.73,6.58,89.0
DHH0064,Dhanmondi,middle,2024-10,3275.5,2778.8,496.7,15.17,373.5,36.82,30.88,363.4
DHH0065,Dhanmondi,middle,2024-10,1535.0,1331.1,203.9,13.28,195.1,17.82,13.71,167.3
DHH0066,Dhanmondi,middle,2024-10,1852.4,1600.7,251.7,13.59,220.8,24.08,14.75,199.6
DHH0067,Dhanmondi,upper_middle,2024-10,3468.5,3468.5,0.0,0.0,394.5,0.0,0.0,0.0
DHH0068,Dhanmondi,upper_middle,2024-10,6156.2,6156.2,0.0,0.0,451.2,0.0,0.0,0.0
DHH0069,Dhanmondi,upper_middle,2024-10,12045.6,12045.6,0.0,0.0,765.9,0.0,0.0,0.0
DHH0070,Dhanmondi,upper_middle,2024-10,10361.3,10361.3,0.0,0.0,660.8,0.0,0.0,0.0
DHH0071,Dhanmondi,upper_middle,2024-10,10498.8,10498.8,0.0,0.0,659.4,0.0,0.0,0.0
DHH0072,Dhanmondi,upper_middle,2024-10,12580.3,12580.3,0.0,0.0,793.9,0.0,0.0,0.0
DHH0073,Dhanmondi,upper_middle,2024-10,6249.4,6249.4,0.0,0.0,457.3,0.0,0.0,0.0
DHH0074,Dhanmondi,upper_middle,2024-10,7296.4,7296.4,0.0,0.0,518.2,0.0,0.0,0.0
DHH0075,Dhanmondi,upper_middle,2024-10,7893.4,7893.4,0.0,0.0,577.6,0.0,0.0,0.0
DHH0076,Dhanmondi,upper_middle,2024-10,5822.4,5822.4,0.0,0.0,424.3,0.0,0.0,0.0
DHH0077,Dhanmondi,upper_middle,2024-10,11104.6,11104.6,0.0,0.0,696.4,0.0,0.0,0.0
DHH0078,Dhanmondi,upper_middle,2024-10,15390.5,15390.5,0.0,0.0,977.6,0.0,0.0,0.0
DHH0079,Dhanmondi,upper_middle,2024-10,7796.2,7796.2,0.0,0.0,563.9,0.0,0.0,0.0
DHH0080,Dhanmondi,upper_middle,2024-10,9754.3,9754.3,0.0,0.0,614.6,0.0,0.0,0.0
DHH0081,Dhanmondi,upper_middle,2024-10,6644.7,6644.7,0.0,0.0,482.9,0.0,0.0,0.0
DHH0082,Dhanmondi,upper_middle,2024-10,18600.0,18600.0,0.0,0.0,1187.3,0.0,0.0,0.0
DHH0083,Dhanmondi,upper_middle,2024-10,6185.2,6185.2,0.0,0.0,441.1,0.0,0.0,0.0
DHH0084,Dhanmondi,upper_middle,2024-10,15845.1,15845.1,0.0,0.0,1004.0,0.0,0.0,0.0
DHH0085,Dhanmondi,upper_middle,2024-10,11661.9,11661.9,0.0,0.0,742.1,0.0,0.0,0.0
DHH0086,Dhanmondi,upper_middle,2024-10,10674.8,10674.8,0.0,0.0,667.2,0.0,0.0,0.0
DHH0087,Dhanmondi,upper_middle,2024-10,3523.7,3523.7,0.0,0.0,404.5,0.0,0.0,0.0
DHH0088,Dhanmondi,upper_middle,2024-10,7952.3,7952.3,0.0,0.0,578.0,0.0,0.0,0.0
DHH0089,Dhanmondi,upper_middle,2024-10,7715.9,7715.9,0.0,0.0,559.3,0.0,0.0,0.0
DHH0090,Dhanmondi,upper_middle,2024-10,12528.0,12528.0,0.0,0.0,800.6,0.0,0.0,0.0
DHH0091,Dhanmondi,upper_middle,2024-10,12308.5,12308.5,0.0,0.0,780.3,0.0,0.0,0.0
DHH0092,Dhanmondi,upper_middle,2024-10,12942.5,12942.5,0.0,0.0,825.0,0.0,0.0,0.0
DHH0093,Dhanmondi,upper_middle,2024-10,14334.2,14334.2,0.0,0.0,904.3,0.0,0.0,0.0
DHH0094,Dhanmondi,upper_middle,2024-10,7453.5,7453.5,0.0,0.0,543.0,0.0,0.0,0.0
DHH0095,Dhanmondi,upper_middle,2024-10,5471.4,5471.4,0.0,0.0,391.5,0.0,0.0,0.0
DHH0096,Dhanmondi,upper_middle,2024-10,6999.0,6999.0,0.0,0.0,508.0,0.0,0.0,0.0
DHH0097,Dhanmondi,upper_middle,2024-10,11772.2,11772.2,0.0,0.0,743.5,0.0,0.0,0.0
DHH0098,Dhanmondi,upper_middle,2024-10,6305.9,6305.9,0.0,0.0,454.9,0.0,0.0,0.0
DHH0099,Dhanmondi,upper_middle,2024-10,7223.4,7223.4,0.0,0.0,524.0,0.0,0.0,0.0
DHH0100,Dhanmondi,upper_middle,2024-10,7634.6,7634.6,0.0,0.0,563.0,0.0,0.0,0.0
DHH0101,Dhanmondi,upper_middle,2024-10,10598.3,10598.3,0.0,0.0,668.0,0.0,0.0,0.0
DHH0102,Dhanmondi,upper_middle,2024-10,12027.0,12027.0,0.0,0.0,763.0,0.0,0.0,0.0
DHH0103,Dhanmondi,upper_middle,2024-10,6488.4,6488.4,0.0,0.0,470.7,0.0,0.0,0.0
DHH0104,Dhanmondi,upper_middle,2024-10,7925.2,7925.2,0.0,0.0,575.9,0.0,0.0,0.0
DHH0105,Dhanmondi,upper_middle,2024-10,6893.2,6893.2,0.0,0.0,497.2,0.0,0.0,0.0
DHH0106,Dhanmondi,upper_middle,2024-10,10488.3,10488.3,0.0,0.0,660.6,0.0,0.0,0.0
DHH0107,Dhanmondi,upper_middle,2024-10,7406.4,7406.4,0.0,0.0,541.6,0.0,0.0,0.0
DHH0108,Dhanmondi,upper_middle,2024-10,7153.5,7153.5,0.0,0.0,520.7,0.0,0.0,0.0
DHH0109,Dhanmondi,upper_middle,2024-10,10818.6,10818.6,0.0,0.0,685.7,0.0,0.0,0.0
DHH0110,Dhanmondi,upper_middle,2024-10,15087.1,15087.1,0.0,0.0,960.1,0.0,0.0,0.0
DHH0111,Dhanmondi,upper_middle,2024-10,7755.6,7755.6,0.0,0.0,567.9,0.0,0.0,0.0
DHH0112,Dhanmondi,upper_middle,2024-10,11244.0,11244.0,0.0,0.0,702.8,0.0,0.0,0.0
DHH0113,Dhanmondi,upper_middle,2024-10,5562.0,5562.0,0.0,0.0,401.3,0.0,0.0,0.0
DHH0114,Dhanmondi,upper_middle,2024-10,2823.5,2823.5,0.0,0.0,317.6,0.0,0.0,0.0
DHH0115,Dhanmondi,upper_middle,2024-10,10871.7,10871.7,0.0,0.0,692.9,0.0,0.0,0.0
DHH0116,Dhanmondi,upper_middle,2024-10,6561.2,6561.2,0.0,0.0,468.3,0.0,0.0,0.0
DHH0117,Dhanmondi,upper_middle,2024-10,7115.0,7115.0,0.0,0.0,515.7,0.0,0.0,0.0
DHH0118,Dhanmondi,upper_middle,2024-10,13884.4,13884.4,0.0,0.0,883.5,0.0,0.0,0.0
DHH0119,Dhanmondi,upper_middle,2024-10,12745.7,12745.7,0.0,0.0,805.6,0.0,0.0,0.0
DHH0120,Dhanmondi,upper_middle,2024-10,6231.9,6231.9,0.0,0.0,446.8,0.0,0.0,0.0
DHH0001,Dhanmondi,lower_middle,2024-11,1065.0,973.1,91.9,8.63,136.5,9.7,5.5,41.4
DHH0002,Dhanmondi,lower_middle,2024-11,862.3,793.2,69.1,8.01,109.2,0.0,7.11,28.4
DHH0003,Dhanmondi,lower_middle,2024-11,937.7,791.3,146.4,15.62,116.4,13.32,9.64,65.2
DHH0004,Dhanmondi,lower_middle,2024-11,1392.7,1304.6,88.1,6.32,179.9,9.5,5.19,39.8
DHH0005,Dhanmondi,lower_middle,2024-11,1120.4,1011.0,109.4,9.76,140.5,10.37,7.03,48.9
DHH0006,Dhanmondi,lower_middle,2024-11,1080.8,998.3,82.5,7.63,137.8,13.08,3.15,38.8
DHH0007,Dhanmondi,lower_middle,2024-11,1143.3,1075.0,68.3,5.98,149.4,0.0,7.03,28.1
DHH0008,Dhanmondi,lower_middle,2024-11,1135.9,949.4,186.6,16.42,138.9,22.37,10.08,85.1
DHH0009,Dhanmondi,lower_middle,2024-11,1175.5,1043.2,132.3,11.26,148.3,22.43,4.48,62.8
DHH0010,Dhanmondi,lower_middle,2024-11,1165.0,1046.8,118.3,10.15,146.4,12.57,7.05,53.3
DHH0011,Dhanmondi,lower_middle,2024-11,1035.4,954.6,80.8,7.8,131.6,9.18,4.57,36.6
DHH0012,Dhanmondi,lower_middle,2024-11,912.0,833.2,78.9,8.65,112.9,0.0,8.11,32.5
DHH0013,Dhanmondi,lower_middle,2024-11,702.4,633.0,69.4,9.88,87.8,0.0,7.14,28.6
DHH0014,Dhanmondi,lower_middle,2024-11,1011.3,903.5,107.8,10.66,62.6,1.55,4.84,22.4
DHH0015,Dhanmondi,middle,2024-11,1711.9,1524.2,187.7,10.97,202.7,24.57,8.31,156.5
DHH0016,Dhanmondi,middle,2024-11,4075.8,3459.7,616.1,15.12,292.1,14.55,30.09,268.9
DHH0017,Dhanmondi,middle,2024-11,1893.2,1643.6,249.6,13.19,223.7,38.57,8.65,214.8
DHH0018,Dhanmondi,middle,2024-11,1636.0,1370.5,265.5,16.23,192.7,29.92,13.72,215.7
DHH0019,Dhanmondi,middle,2024-11,1259.4,1052.1,207.3,16.46,155.1,13.27,15.92,164.5
DHH0020,Dhanmondi,middle,2024-11,771.5,648.5,123.0,15.94,95.3,14.48,6.75,105.2
DHH0021,Dhanmondi,middle,2024-11,1999.9,1726.8,273.1,13.66,235.2,30.4,14.27,221.5
DHH0022,Dhanmondi,middle,2024-11,893.8,784.8,109.0,12.2,112.5,12.83,5.99,93.3
DHH0023,Dhanmondi,middle,2024-11,2043.9,1830.7,213.2,10.43,233.6,13.95,14.01,153.8
DHH0024,Dhanmondi,middle,2024-11,2354.3,2019.3,335.1,14.23,267.5,25.82,20.43,246.3
DHH0025,Dhanmondi,middle,2024-11,1894.2,1633.7,260.5,13.75,226.2,27.01,14.42,208.9
DHH0026,Dhanmondi,middle,2024-11,1122.2,977.9,144.4,12.87,141.3,9.67,10.92,115.1
DHH0027,Dhanmondi,middle,2024-11,2352.2,2164.2,188.0,7.99,272.4,10.4,13.12,133.5
DHH0028,Dhanmondi,middle,2024-11,1505.1,1305.4,199.7,13.27,175.6,18.79,11.83,158.0
DHH0029,Dhanmondi,middle,2024-11,2803.8,2466.7,337.1,12.02,320.0,29.7,19.03,252.0
DHH0030,Dhanmondi,middle,2024-11,1540.4,1339.8,200.6,13.02,181.2,18.04,12.23,157.7
DHH0031,Dhanmondi,middle,2024-11,1640.9,1427.7,213.3,13.0,193.0,12.4,15.76,159.9
DHH0032,Dhanmondi,middle,2024-11,1635.4,1400.8,234.6,14.35,192.8,27.52,11.69,191.9
DHH0033,Dhanmondi,middle,2024-11,4694.0,4120.4,573.6,12.22,339.7,39.05,17.62,279.6
DHH0034,Dhanmondi,middle,2024-11,1898.8,1762.6,136.2,7.18,231.3,17.02,6.36,112.6
DHH0035,Dhanmondi,middle,2024-11,2315.0,1984.1,330.9,14.29,259.3,23.61,20.94,241.0
DHH0036,Dhanmondi,middle,2024-11,1456.5,1286.6,169.8,11.66,181.5,18.28,10.02,143.3
DHH0037,Dhanmondi,middle,2024-11,1543.8,1354.4,189.4,12.27,184.4,10.51,14.21,141.5
DHH0038,Dhanmondi,middle,2024-11,2406.7,2129.0,277.7,11.54,274.9,21.37,16.94,204.1
DHH0039,Dhanmondi,middle,2024-11,2288.0,1928.1,359.9,15.73,255.4,33.29,19.68,270.9
DHH0040,Dhanmondi,middle,2024-11,2167.7,1843.2,324.6,14.97,241.3,31.23,17.25,245.7
DHH0041,Dhanmondi,middle,2024-11,1684.7,1458.2,226.5,13.44,201.1,17.1,15.14,174.4
DHH0042,Dhanmondi,middle,2024-11,2796.2,2438.5,357.7,12.79,317.4,31.0,20.41,266.9
DHH0043,Dhanmondi,middle,2024-11,1628.8,1467.2,161.6,9.92,192.5,12.55,10.66,124.8
DHH0044,Dhanmondi,middle,2024-11,2498.4,2131.0,367.5,14.71,276.1,33.76,20.18,276.3
DHH0045,Dhanmondi,middle,2024-11,1619.4,1399.1,220.3,13.6,188.3,35.28,7.13,191.0
DHH0046,Dhanmondi,middle,2024-11,2180.0,1827.9,352.1,16.15,244.7,15.83,26.07,245.8
DHH0047,Dhanmondi,middle,2024-11,2079.0,1802.9,276.2,13.28,235.8,21.04,16.94,202.7
