household_id,substation,category,archetype,w_h,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,tariff_class,baseline_kwh,optimised_kwh,energy_shifted_kwh,energy_curtailed_kwh,n_shift_slots,n_curtail_slots,discomfort_J2_tk,incentive_received_tk,n_dr_events,income_band,monthly_income_bdt,household_size,peak_baseline_kw,peak_optimised_kw,connected_load_kw,J1_baseline_tk,J1_optimised_tk,rebate_tk,marginal_rate_tk_per_kwh,period_days,scale_to_30d,baseline_kwh_30d,optimised_kwh_30d,bill_baseline_tk,bill_optimised_tk,surcharge_tk,energy_charge_baseline_tk,energy_charge_optimised_tk,eff_rate_baseline,eff_rate_optimised,slab_baseline,slab_optimised,saving_tk,saving_pct,J1_saving_tk,energy_saving_kwh,energy_saving_pct,peak_reduction_kw,peak_reduction_pct,qoe,qoe_ok,net_benefit_tk,gained_unweighted,gained_lambda,gained,saving_per_discomfort,participated
DHNC0187,Dhanmondi,Residential,Res-A,597.3547737671756,0.48842405294875635,2.1158213152780507,20.76935820768468,0.4539564087964498,LT-A,428.53483194547914,407.6330533150089,0.0,20.901778630470293,0,131,434.11652755396636,62.70533589141087,10,upper-middle,185384.98332178156,4,3.0003723278592656,3.0003723278592656,4.4611,6432.307827501642,6055.866794366873,62.70533589141087,15.01,30,1.0,428.53483194547914,407.6330533150089,4214.357728876724,3884.935246771198,0.0,3826.307827501642,3512.572130258284,9.834341142688958,9.53047162190995,401-600,401-600,329.4224821055259,7.816671087229433,376.441033134769,20.901778630470233,4.877498180388167,0.0,0.0,0.9512250181961182,True,-41.98870955702961,False,False,False,0.7588342327385229,True
DHNC0188,Dhanmondi,Residential,Res-A,597.3547737671756,0.5435030539379561,2.203693340109789,20.959722633403675,0.4478948527046247,LT-A,256.82233735703744,244.16773920910975,0.0,12.654598147927649,0,197,265.2368672177474,37.96379444378295,10,upper-middle,169469.64407765243,5,1.5865676900245038,1.5865676900245038,3.9857000000000005,2337.083269949041,2183.9626323591156,37.96379444378295,9.1,30,1.0,256.82233735703744,244.16773920910975,2321.0068034464925,2200.0921181430435,0.0,2043.0832699490406,1927.9264268028987,9.037402382253852,9.010576603073856,201-300,201-300,120.914685303449,5.209579098342204,153.12063758992554,12.654598147927686,4.9273744169437705,0.0,0.0,0.9507262558305625,True,-106.35838747051542,False,False,False,0.4558743532594342,True
DHNC0189,Dhanmondi,Residential,Res-A,597.3547737671756,0.6576605475091104,1.4899924882044497,18.165013843164513,0.2830118113125864,LT-A,471.25382777354855,448.2026738831439,0.0,23.051153890404475,0,227,418.72452952011287,69.15346167121342,10,upper-middle,176355.6358530384,6,2.938370911064099,2.938370911064099,5.850099999999999,7073.519954880961,6658.368673314776,69.15346167121342,15.01,30,1.0,471.25382777354855,448.2026738831439,4948.885362625011,4585.58765173529,0.0,4467.519954880963,4121.52213498599,10.501528201916479,10.231058221957086,401-600,401-600,363.2977108897212,7.341000735911553,415.1512815661854,23.051153890404635,4.891451810441612,0.0,0.0,0.9510854818955842,True,13.726643040821784,True,True,True,0.8676293966013536,True
DHNC0190,Dhanmondi,Residential,Res-A,597.3547737671756,0.5626465803360258,1.6527010920472744,18.975153415342046,0.2878824544320605,LT-A,288.99722191496437,274.75061298970843,0.0,14.246608925255854,0,319,270.33159000511114,42.73982677576757,10,upper-middle,174416.76540729107,5,1.5062091064230008,1.5062091064230008,4.4009,2629.874719426175,2457.4907514305796,42.73982677576757,9.1,30,1.0,288.99722191496437,274.75061298970843,2646.748145397485,2510.6217971166643,0.0,2335.874719426176,2206.2305782063468,9.158386118245366,9.137820548595853,201-300,201-300,136.12634828082082,5.143154573189568,172.3839679955954,14.246608925255941,4.9296698531752385,0.0,0.0,0.9507033014682479,True,-91.46541494852275,False,False,False,0.5035532409595456,True
DHNC0191,Dhanmondi,Residential,Res-B,597.3547737671756,0.29555106612026616,1.2716708417043814,22.37186997509349,0.4116523611323483,LT-A,133.1071634158445,133.1071634158445,0.0,0.0,0,0,0.0,0.0,0,middle,59124.879853399936,5,0.7031146268222593,0.7031146268222593,2.0992,1131.4108890346781,1131.4108890346781,0.0,8.5,30,1.0,133.1071634158445,133.1071634158445,1097.856153486412,1097.856153486412,0.0,957.4108890346782,957.4108890346782,8.247911872755964,8.247911872755964,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,False,False,,False
DHNC0192,Dhanmondi,Residential,Res-B,597.3547737671756,0.3422305177513686,1.5242602978158897,20.097390113242465,0.42356896764341256,LT-A,265.92883052436093,252.8417096606244,0.0,13.087120863736635,0,217,263.0169734576698,39.2613625912099,10,middle,33497.46465980764,5,1.7557382811452507,1.7557382811452507,3.8150000000000004,2419.952357771685,2261.598195320471,39.2613625912099,9.1,30,1.0,265.92883052436093,252.8417096606244,2400.491475660269,2275.444035807266,0.0,2125.9523577716845,2006.8595579116818,9.026819209210815,8.999480500513425,201-300,201-300,125.04743985300274,5.209243237100341,158.35416245121405,13.087120863736544,4.921286961602185,0.0,0.0,0.9507871303839778,True,-98.70817101345716,False,False,False,0.4754348672220882,True
DHNC0193,Dhanmondi,Residential,Res-A,597.3547737671756,0.7097269345131867,1.156327101681303,18.089557186589285,0.4744303348468466,LT-A,476.5944399781197,453.1977835767882,0.0,23.396656401331484,0,142,423.23515394686615,70.18996920399445,10,upper-middle,72459.56373133221,6,2.1200685808937583,2.1200685808937583,4.690600000000001,7153.682544071576,6732.308762283595,70.18996920399445,15.01,30,1.0,476.5944399781197,453.1977835767882,4981.922131275155,4613.17912806197,0.0,4547.682544071577,4196.498731487591,10.453168802187188,10.179174071976302,401-600,401-600,368.74300321318515,7.401621171441373,421.373781787981,23.396656401331484,4.90913330890004,0.0,0.0,0.9509086669109996,True,15.69781847031345,True,True,True,0.8712485240757623,True
DHNC0194,Dhanmondi,Residential,Res-A,597.3547737671756,0.6427142214034034,1.5702511115791538,18.516800898870876,0.31923556863429875,LT-A,334.59165580777807,318.33086792970494,0.0,16.260787878073085,0,320,301.0977715970524,48.78236363421926,10,upper-middle,85935.35692595234,5,1.4724080506086916,1.4724080506086916,4.3612,3218.7717288708254,3013.560585849543,48.78236363421926,9.62,30,1.0,334.59165580777807,318.33086792970494,3099.539235314366,2935.2890169579496,0.0,2768.771728870825,2612.3429494837615,9.263647737512745,9.220874607756015,301-400,301-400,164.25021835641655,5.2991817778927945,205.21114302128262,16.26078787807313,4.859890435347529,0.0,0.0,0.9514010956465249,True,-88.06518960641657,False,True,False,0.5455045963482796,True
DHNC0195,Dhanmondi,Residential,Res-A,597.3547737671756,0.5924501972587916,2.2522801917930018,20.56967815694718,0.4221933148788218,LT-A,383.626717143779,364.781742080127,0.0,18.84497506365199,0,234,387.63507193501664,56.53492519095597,10,upper-middle,61891.426952874215,4,2.4697400117185975,2.4697400117185975,4.7609,3690.489018923154,3452.6654336198667,56.53492519095597,9.62,30,1.0,383.626717143779,364.781742080127,3612.4691598693116,3422.116066751363,0.0,3240.4890189231537,3059.200358810822,9.416625585322304,9.381270145915554,301-400,301-400,190.35309311794845,5.269334759520406,237.82358530328747,18.844975063651987,4.912320811219491,0.0,0.0,0.950876791887805,True,-140.74705362611223,False,False,False,0.4910626176515301,True
DHNC0196,Dhanmondi,Residential,Res-B,597.3547737671756,0.5040506711758292,1.4461266252144434,21.074834489436938,0.4138229815053944,LT-A,184.42997330882844,175.2946476757126,0.0,9.135325633115777,0,230,192.52547572502576,27.405976899347333,10,middle,26188.75015460708,5,0.4652543238299651,0.4652543238299651,0.5301,1567.654773125041,1462.5985283442096,27.405976899347333,8.5,30,1.0,184.42997330882844,175.2946476757126,1486.7149217812937,1405.182140505735,0.0,1393.6547731250416,1316.004505243557,8.061135048215759,8.016115489762473,76-200,76-200,81.53278127555859,5.484089792942338,105.05624478083132,9.135325633115826,4.9532760154005455,0.0,0.0,0.9504672398459948,True,-83.58671755011983,False,False,False,0.42349087033036437,True
DHNC0197,Dhanmondi,Residential,Res-B,597.3547737671756,0.38170790356125045,1.5817875526293583,11.83732480074288,0.36496108215752054,LT-A,142.63618358316248,135.55762261619319,0.0,7.078560966969338,0,319,83.79122528787664,21.235682900908017,10,middle,52503.68072658706,4,0.6367368148000918,0.6367368148000918,1.9752,1212.4075604568814,1131.0041093367342,21.235682900908017,8.5,30,1.0,142.63618358316248,135.55762261619319,1177.4342584797253,1114.2581018495243,0.0,1038.4075604568811,978.2397922376421,8.254807643484341,8.219811474595891,76-200,76-200,63.17615663020092,5.3655782626685635,81.40345112014711,7.078560966969292,4.962668510295786,0.0,0.0,0.9503733148970418,True,0.6206142432322963,True,False,True,0.753971032326479,True
DHNC0198,Dhanmondi,Residential,Res-A,597.3547737671756,0.582665101452224,2.8900995364682327,18.307478913899896,0.3986089783288254,LT-A,198.92741235186574,189.43266686032334,0.0,9.49474549154246,0,240,173.82485287925968,28.48423647462738,10,upper-middle,150902.50038495928,6,0.9635224544317684,0.9635224544317684,3.0399000000000003,1690.883004990858,1581.6934318381202,28.48423647462738,8.5,30,1.0,198.92741235186574,189.43266686032334,1726.7867452404016,1642.0461417283857,0.0,1516.8830049908588,1436.1776683127482,8.680486639951038,8.668231139559131,76-200,76-200,84.74060351201592,4.907415680922337,109.1895731527377,9.494745491542403,4.772969888507853,0.0,0.0,0.9522703011149212,True,-60.60001289261638,False,False,False,0.48750568234841263,True
DHNC0199,Dhanmondi,Residential,Res-C,597.3547737671756,0.18569645165214865,2.9372983612479016,29.785752251555113,0.32348636970340516,LT-A,66.26842719769236,66.26842719769236,0.0,0.0,0,0,0.0,0.0,0,lower-middle,17079.823740065272,4,0.8287716501633359,0.8287716501633359,1.8795,409.5388800817387,409.5388800817387,0.0,6.18,30,1.0,66.26842719769236,66.26842719769236,512.9017740858258,512.9017740858258,0.0,409.5388800817388,409.5388800817388,7.739760784660456,7.739760784660456,1-75,1-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,False,False,,False
DHNC0200,Dhanmondi,Residential,Res-B,597.3547737671756,0.30423721747245286,1.717766025505796,19.883910109897162,0.4070526525571934,LT-A,114.47357097509132,111.06758621991386,0.0,3.4059847551774673,0,99,67.72429470762886,10.217954265532402,6,middle,43958.28093996609,5,0.6905869350352372,0.6905869350352372,2.09,973.0253532882763,933.8565286037353,10.217954265532402,8.5,30,1.0,114.47357097509132,111.06758621991386,931.1456209526899,900.7472070127312,0.0,799.0253532882762,770.0744828692679,8.134153700466817,8.10990170641911,76-200,76-200,30.398413939958687,3.26462513015493,39.16882468454094,3.4059847551774567,2.9753459476847945,0.0,0.0,0.970246540523152,True,-27.107926502137772,False,False,False,0.44885537857855956,True
DHNC0201,Dhanmondi,Residential,Res-B,597.3547737671756,0.42458784804715627,1.3300839432782243,16.958552710896452,0.41813244652571674,LT-A,190.29240288607247,180.84950096820717,0.0,9.442901917865225,0,261,160.13794991794262,28.32870575359567,10,middle,28133.04373634094,4,1.5936451603438886,1.5936451603438886,3.4504,1617.4854245316153,1508.8920524761654,28.32870575359567,8.5,30,1.0,190.29240288607247,180.84950096820717,1667.8223357581967,1583.544436141249,0.0,1443.485424531616,1363.220758229761,8.764524019157598,8.756144903156972,76-200,76-200,84.2778996169477,5.053170101516523,108.59337205544989,9.4429019178653,4.96231156612108,0.0,0.0,0.9503768843387896,True,-47.53134454739924,False,False,False,0.5262831181499021,True
DHNC0202,Dhanmondi,Residential,Res-A,597.3547737671756,0.5909588327366487,1.4763025286395615,16.556396477226393,0.4672089696148597,LT-A,374.2765801961385,355.8917698267205,0.0,18.38481036941802,0,221,304.38620963470777,55.15443110825405,10,upper-middle,183299.58402590355,6,1.5440490753157445,1.5440490753157445,3.8662000000000005,3600.5407014868515,3368.5243946247965,55.15443110825405,9.62,30,1.0,374.2765801961385,355.8917698267205,3478.567156561195,3292.862187019704,0.0,3150.5407014868524,2973.6788257330513,9.294108529949328,9.252425782768057,301-400,301-400,185.7049695414912,5.33854777508661,232.016306862055,18.384810369418005,4.912092111075585,0.0,0.0,0.9508790788892441,True,-63.526808984962514,False,True,False,0.6100965275803879,True
DHNC0203,Dhanmondi,Residential,Res-A,597.3547737671756,0.6411255705993048,1.9061482747056824,18.82788782410678,0.40219453381448217,LT-A,562.9712005700226,535.4428201144486,0.0,27.52838045557389,0,163,518.3012591968787,82.58514136672167,10,upper-middle,122538.23616237249,6,2.667232547149621,2.667232547149621,5.2998,8450.19772055604,7954.411588551155,82.58514136672167,15.01,30,1.0,562.9712005700226,535.4428201144486,6370.12878658384,5936.267746413768,0.0,5844.197720556039,5430.996729917874,11.315194773966988,11.086651129517277,401-600,401-600,433.86104017007256,6.81086764028742,495.7861320048851,27.528380455573938,4.889838135183604,0.0,0.0,0.951101618648164,True,-1.8550776600844756,False,True,False,0.8370827438126458,True
DHNC0204,Dhanmondi,Residential,Res-B,597.3547737671756,0.29678192501097866,1.1629787109242602,18.670605026511264,0.46878793201449176,LT-A,288.241538944138,276.63628801953735,0.0,11.605250924600707,0,280,216.67705624677447,34.81575277380212,10,middle,49059.637302173134,5,1.0071083097475904,1.0071083097475904,2.49,2622.9980043916557,2482.5744682039876,34.81575277380212,9.1,30,1.0,288.241538944138,276.63628801953735,2555.2569046112385,2444.368732026679,0.0,2328.9980043916557,2223.39022097779,8.864984949676023,8.836037923752238,201-300,201-300,110.88817258455947,4.339609547065492,140.4235361876681,11.605250924600625,4.0262243142025955,0.0,0.0,0.9597377568579738,True,-70.9731308884129,False,False,False,0.5117670255694652,True
DHNC0205,Dhanmondi,Commercial,Commercial,36.75972604031296,0.3929028511933754,2.819600506079391,22.6799402583588,0.3503874248885441,LT-E,5527.507947039162,5259.715978177041,0.0,267.7919688621207,0,160,6073.505855461178,803.375906586362,10,,0.0,0,15.108285123514976,15.108285123514976,15.25,85931.63420717974,80510.24282774927,803.375906586362,15.36,30,1.0,5527.507947039162,5259.715978177041,90588.77316984761,86269.82429603931,0.0,84902.52206652153,80789.23742479934,16.38871875677211,16.401992931553593,flat,flat,4318.948873808302,4.7676425264205475,5421.391379430468,267.7919688621214,4.844714316612888,0.0,0.0,0.9515528568338713,True,-951.1810750665136,False,False,False,0.711112984261765,True
DHNC0206,Dhanmondi,Commercial,Commercial,36.75972604031296,0.514576196150373,1.4134098951550444,30.40825417980485,0.33497538261693155,LT-E,4561.599662205395,4340.876310601746,0.0,220.72335160365031,0,137,6711.8117789822345,662.1700548109509,10,,0.0,0,14.256703397672208,14.256703397672208,18.45,71618.81134881343,67053.39610339628,662.1700548109509,15.36,30,1.0,4561.599662205395,4340.876310601746,75313.00435204862,71753.17813738497,0.0,70066.17081147488,66675.86013084282,16.510217890457547,16.52965277129454,flat,flat,3559.8262146636553,4.726708548265242,4565.415245417142,220.72335160364946,4.838726936789898,0.0,0.0,0.9516127306321008,True,-2489.815509507628,False,False,False,0.5303823068774226,True
DHNC0207,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6566966432504908,2.457304117367897,25.252742995768624,0.3105242108174119,LT-E,6477.417823883452,6161.782070486777,0.0,315.6357533966761,0,185,7970.668560802064,946.9072601900283,10,,0.0,0,21.311158646561022,21.311158646561022,23.349999999999998,101014.81449061268,94755.97423580999,946.9072601900283,15.36,30,1.0,6477.417823883452,6161.782070486777,106674.36966359231,101583.79623281074,0.0,99493.13777484982,94644.97260267689,16.46865657951907,16.486106628043352,flat,flat,5090.573430781573,4.772067973624008,6258.840254802693,315.6357533966748,4.872863878455805,0.0,0.0,0.9512713612154418,True,-1933.1878698304636,False,True,False,0.6386632930411704,True
DHNC0208,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6931669308980044,2.705210199752775,24.331916757007466,0.32323266666570655,LT-E,1607.4617786820572,1540.0422030717577,0.0,67.41957561029915,0,200,1640.4475015425699,202.25872683089744,10,,0.0,0,3.8974722365177,3.8974722365177,3.8500000000000005,24490.936034639213,23247.93480302726,202.25872683089744,15.36,30,1.0,1607.4617786820572,1540.0422030717577,26288.96856658422,25201.62565114131,0.0,24690.6129205564,23655.048239182197,16.354335086049943,16.36424352584255,flat,flat,1087.3429154429105,4.136118587874257,1243.0012316119537,67.41957561029949,4.19416352565323,0.0,0.0,0.958058364743468,True,-350.84585926876184,False,True,False,0.662833107685826,True
DHNC0209,Dhanmondi,Commercial,Commercial,36.75972604031296,0.5756622526090331,2.3545064352215004,25.68027968345465,0.2976101358776818,LT-E,2928.0023760763497,2785.032487733818,0.0,142.9698883425323,0,170,3671.506718948512,428.90966502759693,10,,0.0,0,11.07355662768989,11.07355662768989,11.05,45585.58008231626,42755.35127880065,428.90966502759693,15.36,30,1.0,2928.0023760763497,2785.032487733818,48267.04732135937,45961.22896217102,0.0,44974.11649653273,42778.09901159145,16.48463393190251,16.502941766244778,flat,flat,2305.81835918835,4.777210306311751,2830.228803515609,142.9698883425317,4.882847415380774,0.0,0.0,0.951171525846192,True,-936.7786947325653,False,True,False,0.628030543233955,True
DHNC0210,Dhanmondi,Commercial,Commercial,36.75972604031296,0.4166613055621715,2.0610091887221964,28.50312797047764,0.3025509299744306,LT-E,2440.1545526624254,2320.991495819136,0.0,119.16305684328866,0,213,3396.519858557558,357.489170529866,10,,0.0,0,6.069810265900839,6.069810265900839,5.8500000000000005,37588.644422784906,35214.93071182155,357.489170529866,15.36,30,1.0,2440.1545526624254,2320.991495819136,39907.637625339594,37985.77584457103,0.0,37480.77392889485,35650.42937578193,16.354553272782177,16.366184845138733,flat,flat,1921.861780768566,4.815774360816257,2373.713710963355,119.16305684328927,4.883422515728432,0.0,0.0,0.9511657748427159,True,-1117.1689072591262,False,False,False,0.5658326348148445,True
DHNC0211,Dhanmondi,Commercial,Commercial,36.75972604031296,0.3309563825878632,2.7043448773310153,25.962007428145675,0.29033380252283075,LT-E,2801.1579929867053,2763.5042081149372,0.0,37.653784871767726,0,66,977.5678425386329,112.96135461530318,6,,0.0,0,8.090227136078058,8.090227136078058,9.55,43028.283304961275,42221.28738758954,112.96135461530318,15.36,30,1.0,2801.1579929867053,2763.5042081149372,46079.55111088959,45472.2708684777,0.0,43025.786772275795,42447.42463664543,16.450179256671543,16.45456907029485,flat,flat,607.2802424118854,1.3178953088116607,806.9959173717361,37.65378487176804,1.344222102646202,0.0,0.0,0.9865577789735381,True,-257.3262455114443,False,False,False,0.6212154450936596,True
DHNC0212,Dhanmondi,Commercial,Commercial,36.75972604031296,0.3848580286085137,2.431777569126155,26.681538029202063,0.28939145466639205,LT-E,6956.566754980034,6630.556727128982,0.0,326.0100278510502,0,223,8698.44895600902,978.0300835531506,10,,0.0,0,19.3003610580339,19.3003610580339,19.45,107709.19367726622,101190.97689807895,978.0300835531506,15.36,30,1.0,6956.566754980034,6630.556727128982,114033.53362431799,108775.64389513622,0.0,106852.86535649332,101845.35132870116,16.392214384011226,16.405205229612125,flat,flat,5257.88972918177,4.610827676798844,6518.2167791872635,326.01002785105175,4.686363824765561,0.0,0.0,0.9531363617523446,True,-2462.5291432740996,False,False,False,0.6044629054872525,True
DHNC0213,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6558010365980831,2.36380319691189,22.13118992262571,0.2227033106883785,LT-E,5165.165533836952,4914.529239269456,0.0,250.63629456749607,0,335,5546.879436576418,751.9088837024883,10,,0.0,0,16.01989261484622,16.01989261484622,16.75,79615.49484259787,74863.0492441354,751.9088837024883,15.36,30,1.0,5165.165533836952,4914.529239269456,84886.66472972235,80844.4025709378,0.0,79336.94259973557,75487.16911517885,16.434451940335812,16.450080696428067,flat,flat,4042.2621587845497,4.761951917483201,4752.445598462466,250.6362945674955,4.85243489149727,0.0,0.0,0.9514756510850272,True,-752.7083940893799,False,True,False,0.7287452711031824,True
DHNC0214,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6212236734908011,2.8789088994748235,28.285413739680667,0.4565934015238867,LT-E,2413.2783371729643,2292.6144203143162,0.0,120.66391685864816,0,165,3413.0288117972937,361.9917505759446,10,,0.0,0,6.821606551391843,6.821606551391843,7.75,37136.681158568594,34723.78047389753,361.9917505759446,15.36,30,1.0,2413.2783371729643,2292.6144203143162,39653.72802192556,37707.66037082929,0.0,37067.955258976726,35214.5574960279,16.43147721964717,16.447449704891756,flat,flat,1946.067651096273,4.907653701614745,2412.9006846710618,120.66391685864801,4.999999999999991,0.0,0.0,0.9500000000000001,True,-1104.9694101250761,False,True,False,0.5701878766360247,True
DHNC0215,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6467175420978678,2.7310507966849196,27.600778882103835,0.33500843064687036,LT-E,5707.275238553411,5430.811104761747,0.0,276.46413379166296,0,155,7630.62542561606,829.3924013749889,10,,0.0,0,22.561858245977593,22.561858245977593,18.55,87798.98242178715,82297.67033678893,829.3924013749889,15.36,30,1.0,5707.275238553411,5430.811104761747,93799.91004738942,89341.09649759745,0.0,87663.7476641804,83417.25856914042,16.43514744369755,16.450783276049314,flat,flat,4458.813549791972,4.753537127636155,5501.312084998222,276.4641337916646,4.844065201623924,0.0,0.0,0.9515593479837611,True,-2342.4194744490987,False,True,False,0.584331336042745,True
DHNC0216,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6843026500271181,2.2001983258006925,30.705553673979338,0.21492979394346134,LT-E,6774.509675504226,6446.787350656689,0.0,327.72232484753613,0,250,10062.895435767314,983.1669745426083,10,,0.0,0,18.845208173597825,18.845208173597825,19.25,104080.73724267003,97924.13994021628,983.1669745426083,15.36,30,1.0,6774.509675504226,6446.787350656689,111078.41704653215,105792.91139139108,0.0,104056.4686157449,99022.65370608674,16.396524968910697,16.41017543111837,flat,flat,5285.505655141067,4.75835521938245,6156.5973024537525,327.7223248475366,4.837579995383861,0.0,0.0,0.9516242000461614,True,-3794.2228060836387,False,True,False,0.5252470016089398,True
DHNC0217,Dhanmondi,Commercial,Commercial,36.75972604031296,0.5594556761762538,1.667942366413967,25.3877336197858,0.29401798082547626,LT-E,5716.382667002519,5438.3575154731525,0.0,278.0251515293658,0,205,7058.4284866281205,834.0754545880973,10,,0.0,0,17.672538503218316,17.672538503218316,23.2,88352.86416425776,82950.3150874798,834.0754545880973,15.36,30,1.0,5716.382667002519,5438.3575154731525,94386.21965341663,89902.230009551,0.0,87803.6377651587,83533.17143766762,16.511529257524256,16.531136423775415,flat,flat,4483.989643865629,4.750682525829199,5402.549076777956,278.02515152936667,4.863655352085689,0.0,0.0,0.9513634464791433,True,-1740.3633881743945,False,False,False,0.6352674185706277,True
DHNC0218,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6802465858525626,2.0540294808245325,27.22421221522437,0.3084273996828563,LT-E,7580.40414073512,7212.659445430532,0.0,367.74469530458805,0,189,10011.559625995129,1103.2340859137641,10,,0.0,0,21.407562111848844,21.407562111848844,15.549999999999999,116978.08450422413,109633.97056914316,1103.2340859137641,15.36,30,1.0,7580.40414073512,7212.659445430532,123726.232981776,117795.24653590361,0.0,116435.00760169144,110786.44908181297,16.321851801660998,16.331735530717584,flat,flat,5930.98644587239,4.793636970056287,7344.113935080968,367.74469530458737,4.851254477692331,0.0,0.0,0.9514874552230767,True,-2977.3390942089754,False,True,False,0.5924138363489856,True
DHNC0219,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6270678478423948,2.9891760978754376,19.864238074552585,0.29010856675534097,LT-E,3154.9136566333536,3001.279953336887,0.0,153.63370329646665,0,250,3051.8164585561876,460.9011098894,10,,0.0,0,10.985978270487802,10.985978270487802,11.450000000000001,48472.90884730661,45547.2073645243,460.9011098894,15.36,30,1.0,3154.9136566333536,3001.279953336887,51964.47245418272,49486.66808741731,0.0,48459.47376588831,46099.66008325458,16.47096501196633,16.488521183236166,flat,flat,2477.804366765413,4.768266182149934,2925.7014827823077,153.6337032964666,4.869664276657605,0.0,0.0,0.951303357233424,True,-113.110981901375,False,True,False,0.8119113322882008,True
DHNC0220,Dhanmondi,Commercial,Commercial,36.75972604031296,0.5807873989824072,2.055049455480988,23.18714525601814,0.38595612009737834,LT-E,5262.7241154011745,5006.3490035032855,0.0,256.3751118978885,0,149,5944.606959604244,769.1253356936654,10,,0.0,0,20.608582597204187,20.608582597204187,21.75,81555.08799658016,76306.20893455186,769.1253356936654,15.36,30,1.0,5262.7241154011745,5006.3490035032855,86932.58953319014,82797.77172850099,0.0,80835.44241256204,76897.52069381047,16.51855343866212,16.53855367865119,flat,flat,4134.817804689155,4.756349519659157,5248.879062028296,256.3751118978889,4.8715286280657635,0.0,0.0,0.9512847137193424,True,-1040.663819221424,False,True,False,0.6955578111028599,True
DHNC0221,Dhanmondi,Commercial,Commercial,36.75972604031296,0.5589000280252951,2.829419353198406,28.54300586178374,0.2467620754474981,LT-E,4137.841385690013,3935.3265242616612,0.0,202.5148614283528,0,210,5780.382876847796,607.5445842850584,10,,0.0,0,15.856202003544492,15.856202003544492,19.849999999999998,65620.09053244603,61696.49131240566,607.5445842850584,15.36,30,1.0,4137.841385690013,3935.3265242616612,68610.93086840854,65344.77118329207,0.0,63557.243684198605,60446.615412659114,16.581334196542,16.604663115102486,flat,flat,3266.1596851164722,4.76040718844168,3923.5992200403707,202.5148614283521,4.894215184968511,0.0,0.0,0.9510578481503147,True,-1906.6786074462652,False,False,False,0.5650421009650489,True
DHNC0222,Dhanmondi,Commercial,Commercial,36.75972604031296,0.6322130225419605,2.1727364585216584,26.615730072782977,0.2934694288160982,LT-E,696.4988576373756,661.6739147555068,0.0,34.824942881868786,0,210,926.8912795439048,104.4748286456064,10,,0.0,0,2.1336408667060462,2.1336408667060462,2.1500000000000004,10757.36403518226,10089.220487787563,104.4748286456064,15.36,30,1.0,696.4988576373756,661.6739147555068,11436.308575975594,10874.651897176813,0.0,10698.222453310089,10163.311330644583,16.419709021159342,16.435062127536153,flat,flat,561.6566787987813,4.911171074717772,668.1435473946967,34.82494288186888,5.000000000000014,0.0,0.0,0.95,True,-260.75977209951714,False,True,False,0.6059574528257031,True
DHNC0223,Dhanmondi,Commercial,Commercial,36.75972604031296,0.541191106590681,1.80178742632775,25.944636977001533,0.2858198224790632,LT-E,4706.153050309702,4477.821217997943,0.0,228.33183231175832,0,234,5923.986499622156,684.9954969352749,10,,0.0,0,13.301461859778009,13.301461859778009,13.85,72463.4643356107,68026.54087501392,684.9954969352749,15.36,30,1.0,4706.153050309702,4477.821217997943,77209.66139539487,73527.12560387082,0.0,72286.51085275701,68779.3339084484,16.40610931476482,16.420290588721894,flat,flat,3682.5357915240456,4.769527187362706,4436.9234605967795,228.33183231175917,4.85177234719838,0.0,0.0,0.9514822765280164,True,-1556.4552111628354,False,False,False,0.6216313612056552,True
DHNC0224,Dhanmondi,Commercial,Commercial,36.75972604031296,0.49540835928590315,2.3471349593404414,20.136337286721055,0.3029088882884094,LT-E,7610.757017753505,7241.971157763421,0.0,368.78585999008357,0,230,7425.99646333381,1106.3575799702508,10,,0.0,0,18.22716121434781,18.22716121434781,17.549999999999997,116038.48590634805,108851.67344239872,1106.3575799702508,15.36,30,1.0,7610.757017753505,7241.971157763421,124404.76418232854,118456.98583240845,0.0,116901.22779269384,111236.67698324614,16.345911962782587,16.357008782812137,flat,flat,5947.778349920089,4.780989208100569,7186.812463949333,368.78585999008465,4.845587096392949,0.0,0.0,0.9515441290360707,True,-371.86053344347147,False,False,False,0.8009400999970187,True
