household_id,substation,period_start,period_end,days,energy_before_kwh,bill_before_tk,energy_after_kwh,bill_after_tk,bill_saving_tk,bill_saving_pct,energy_saving_kwh,incentive_received_tk,discomfort_cost_tk,net_benefit_tk,gained,qoe,n_dr_events,n_shift_slots,n_curtail_slots,energy_shifted_kwh,energy_curtailed_kwh,peak_before_kw,peak_after_kw,peak_reduction_pct,participated,tariff_class,slab_before,slab_after,eff_rate_before,eff_rate_after,surcharge_tk,J1_before_tk,J1_after_tk,marginal_rate_tk_per_kwh,income_band,monthly_income_bdt,household_size,w_h,equation,id
DHNC0089,Dhanmondi,2026-06-14,2026-07-13,30,183.02527823412117,1572.966428239531,176.49654937409247,1514.6975231637753,58.26890507575581,3.704395976268264,6.528728860028679,19.58618658008599,130.68712654594142,-52.83203489009962,False,0.9643288133583532,10,0,240,0.0,6.528728860028664,1.1026738131580651,1.1026738131580651,0.0,True,LT-A,76-200,76-200,8.594257817367902,8.582023436352316,0.0,1422.3066911466176,1352.775728787312,8.5,middle,44728.059783642224,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0089-2026-06-14
DHNC0090,Dhanmondi,2026-06-14,2026-07-13,30,212.3945422836769,1846.829391520533,192.39433664166165,1660.5189945268305,186.31039699370285,10.088121720886717,20.00020564201529,31.449730066715283,419.8253032806968,-202.06517622027863,False,0.8902063509085516,30,40,632,8.29841550604378,20.000205642015302,1.0193192388182095,1.0386178795299394,-1.8932872035363908,True,LT-A,201-300,76-200,8.695277061563491,8.630810155392362,0.0,1809.42308419421,1585.844003826185,9.1,middle,27852.65068002103,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0090-2026-06-14
DHNC0091,Dhanmondi,2026-06-14,2026-07-13,30,292.5659106592824,2615.5877863494434,252.9908998622444,2237.4485581837453,378.1392281656981,14.4571415319791,39.57501079703803,43.40169604651849,1085.5895842926689,-664.0486600804522,False,0.8647312986401671,30,0,562,0.0,39.57501079703803,1.3948578506653022,1.3922447194944367,0.1873403207086012,True,LT-A,201-300,201-300,8.940165928611947,8.843988299192004,0.0,2433.746495141567,2064.159646424037,9.1,upper-middle,61655.697084455554,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0091-2026-06-14
DHNC0092,Dhanmondi,2026-06-14,2026-07-13,30,192.74629578631885,1668.5465098928953,192.59029003618568,1667.1541585729572,1.3923513199381432,0.083446958876053,0.1560057501331471,0.4680172503994015,2.931229113212647,-1.070860542875102,False,0.9991906160920152,1,0,4,0.0,0.1560057501331338,1.272184470678256,1.272184470678256,0.0,True,LT-A,76-200,76-200,8.656698190157018,8.656480855082135,0.0,1567.309978343594,1565.2507024418364,8.5,middle,59419.54167553839,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0092-2026-06-14
DHNC0093,Dhanmondi,2026-06-14,2026-07-13,30,135.4358805624218,1145.3160440196143,127.94331377969608,1078.4448854837874,66.87115853582713,5.838664260838898,7.492566782725731,19.48673538338027,165.0874974094604,-78.729603490253,False,0.9446781255335626,20,0,230,0.0,7.492566782725719,0.8116497660821842,0.8116497660821842,0.0,True,LT-A,76-200,76-200,8.456518606911876,8.429083581036112,0.0,1069.8570097072982,988.0577179041776,8.5,middle,44902.53860799689,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0093-2026-06-14
DHNC0094,Dhanmondi,2026-06-14,2026-07-13,30,130.72358603484204,1077.6808153609652,126.4800618007092,1039.8073615713297,37.87345378963573,3.514347963682564,4.243524234132835,12.730572702398565,79.78089544445493,-29.176868952420637,False,0.9675381898336096,10,0,135,0.0,4.243524234132856,1.0526802481084652,1.0526802481084652,0.0,True,LT-A,76-200,76-200,8.243966127686617,8.221116805032262,0.0,1028.926249827543,981.4439822360954,8.5,middle,32071.162031473414,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0094-2026-06-14
DHNC0095,Dhanmondi,2026-06-14,2026-07-13,30,239.32563191205472,2143.8768229196826,203.42678712524656,1800.8633609817307,343.0134619379519,15.999681430895452,35.898844786808155,35.5271507444841,723.5719301359225,-345.03131745348645,False,0.85,30,0,600,0.0,35.89884478680821,1.3799943350774837,1.278841352456337,7.329956366485179,True,LT-A,201-300,201-300,8.957990858695384,8.852636304347511,0.0,2023.3618651980528,1676.5647901627217,9.1,upper-middle,100766.25911246584,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0095-2026-06-14
DHNC0096,Dhanmondi,2026-06-14,2026-07-13,30,119.0996043866724,959.0133391510512,119.0996043866724,959.0133391510512,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.9658987049654028,0.9658987049654028,0.0,False,LT-A,76-200,76-200,8.052195841368954,8.052195841368954,0.0,938.6665822389836,938.6665822389836,8.5,lower-middle,19394.81064073384,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0096-2026-06-14
DHNC0097,Dhanmondi,2026-06-14,2026-07-13,30,410.4636082366381,3959.9355176135336,348.8940670011424,3278.802790778539,681.1327268349946,17.200601469528,61.56954123549565,60.19138245603193,1159.1012894617656,-417.77718017073903,False,0.85,30,0,498,0.0,61.5695412354957,3.0558986822866325,3.0558986822866325,0.0,True,LT-A,401-600,301-400,9.647470416745389,9.397702915847528,0.0,5601.854899868134,4698.384666317537,15.01,upper-middle,189569.06904002992,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0097-2026-06-14
DHNC0098,Dhanmondi,2026-06-14,2026-07-13,30,197.81251030388327,1734.7011544621582,191.98802933777213,1682.7176618396163,51.98349262254169,2.99668288620348,5.824480966111139,17.473442898333357,105.96811294338008,-36.51117742250503,False,0.9705555479925742,10,0,220,0.0,5.824480966111119,0.9616390682448016,0.9616390682448016,0.0,True,LT-A,76-200,76-200,8.769420861184553,8.764700943302797,0.0,1552.896013556169,1488.3325667240092,8.5,middle,40038.14113459443,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0098-2026-06-14
DHNC0099,Dhanmondi,2026-06-14,2026-07-13,30,397.892712748485,3747.097301472447,338.20880583621226,3144.2301577515805,602.8671437208664,16.08891083463367,59.68390691227273,58.55448888221628,1252.004112394242,-590.5824797911594,False,0.8499999999999999,30,0,388,0.0,59.68390691227278,2.0810649363621314,2.0810649363621314,0.0,True,LT-A,301-400,301-400,9.417355938964011,9.296712869369427,0.0,3626.224901942103,2973.927208715902,9.62,upper-middle,114694.69568318124,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0099-2026-06-14
DHNC0100,Dhanmondi,2026-06-14,2026-07-13,30,379.7324074930872,3572.4183180876744,323.2827215633773,3002.220040511674,570.1982775760002,15.961128479523332,56.44968592970992,55.81795984269548,1309.2475992648317,-683.231361846136,False,0.8500000000000001,30,6,560,1.275437985633362,56.44968592970972,2.829867419830463,2.742340544873705,3.0929673363284937,True,LT-A,301-400,301-400,9.40772567101139,9.28667027422036,0.0,3334.757435096588,2782.963818146952,9.62,upper-middle,132309.57692608872,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0100-2026-06-14
DHNC0101,Dhanmondi,2026-06-14,2026-07-13,30,111.65144783852286,835.8391719588165,111.65144783852286,835.8391719588165,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.3200324304049944,0.3200324304049944,0.0,False,LT-A,76-200,76-200,7.486147185190631,7.486147185190631,0.0,876.7175873823426,876.7175873823426,8.5,lower-middle,19858.638169366164,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0101-2026-06-14
DHNC0102,Dhanmondi,2026-06-14,2026-07-13,30,354.43825558181794,3292.256959631943,337.2384382585704,3118.521604849819,173.73535478212398,5.277089756734744,17.199817323247544,49.81083937504776,364.9639926195892,-141.4177984624175,False,0.9389282576688768,30,85,329,11.115861234845433,17.19981732324739,1.9867250574956652,2.0068509452607786,-1.0130182678866757,True,LT-A,301-400,301-400,9.288661446060988,9.247230597298518,0.0,3169.871688384473,2931.780651512854,9.62,middle,44477.82798190385,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0102-2026-06-14
DHNC0103,Dhanmondi,2026-06-14,2026-07-13,30,265.7596149239967,2428.2099405987888,231.0908841858556,2096.9502183958502,331.2597222029385,13.64213681298294,34.66873073814111,39.37873685465886,802.954300463406,-432.31584140580856,False,0.8695485363791791,30,0,721,0.0,34.66873073814112,1.3571234681595,1.348425480984091,0.6409134746748696,True,LT-A,201-300,201-300,9.136865814970497,9.074136462732,0.0,2271.1475145038694,1923.9997582362,9.1,upper-middle,140217.1241500958,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0103-2026-06-14
DHNC0104,Dhanmondi,2026-06-14,2026-07-13,30,131.49476324623407,1012.940761972639,124.97349951666732,954.7384831862556,58.20227878638332,5.745871917824494,6.521263729566755,19.56379118870025,122.86346821367374,-45.09739823859017,False,0.9504066658734144,10,0,291,0.0,6.521263729566751,0.3246051802772168,0.3246051802772168,0.0,True,LT-A,76-200,76-200,7.703278343304284,7.639527474854181,0.0,1033.2794169329102,963.0491213549008,8.5,middle,33254.27726274926,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0104-2026-06-14
DHNC0105,Dhanmondi,2026-06-14,2026-07-13,30,337.279274327697,3100.831039984067,286.6873831785425,2597.0710362709733,503.76000371309374,16.245967523457267,50.59189114915449,50.00333443043724,711.3167339399329,-157.5533957964019,False,0.85,30,0,600,0.0,50.59189114915455,2.010891705961268,1.8145266181341324,9.765075227323926,True,LT-A,301-400,201-300,9.193660197962036,9.058895468216596,0.0,3049.4690982255497,2540.520614663371,9.62,upper-middle,108558.55923711175,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0105-2026-06-14
DHNC0106,Dhanmondi,2026-06-14,2026-07-13,30,305.3061314248873,2756.278963522787,303.8640138849314,2741.712134251692,14.566829271094775,0.5284961886614329,1.442117539955916,4.326352619867777,34.42457611057245,-15.5313942196099,False,0.9952764868061266,3,0,12,0.0,1.4421175399559256,1.3826132404676084,1.3826132404676084,0.0,True,LT-A,301-400,301-400,9.02791879959639,9.022826030626764,0.0,2769.779798766571,2748.8056412654514,9.62,middle,55701.91565579143,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0106-2026-06-14
DHNC0107,Dhanmondi,2026-06-14,2026-07-13,30,125.84105324269852,1035.2464001910844,125.84105324269852,1035.2464001910844,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.6799512318739235,0.6799512318739235,0.0,False,LT-A,76-200,76-200,8.226619004805183,8.226619004805183,0.0,986.1794808361676,986.1794808361676,8.5,middle,58343.4708719024,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0107-2026-06-14
DHNC0108,Dhanmondi,2026-06-14,2026-07-13,30,222.40007426307665,1939.1644395836972,191.1014190309733,1645.711894851437,293.4525447322605,15.132937606635329,31.29865523210333,32.91893558352632,544.313053660725,-217.94157334493812,False,0.8576442358337321,30,5,621,0.9031932256291454,31.298655232103357,0.947818016226856,0.9267659991053274,2.221103287879451,True,LT-A,201-300,76-200,8.719261654966282,8.611719908708283,0.0,1885.5763657732932,1578.4180462101258,9.1,middle,28329.887947583044,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0108-2026-06-14
DHNC0109,Dhanmondi,2026-06-14,2026-07-13,30,182.7025392819645,1523.3443930915332,174.46739458309236,1449.8457266540993,73.49866643743394,4.824822723656923,8.235144698872148,24.705434096616383,163.81532990872788,-65.61122937467755,False,0.9549259428400017,10,0,254,0.0,8.235144698872128,0.8367026554190634,0.8367026554190634,0.0,True,LT-A,76-200,76-200,8.337839195220809,8.31012425054351,0.0,1434.9991568030837,1345.128326689112,8.5,middle,57259.13851682858,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0109-2026-06-14
DHNC0110,Dhanmondi,2026-06-14,2026-07-13,30,311.2098691345108,2867.708068127694,264.52838876433407,2415.545934643212,452.1621334844817,15.767369716252016,46.68148037017676,46.07648123146778,667.1847885338343,-168.9461738178848,False,0.8500000000000001,30,0,716,0.0,46.681480370176615,1.3039853806172237,1.3039853806172237,0.0,True,LT-A,301-400,201-300,9.214707991436532,9.131518722533784,0.0,2844.519847198876,2355.70776425071,9.62,upper-middle,96400.63855611792,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0110-2026-06-14
DHNC0111,Dhanmondi,2026-06-14,2026-07-13,30,182.43024660618207,1505.2498609601755,182.43024660618207,1505.2498609601755,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,1.0647143490273243,1.0647143490273243,0.0,False,LT-A,76-200,76-200,8.251098098933152,8.251098098933152,0.0,1502.1265039166751,1502.1265039166751,8.5,middle,35841.58937921624,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0111-2026-06-14
DHNC0112,Dhanmondi,2026-06-14,2026-07-13,30,113.68956414820126,923.6809000226962,113.68956414820126,923.6809000226962,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.6812977102039717,0.6812977102039717,0.0,False,LT-A,76-200,76-200,8.12458827635773,8.12458827635773,0.0,913.55124090186,913.55124090186,8.5,lower-middle,12879.522623318326,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0112-2026-06-14
DHNC0113,Dhanmondi,2026-06-14,2026-07-13,30,430.0770556613711,4312.037525751038,365.56549731216535,3490.1851783501825,821.8523474008553,19.059489684234865,64.5115583492057,63.42687001541319,1379.0749948405066,-493.79577742423817,False,0.8499999999999999,30,0,517,0.0,64.51155834920569,2.702088606285644,2.61488205642544,3.2273756551632986,True,LT-A,401-600,301-400,10.026197559225755,9.54735937612249,0.0,6014.685394381577,5023.999305338114,15.01,upper-middle,64271.16672555324,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0113-2026-06-14
DHNC0114,Dhanmondi,2026-06-14,2026-07-13,30,69.55073368864824,524.3222609056384,69.55073368864824,524.3222609056384,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.6783694919701949,0.6783694919701949,0.0,False,LT-A,1-75,1-75,7.538702082609603,7.538702082609603,0.0,406.3085272417324,406.3085272417324,6.18,lower-middle,23602.93921834348,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0114-2026-06-14
DHNC0115,Dhanmondi,2026-06-14,2026-07-13,30,310.202959981552,2850.913458773657,263.9630941643183,2403.5207247400613,447.39273403359584,15.692960887912934,46.23986581723369,45.892962529883945,1138.512493630758,-645.2267970672781,False,0.85,30,2,821,0.7264454499978318,46.23986581723368,1.382063529180313,1.3688454751744916,0.9563998851529502,True,LT-A,301-400,201-300,9.19047793400554,9.105518073840496,0.0,2822.555983032023,2344.6690498694625,9.62,upper-middle,78043.99174262353,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0115-2026-06-14
DHNC0116,Dhanmondi,2026-06-14,2026-07-13,30,207.08244067707133,1814.1797206694164,207.08244067707133,1814.1797206694164,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,1.1212685117823922,1.1212685117823922,0.0,False,LT-A,201-300,201-300,8.760664181558909,8.760664181558909,0.0,1768.0850476511223,1768.0850476511223,9.1,middle,52961.88037280864,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0116-2026-06-14
DHNC0117,Dhanmondi,2026-06-14,2026-07-13,30,172.3465258360821,1473.9056530870323,163.61858342965675,1396.0087671096867,77.89688597734585,5.285065961596263,8.727942406425313,25.66429620767472,193.75281193982133,-90.19162975480076,False,0.9493581761275164,16,0,281,0.0,8.727942406425306,0.9404599829223522,0.9404599829223522,0.0,True,LT-A,76-200,76-200,8.551989347837837,8.532091757840341,0.0,1341.3716460913529,1247.784158178738,8.5,middle,51205.31236870124,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0117-2026-06-14
DHNC0118,Dhanmondi,2026-06-14,2026-07-13,30,174.34417141018622,1527.680549835912,174.34417141018622,1527.680549835912,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,1.1537196491849602,1.1537196491849602,0.0,False,LT-A,76-200,76-200,8.762441195935821,8.762441195935821,0.0,1367.30683663393,1367.30683663393,8.5,middle,26349.87272826708,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0118-2026-06-14
DHNC0119,Dhanmondi,2026-06-14,2026-07-13,30,470.818303040636,4954.373685071943,400.19555758454055,3841.323905311151,1113.0497797607925,22.466003788017243,70.6227454560954,69.4338491184191,1497.794109070816,-315.3104801916045,False,0.85,30,0,490,0.0,70.6227454560954,3.32550099283762,3.32550099283762,0.0,True,LT-A,401-600,401-600,10.52289949875703,9.59861705736121,0.0,6731.032717527721,5575.135237298548,15.01,upper-middle,99300.8204041532,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0119-2026-06-14
DHNC0120,Dhanmondi,2026-06-14,2026-07-13,30,154.7281126268614,1293.738135194738,154.7281126268614,1293.738135194738,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.696458307991284,0.696458307991284,0.0,False,LT-A,76-200,76-200,8.361364416786275,8.361364416786275,0.0,1243.8170848756931,1243.8170848756931,8.5,middle,57235.23012462056,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0120-2026-06-14
DHNC0121,Dhanmondi,2026-06-14,2026-07-13,30,276.27879879111384,2459.2720624490926,276.27879879111384,2459.2720624490926,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.9819170001913284,0.9819170001913284,0.0,False,LT-A,201-300,201-300,8.901414343807376,8.901414343807376,0.0,2355.7335007990227,2355.7335007990227,9.1,lower-middle,21228.989157116936,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0121-2026-06-14
DHNC0122,Dhanmondi,2026-06-14,2026-07-13,30,194.0721989559309,1601.6837456816831,194.0721989559309,1601.6837456816831,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.699770504499517,0.699770504499517,0.0,False,LT-A,76-200,76-200,8.253030337670296,8.253030337670296,0.0,1506.3674162472078,1506.3674162472078,8.5,lower-middle,11795.02671914664,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0122-2026-06-14
DHNC0123,Dhanmondi,2026-06-14,2026-07-13,30,488.53407145011647,5199.44083308956,415.2539607325991,4044.509648126128,1154.9311849634328,22.212603663328174,73.2801107175174,72.11455281322462,1501.298540832198,-274.2528030555404,False,0.85,30,0,509,0.0,73.28011071751749,2.7356404315753653,2.693236307891912,1.5500620327882215,True,LT-A,401-600,401-600,10.642944140325875,9.73984604744221,0.0,6805.932849110875,5684.624298185044,15.01,upper-middle,77981.71386030191,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0123-2026-06-14
DHNC0124,Dhanmondi,2026-06-14,2026-07-13,30,416.4400482216208,3994.142379996854,353.97404098837774,3270.130788023603,724.0115919732507,18.12683482690021,62.46600723324303,61.425858167225854,1122.0997586473716,-336.662308506895,False,0.85,30,0,543,0.0,62.46600723324312,2.243171110411816,2.243171110411816,0.0,True,LT-A,401-600,301-400,9.59115819204606,9.238335045396658,0.0,5847.1752728873,4887.905201155256,15.01,upper-middle,64055.65473080972,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0124-2026-06-14
DHNC0125,Dhanmondi,2026-06-14,2026-07-13,30,308.1673505871658,2812.7558682809617,261.94224799909085,2366.6156396313127,446.1402286496491,15.861320695503917,46.22510258807495,45.6579027474079,912.560742468456,-420.7626110713991,False,0.8500000000000001,30,0,759,0.0,46.22510258807486,1.440995557387141,1.1041795549128983,23.373840449929496,True,LT-A,301-400,201-300,9.127364929872307,9.034875655642717,0.0,2762.0747534998736,2300.008217661024,9.62,upper-middle,146030.66462049534,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0125-2026-06-14
DHNC0126,Dhanmondi,2026-06-14,2026-07-13,30,113.23207973007275,900.2247215908993,106.54906349097548,840.578801656956,59.64591993394333,6.625670069195122,6.683016239097299,16.879920173540118,102.7542924230425,-26.228452315559053,False,0.9409794798874264,17,0,271,0.0,6.683016239097288,0.7953014564297993,0.7953014564297993,0.0,True,LT-A,76-200,76-200,7.950262184858669,7.889124259906344,0.0,910.3533720794096,838.8247614690954,8.5,middle,43895.58619266085,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0126-2026-06-14
DHNC0127,Dhanmondi,2026-06-14,2026-07-13,30,126.6102175923277,1011.6821920115248,110.4518057471988,867.4683662937492,144.2138257177755,14.254854622975582,16.15841184512891,18.7923896138598,335.3763988816427,-172.37018355000734,False,0.8723767153046257,28,0,591,0.0,16.15841184512893,0.5643170068747434,0.5643170068747434,0.0,True,LT-A,76-200,76-200,7.990525656223424,7.853817874912828,0.0,1001.613281725776,851.0453936635386,8.5,middle,54885.46348659582,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0127-2026-06-14
DHNC0128,Dhanmondi,2026-06-14,2026-07-13,30,138.14540062591416,1121.8925605862837,138.14540062591416,1121.8925605862837,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.5971242878061189,0.5971242878061189,0.0,False,LT-A,76-200,76-200,8.12109962042292,8.12109962042292,0.0,1069.56828410237,1069.56828410237,8.5,lower-middle,20500.1470785722,3,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0128-2026-06-14
DHNC0129,Dhanmondi,2026-06-14,2026-07-13,30,132.68330773694507,1094.1305715522349,132.68330773694507,1094.1305715522349,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.7263759978758487,0.7263759978758487,0.0,False,LT-A,76-200,76-200,8.246181002070234,8.246181002070234,0.0,1041.5367824260402,1041.5367824260402,8.5,middle,49492.7235897899,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0129-2026-06-14
DHNC0130,Dhanmondi,2026-06-14,2026-07-13,30,212.53919242358864,1873.8380336073888,201.99032907511577,1773.0436443127312,100.794389294658,5.379034232783465,10.54886334847285,31.646590045418428,206.2508394553809,-73.8098601153045,False,0.9503674441020316,10,0,295,0.0,10.548863348472809,1.2100670978834152,1.2100670978834152,0.0,True,LT-A,201-300,201-300,8.816435275960057,8.777864031566457,0.0,1778.1826680363913,1658.2069622041718,9.1,middle,31945.952703485986,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0130-2026-06-14
DHNC0131,Dhanmondi,2026-06-14,2026-07-13,30,109.47845583931117,888.998538365852,108.56864117940016,880.8784425261463,8.120095839705755,0.9133981091388554,0.9098146599110066,2.729443979733036,21.81435958348804,-10.96481976404925,False,0.9916895552377318,8,0,51,0.0,0.909814659911012,0.7413677986866127,0.7413677986866127,0.0,True,LT-A,76-200,76-200,8.120305785740115,8.11356237820617,0.0,859.5407768162098,848.7850409664959,8.5,middle,56896.29779089443,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0131-2026-06-14
DHNC0132,Dhanmondi,2026-06-14,2026-07-13,30,251.20786987219125,2250.3688366287874,250.8234871847763,2246.6960600505377,3.6727765782497954,0.1632077603666017,0.3843826874149556,1.1531480622448869,9.314199763185629,-4.488275122690945,False,0.998469862080314,3,0,12,0.0,0.3843826874149623,1.134557571096103,1.134557571096103,0.0,True,LT-A,201-300,201-300,8.958194015871092,8.957279420947707,0.0,2105.6784634134297,2100.3278564046136,9.1,middle,58671.549125531405,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0132-2026-06-14
DHNC0133,Dhanmondi,2026-06-14,2026-07-13,30,114.57644669381158,893.0529267422683,114.57644669381158,893.0529267422683,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.7550521044461252,0.7550521044461252,0.0,False,LT-A,76-200,76-200,7.794384906426874,7.794384906426874,0.0,911.6669723996956,911.6669723996956,8.5,lower-middle,11560.533075769335,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0133-2026-06-14
DHNC0134,Dhanmondi,2026-06-14,2026-07-13,30,407.0807060339324,3884.154747447791,351.9523588157264,3287.2300563976523,596.9246910501388,15.368200544593837,55.12834721820593,60.17307720183906,1399.1427015049053,-742.0449332529274,False,0.8645763692529052,29,0,844,0.0,55.12834721820592,2.4346651848062044,2.403287745481411,1.2887784127611377,True,LT-A,401-600,301-400,9.541485729672548,9.339985864731098,0.0,5580.448310056154,4766.616879682891,15.01,upper-middle,164844.92352321517,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0134-2026-06-14
DHNC0135,Dhanmondi,2026-06-14,2026-07-13,30,188.21908324983144,1593.9548180047457,188.21908324983144,1593.9548180047457,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,1.0061100842820656,1.0061100842820656,0.0,False,LT-A,76-200,76-200,8.468614289705256,8.468614289705256,0.0,1486.7613116180144,1486.7613116180144,8.5,middle,48864.148715268544,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0135-2026-06-14
DHNC0136,Dhanmondi,2026-06-14,2026-07-13,30,55.58388537381526,382.7338321906872,55.58388537381526,382.7338321906872,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.1998432119083638,0.1998432119083638,0.0,False,LT-A,1-75,1-75,6.885697709267863,6.885697709267863,0.0,322.28265632712083,322.28265632712083,6.18,lower-middle,22322.59327671431,3,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0136-2026-06-14
DHNC0137,Dhanmondi,2026-06-14,2026-07-13,30,218.1273785375882,1865.0653819266552,212.9042404939338,1815.1582979195373,49.907084007117646,2.675889247140628,5.223138043654416,15.669414130963135,124.60200132507936,-59.02550318699858,False,0.9760546425731956,10,0,115,0.0,5.223138043654378,0.8411531135019699,0.8411531135019699,0.0,True,LT-A,201-300,201-300,8.550349774662802,8.525702887403298,0.0,1867.358153795979,1804.848829010078,9.1,upper-middle,79270.83411372715,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0137-2026-06-14
DHNC0138,Dhanmondi,2026-06-14,2026-07-13,30,524.3308046246814,5801.051736287291,446.9079699698489,4580.829150709805,1220.222585577486,21.0345061731588,77.42283465483246,77.22564284732422,1797.0103414261932,-499.5621130013831,False,0.85,30,12,562,3.0669650971746143,77.42283465483239,2.6791610092688853,2.7029359325027973,-0.8874018079413553,True,LT-A,401-600,401-600,11.063724818608955,10.250050253117784,0.0,7384.591767458065,6171.0776586585735,15.01,upper-middle,184022.02707689203,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0138-2026-06-14
DHNC0139,Dhanmondi,2026-06-14,2026-07-13,30,131.1148746636956,1133.934306373483,128.77603413911604,1113.0601546916105,20.87415168187249,1.8408607592649369,2.3388405245795525,7.016521573738712,42.11060277390941,-14.219929518298212,False,0.9821618978733068,9,0,116,0.0,2.3388405245795703,0.8053658611548352,0.8053658611548352,0.0,True,LT-A,76-200,76-200,8.648403236337442,8.643379664023337,0.0,1051.9252140405188,1025.5624682447533,8.5,middle,37776.8727288036,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0139-2026-06-14
