appliance_id,household_id,name,cls,quantity,p_rat_kw,duty_cycle,schedule,thermal_response,id
DHNC0084-A03,DHNC0084,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0084-A03
DHNC0084-A04,DHNC0084,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0084-A04
DHNC0084-A05,DHNC0084,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0084-A05
DHNC0084-A06,DHNC0084,ceiling_fan,curtailable,5,0.075,0.8,res_fan,cooling_fan,DHNC0084-A06
DHNC0084-A07,DHNC0084,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,DHNC0084-A07
DHNC0084-A08,DHNC0084,television,curtailable,2,0.095,0.85,res_evening_dominant,none,DHNC0084-A08
DHNC0085-A00,DHNC0085,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0085-A00
DHNC0085-A01,DHNC0085,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0085-A01
DHNC0085-A02,DHNC0085,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0085-A02
DHNC0085-A03,DHNC0085,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,DHNC0085-A03
DHNC0085-A04,DHNC0085,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,DHNC0085-A04
DHNC0086-A00,DHNC0086,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,DHNC0086-A00
DHNC0086-A01,DHNC0086,router_and_standby,critical,2,0.035,0.95,flat_always_on,none,DHNC0086-A01
DHNC0086-A02,DHNC0086,medical_device_home,critical,1,0.12,0.3,flat_always_on,none,DHNC0086-A02
DHNC0086-A03,DHNC0086,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0086-A03
DHNC0086-A04,DHNC0086,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0086-A04
DHNC0086-A05,DHNC0086,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0086-A05
DHNC0086-A06,DHNC0086,split_ac_1_5ton,curtailable,2,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0086-A06
DHNC0086-A07,DHNC0086,ceiling_fan,curtailable,5,0.075,0.8,res_fan,cooling_fan,DHNC0086-A07
DHNC0086-A08,DHNC0086,lighting,curtailable,12,0.018,0.9,res_evening_dominant,none,DHNC0086-A08
DHNC0086-A09,DHNC0086,television,curtailable,2,0.095,0.85,res_evening_dominant,none,DHNC0086-A09
DHNC0087-A00,DHNC0087,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0087-A00
DHNC0087-A01,DHNC0087,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0087-A01
DHNC0087-A02,DHNC0087,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0087-A02
DHNC0087-A03,DHNC0087,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,DHNC0087-A03
DHNC0087-A04,DHNC0087,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,DHNC0087-A04
DHNC0087-A05,DHNC0087,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0087-A05
DHNC0088-A00,DHNC0088,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0088-A00
DHNC0088-A01,DHNC0088,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0088-A01
DHNC0088-A02,DHNC0088,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0088-A02
DHNC0088-A03,DHNC0088,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0088-A03
DHNC0088-A04,DHNC0088,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,DHNC0088-A04
DHNC0088-A05,DHNC0088,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0088-A05
DHNC0089-A00,DHNC0089,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0089-A00
DHNC0089-A01,DHNC0089,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0089-A01
DHNC0089-A02,DHNC0089,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0089-A02
DHNC0089-A03,DHNC0089,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0089-A03
DHNC0089-A04,DHNC0089,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0089-A04
DHNC0089-A05,DHNC0089,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0089-A05
DHNC0089-A06,DHNC0089,lighting,curtailable,8,0.018,0.9,res_evening_dominant,none,DHNC0089-A06
DHNC0089-A07,DHNC0089,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0089-A07
DHNC0090-A00,DHNC0090,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0090-A00
DHNC0090-A01,DHNC0090,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0090-A01
DHNC0090-A02,DHNC0090,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0090-A02
DHNC0090-A03,DHNC0090,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0090-A03
DHNC0090-A04,DHNC0090,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,DHNC0090-A04
DHNC0090-A05,DHNC0090,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,DHNC0090-A05
DHNC0090-A06,DHNC0090,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,DHNC0090-A06
DHNC0091-A00,DHNC0091,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,DHNC0091-A00
DHNC0091-A01,DHNC0091,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0091-A01
DHNC0091-A02,DHNC0091,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0091-A02
DHNC0091-A03,DHNC0091,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0091-A03
DHNC0091-A04,DHNC0091,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0091-A04
DHNC0091-A05,DHNC0091,ceiling_fan,curtailable,6,0.075,0.8,res_fan,cooling_fan,DHNC0091-A05
DHNC0091-A06,DHNC0091,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,DHNC0091-A06
DHNC0091-A07,DHNC0091,television,curtailable,2,0.095,0.85,res_evening_dominant,none,DHNC0091-A07
DHNC0092-A00,DHNC0092,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0092-A00
DHNC0092-A01,DHNC0092,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0092-A01
DHNC0092-A02,DHNC0092,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0092-A02
DHNC0092-A03,DHNC0092,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0092-A03
DHNC0092-A04,DHNC0092,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0092-A04
DHNC0092-A05,DHNC0092,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0092-A05
DHNC0092-A06,DHNC0092,lighting,curtailable,8,0.018,0.9,res_evening_dominant,none,DHNC0092-A06
DHNC0092-A07,DHNC0092,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0092-A07
DHNC0093-A00,DHNC0093,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0093-A00
DHNC0093-A01,DHNC0093,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0093-A01
DHNC0093-A02,DHNC0093,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0093-A02
DHNC0093-A03,DHNC0093,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0093-A03
DHNC0093-A04,DHNC0093,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0093-A04
DHNC0093-A05,DHNC0093,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0093-A05
DHNC0093-A06,DHNC0093,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,DHNC0093-A06
DHNC0094-A00,DHNC0094,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0094-A00
DHNC0094-A01,DHNC0094,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0094-A01
DHNC0094-A02,DHNC0094,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0094-A02
DHNC0094-A03,DHNC0094,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,DHNC0094-A03
DHNC0094-A04,DHNC0094,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,DHNC0094-A04
DHNC0095-A00,DHNC0095,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0095-A00
DHNC0095-A01,DHNC0095,router_and_standby,critical,2,0.035,0.95,flat_always_on,none,DHNC0095-A01
DHNC0095-A02,DHNC0095,medical_device_home,critical,1,0.12,0.3,flat_always_on,none,DHNC0095-A02
DHNC0095-A03,DHNC0095,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0095-A03
DHNC0095-A04,DHNC0095,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0095-A04
DHNC0095-A05,DHNC0095,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0095-A05
DHNC0095-A06,DHNC0095,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0095-A06
DHNC0095-A07,DHNC0095,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0095-A07
DHNC0095-A08,DHNC0095,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,DHNC0095-A08
DHNC0095-A09,DHNC0095,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0095-A09
DHNC0096-A00,DHNC0096,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0096-A00
DHNC0096-A01,DHNC0096,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0096-A01
DHNC0096-A02,DHNC0096,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0096-A02
DHNC0096-A03,DHNC0096,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0096-A03
DHNC0096-A04,DHNC0096,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,DHNC0096-A04
DHNC0096-A05,DHNC0096,lighting,curtailable,3,0.018,0.9,res_evening_dominant,none,DHNC0096-A05
DHNC0096-A06,DHNC0096,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0096-A06
DHNC0097-A00,DHNC0097,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0097-A00
DHNC0097-A01,DHNC0097,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0097-A01
DHNC0097-A02,DHNC0097,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0097-A02
DHNC0097-A03,DHNC0097,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0097-A03
DHNC0097-A04,DHNC0097,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0097-A04
DHNC0097-A05,DHNC0097,split_ac_1_5ton,curtailable,3,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0097-A05
DHNC0097-A06,DHNC0097,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,DHNC0097-A06
DHNC0097-A07,DHNC0097,lighting,curtailable,8,0.018,0.9,res_evening_dominant,none,DHNC0097-A07
DHNC0097-A08,DHNC0097,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0097-A08
DHNC0098-A00,DHNC0098,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0098-A00
DHNC0098-A01,DHNC0098,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0098-A01
DHNC0098-A02,DHNC0098,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0098-A02
DHNC0098-A03,DHNC0098,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0098-A03
DHNC0098-A04,DHNC0098,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0098-A04
DHNC0098-A05,DHNC0098,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0098-A05
DHNC0098-A06,DHNC0098,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,DHNC0098-A06
DHNC0098-A07,DHNC0098,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,DHNC0098-A07
DHNC0098-A08,DHNC0098,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0098-A08
DHNC0099-A00,DHNC0099,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0099-A00
DHNC0099-A01,DHNC0099,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0099-A01
DHNC0099-A02,DHNC0099,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0099-A02
DHNC0099-A03,DHNC0099,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0099-A03
DHNC0099-A04,DHNC0099,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0099-A04
DHNC0099-A05,DHNC0099,split_ac_1_5ton,curtailable,2,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0099-A05
DHNC0099-A06,DHNC0099,ceiling_fan,curtailable,6,0.075,0.8,res_fan,cooling_fan,DHNC0099-A06
DHNC0099-A07,DHNC0099,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,DHNC0099-A07
DHNC0099-A08,DHNC0099,television,curtailable,2,0.095,0.85,res_evening_dominant,none,DHNC0099-A08
DHNC0100-A00,DHNC0100,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0100-A00
DHNC0100-A01,DHNC0100,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0100-A01
DHNC0100-A02,DHNC0100,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0100-A02
DHNC0100-A03,DHNC0100,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0100-A03
DHNC0100-A04,DHNC0100,split_ac_1_5ton,curtailable,3,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0100-A04
DHNC0100-A05,DHNC0100,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0100-A05
DHNC0100-A06,DHNC0100,lighting,curtailable,13,0.018,0.9,res_evening_dominant,none,DHNC0100-A06
DHNC0100-A07,DHNC0100,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0100-A07
DHNC0101-A00,DHNC0101,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0101-A00
DHNC0101-A01,DHNC0101,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,DHNC0101-A01
DHNC0101-A02,DHNC0101,lighting,curtailable,3,0.018,0.9,res_evening_dominant,none,DHNC0101-A02
DHNC0101-A03,DHNC0101,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0101-A03
DHNC0102-A00,DHNC0102,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0102-A00
DHNC0102-A01,DHNC0102,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0102-A01
DHNC0102-A02,DHNC0102,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0102-A02
DHNC0102-A03,DHNC0102,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0102-A03
DHNC0102-A04,DHNC0102,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0102-A04
DHNC0102-A05,DHNC0102,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0102-A05
DHNC0102-A06,DHNC0102,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,DHNC0102-A06
DHNC0102-A07,DHNC0102,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,DHNC0102-A07
DHNC0102-A08,DHNC0102,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,DHNC0102-A08
DHNC0102-A09,DHNC0102,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0102-A09
DHNC0103-A00,DHNC0103,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,DHNC0103-A00
DHNC0103-A01,DHNC0103,router_and_standby,critical,2,0.035,0.95,flat_always_on,none,DHNC0103-A01
DHNC0103-A02,DHNC0103,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0103-A02
DHNC0103-A03,DHNC0103,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0103-A03
DHNC0103-A04,DHNC0103,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0103-A04
DHNC0103-A05,DHNC0103,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0103-A05
DHNC0103-A06,DHNC0103,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0103-A06
DHNC0103-A07,DHNC0103,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0103-A07
DHNC0103-A08,DHNC0103,lighting,curtailable,8,0.018,0.9,res_evening_dominant,none,DHNC0103-A08
DHNC0103-A09,DHNC0103,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0103-A09
DHNC0104-A00,DHNC0104,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0104-A00
DHNC0104-A01,DHNC0104,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0104-A01
DHNC0104-A02,DHNC0104,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,DHNC0104-A02
DHNC0104-A03,DHNC0104,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,DHNC0104-A03
DHNC0104-A04,DHNC0104,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0104-A04
DHNC0105-A00,DHNC0105,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,DHNC0105-A00
DHNC0105-A01,DHNC0105,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0105-A01
DHNC0105-A02,DHNC0105,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0105-A02
DHNC0105-A03,DHNC0105,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0105-A03
DHNC0105-A04,DHNC0105,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0105-A04
DHNC0105-A05,DHNC0105,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0105-A05
DHNC0105-A06,DHNC0105,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0105-A06
DHNC0105-A07,DHNC0105,lighting,curtailable,11,0.018,0.9,res_evening_dominant,none,DHNC0105-A07
DHNC0105-A08,DHNC0105,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0105-A08
DHNC0106-A00,DHNC0106,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0106-A00
DHNC0106-A01,DHNC0106,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0106-A01
DHNC0106-A02,DHNC0106,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0106-A02
DHNC0106-A03,DHNC0106,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0106-A03
DHNC0106-A04,DHNC0106,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0106-A04
DHNC0106-A05,DHNC0106,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,DHNC0106-A05
DHNC0106-A06,DHNC0106,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0106-A06
DHNC0106-A07,DHNC0106,lighting,curtailable,7,0.018,0.9,res_evening_dominant,none,DHNC0106-A07
DHNC0106-A08,DHNC0106,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0106-A08
DHNC0107-A00,DHNC0107,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0107-A00
DHNC0107-A01,DHNC0107,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0107-A01
DHNC0107-A02,DHNC0107,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0107-A02
DHNC0107-A03,DHNC0107,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0107-A03
DHNC0107-A04,DHNC0107,ceiling_fan,curtailable,2,0.075,0.8,res_fan,cooling_fan,DHNC0107-A04
DHNC0107-A05,DHNC0107,lighting,curtailable,10,0.018,0.9,res_evening_dominant,none,DHNC0107-A05
DHNC0107-A06,DHNC0107,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0107-A06
DHNC0108-A00,DHNC0108,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0108-A00
DHNC0108-A01,DHNC0108,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0108-A01
DHNC0108-A02,DHNC0108,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0108-A02
DHNC0108-A03,DHNC0108,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0108-A03
DHNC0108-A04,DHNC0108,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,DHNC0108-A04
DHNC0108-A05,DHNC0108,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0108-A05
DHNC0108-A06,DHNC0108,lighting,curtailable,7,0.018,0.9,res_evening_dominant,none,DHNC0108-A06
DHNC0108-A07,DHNC0108,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0108-A07
DHNC0109-A00,DHNC0109,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0109-A00
DHNC0109-A01,DHNC0109,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0109-A01
DHNC0109-A02,DHNC0109,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0109-A02
DHNC0109-A03,DHNC0109,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0109-A03
DHNC0109-A04,DHNC0109,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0109-A04
DHNC0109-A05,DHNC0109,lighting,curtailable,7,0.018,0.9,res_evening_dominant,none,DHNC0109-A05
DHNC0109-A06,DHNC0109,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0109-A06
DHNC0110-A00,DHNC0110,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0110-A00
DHNC0110-A01,DHNC0110,router_and_standby,critical,2,0.035,0.95,flat_always_on,none,DHNC0110-A01
DHNC0110-A02,DHNC0110,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0110-A02
DHNC0110-A03,DHNC0110,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0110-A03
DHNC0110-A04,DHNC0110,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0110-A04
DHNC0110-A05,DHNC0110,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0110-A05
DHNC0110-A06,DHNC0110,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0110-A06
DHNC0110-A07,DHNC0110,ceiling_fan,curtailable,6,0.075,0.8,res_fan,cooling_fan,DHNC0110-A07
DHNC0110-A08,DHNC0110,lighting,curtailable,12,0.018,0.9,res_evening_dominant,none,DHNC0110-A08
DHNC0110-A09,DHNC0110,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0110-A09
DHNC0111-A00,DHNC0111,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0111-A00
DHNC0111-A01,DHNC0111,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0111-A01
DHNC0111-A02,DHNC0111,split_ac_1_5ton,curtailable,1,1.65,0.62,res_ac_modest,cooling_ac,DHNC0111-A02
DHNC0111-A03,DHNC0111,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0111-A03
DHNC0111-A04,DHNC0111,lighting,curtailable,9,0.018,0.9,res_evening_dominant,none,DHNC0111-A04
DHNC0111-A05,DHNC0111,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0111-A05
DHNC0112-A00,DHNC0112,refrigerator,critical,1,0.15,0.38,flat_always_on,refrigeration,DHNC0112-A00
DHNC0112-A01,DHNC0112,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0112-A01
DHNC0112-A02,DHNC0112,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0112-A02
DHNC0112-A03,DHNC0112,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0112-A03
DHNC0112-A04,DHNC0112,ceiling_fan,curtailable,3,0.075,0.8,res_fan,cooling_fan,DHNC0112-A04
DHNC0112-A05,DHNC0112,lighting,curtailable,6,0.018,0.9,res_evening_dominant,none,DHNC0112-A05
DHNC0113-A00,DHNC0113,refrigerator,critical,2,0.15,0.38,flat_always_on,refrigeration,DHNC0113-A00
DHNC0113-A01,DHNC0113,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0113-A01
DHNC0113-A02,DHNC0113,washing_machine,shiftable,1,0.5,0.85,res_morning_evening_chore,none,DHNC0113-A02
DHNC0113-A03,DHNC0113,electric_iron,shiftable,1,1.0,0.55,res_morning_evening_chore,none,DHNC0113-A03
DHNC0113-A04,DHNC0113,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0113-A04
DHNC0113-A05,DHNC0113,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0113-A05
DHNC0113-A06,DHNC0113,split_ac_1_5ton,curtailable,3,1.65,0.62,res_ac_affluent,cooling_ac,DHNC0113-A06
DHNC0113-A07,DHNC0113,ceiling_fan,curtailable,4,0.075,0.8,res_fan,cooling_fan,DHNC0113-A07
DHNC0113-A08,DHNC0113,lighting,curtailable,11,0.018,0.9,res_evening_dominant,none,DHNC0113-A08
DHNC0113-A09,DHNC0113,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0113-A09
DHNC0114-A00,DHNC0114,router_and_standby,critical,1,0.035,0.95,flat_always_on,none,DHNC0114-A00
DHNC0114-A01,DHNC0114,water_pump,shiftable,1,0.75,0.95,pump_offpeak_capable,none,DHNC0114-A01
DHNC0114-A02,DHNC0114,rice_cooker,shiftable,1,0.7,0.6,res_cooking,none,DHNC0114-A02
DHNC0114-A03,DHNC0114,ceiling_fan,curtailable,1,0.075,0.8,res_fan,cooling_fan,DHNC0114-A03
DHNC0114-A04,DHNC0114,lighting,curtailable,5,0.018,0.9,res_evening_dominant,none,DHNC0114-A04
DHNC0114-A05,DHNC0114,television,curtailable,1,0.095,0.85,res_evening_dominant,none,DHNC0114-A05
